Customer,Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
Heybox,.hack//G.U. Last Recode,E05367,571,278.0,0.9,27.0,3.75948,2146.66308,0.4887324,1867.5968796,0.2,373.51937592,0.05,93.37984398,0.05,93.37984398,2.29,1307.59,0.6091267941311033
Heybox,Accel World VS. Sword Art Online Deluxe Edition,E02452,469,278.0,0.9,27.0,3.75948,1763.19612,0.4887324,1533.9806244,0.2,306.79612488,0.05,76.69903122,0.05,76.69903122,2.29,1074.01,0.6091267941311032
Heybox,ACE COMBAT 7: SKIES UNKNOWN,E03174,6822,268.0,0.9,26.0,3.62024,24697.27728,0.4706312,21486.631233599997,0.2,4297.326246719999,0.05,1074.3315616799998,0.05,1074.3315616799998,2.2,15008.400000000001,0.6076945174905533
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,E05445,187,368.0,0.8,73.0,10.16452,1900.76524,1.3213876,1653.6657588,0.2,330.73315176000006,0.05,82.68328794000001,0.05,82.68328794000001,6.19,1157.53,0.6089810438663115
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,541,498.0,0.8,99.0,13.78476,7457.55516,1.7920188000000001,6488.072989200001,0.2,1297.6145978400002,0.05,324.40364946000005,0.05,324.40364946000005,8.39,4538.990000000001,0.608643168252476
Heybox,ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,E05838,7,348.0,0.0,348.0,48.45552,339.18864,6.2992176,295.0941168,0.2,59.01882336,0.05,14.75470584,0.05,14.75470584,29.51,206.57000000000002,0.6090121414443597
Heybox,ARMORED CORE VI FIRES OF RUBICON Standard Edition,E05837,23,298.0,0.0,298.0,41.493520000000004,954.3509600000001,5.394157600000001,830.2853352000001,0.2,166.05706704000002,0.05,41.514266760000005,0.05,41.514266760000005,25.27,581.21,0.6090107563783453
Heybox,Baten Kaitos I & II HD Remaster,E06117,44,248.0,0.5,124.0,17.26576,759.69344,2.2445488,660.9332928,0.2,132.18665856,0.05,33.04666464,0.05,33.04666464,10.51,462.44,0.6087192223220987
Heybox,BLACK CLOVER: QUARTET KNIGHTS,E02895,76,268.0,0.9,26.0,3.62024,275.13824,0.4706312,239.3702688,0.2,47.87405376,0.05,11.96851344,0.05,11.96851344,2.2,167.20000000000002,0.6076945174905531
Heybox,BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,E02950,64,288.0,0.85,43.0,5.98732,383.18848,0.7783516,333.37397760000005,0.2,66.67479552000002,0.05,16.668698880000004,0.05,16.668698880000004,3.65,233.6,0.609621667123187
Heybox,BLEACH Rebirth of Souls,E06132,2,298.0,0.0,298.0,41.493520000000004,82.98704000000001,5.394157600000001,72.19872480000001,0.2,14.439744960000002,0.05,3.6099362400000006,0.05,3.6099362400000006,25.27,50.54,0.6090107563783452
Heybox,BLEACH Rebirth of Souls,E06132,2,298.0,0.0,298.0,41.493520000000004,82.98704000000001,5.394157600000001,72.19872480000001,0.2,14.439744960000002,0.05,3.6099362400000006,0.05,3.6099362400000006,25.27,50.54,0.6090107563783452
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,1,398.0,0.0,398.0,55.41752,55.41752,7.204277600000001,48.2132424,0.2,9.64264848,0.05,2.41066212,0.05,2.41066212,33.75,33.75,0.6090131785038377
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,13,398.0,0.3,278.0,38.70872,503.21335999999997,5.0321336,437.79562319999997,0.2,87.55912464,0.05,21.88978116,0.05,21.88978116,23.57,306.41,0.6089067269597136
Heybox,BLEACH Rebirth of Souls Ultimate Edition,E06691,2,498.0,0.0,498.0,69.34152,138.68304,9.0143976,120.6542448,0.2,24.13084896,0.05,6.03271224,0.05,6.03271224,42.23,84.46,0.6090146278881685
Heybox,BLEACH Rebirth of Souls Ultimate Edition,E06691,1,498.0,0.0,498.0,69.34152,69.34152,9.0143976,60.3271224,0.2,12.06542448,0.05,3.01635612,0.05,3.01635612,42.23,42.23,0.6090146278881685
Heybox,Captain Tsubasa: Rise of New Champions - Deluxe Edition,E04120,63,298.0,0.84,47.0,6.5442800000000005,412.28964,0.8507564000000001,358.69198680000005,0.2,71.73839736000001,0.05,17.934599340000002,0.05,17.934599340000002,3.99,251.37,0.6096927393082203
Heybox,Captain Tsubasa: Rise of New Champions - Ultimate Edition,E06275,110,398.0,0.82,71.0,9.88604,1087.4643999999998,1.2851852,946.0940280000001,0.2,189.21880560000002,0.05,47.304701400000006,0.05,47.304701400000006,6.02,662.1999999999999,0.6089394742485363
Heybox,CODE VEIN,E03009,295,268.0,0.85,40.0,5.5696,1643.0320000000002,0.724048,1429.43784,0.2,285.88756800000004,0.05,71.47189200000001,0.05,71.47189200000001,3.39,1000.0500000000001,0.6086613042229244
Heybox,CODE VEIN Deluxe Edition,E03483 ,3218,368.0,0.85,55.0,7.6582,24644.0876,0.9955660000000001,21440.356212,0.2,4288.0712424,0.05,1072.0178106,0.05,1072.0178106,4.66,14995.880000000001,0.6084980804888878
Heybox,DARK SOULS III,E01572,49,268.0,0.0,268.0,37.31632,1828.49968,4.8511216,1590.7947216,0.2,318.15894432000005,0.05,79.53973608000001,0.05,79.53973608000001,22.73,1113.77,0.6091168689731463
Heybox,DARK SOULS III - Season Pass,E01893,30,138.0,0.0,138.0,19.21512,576.4535999999999,2.4979656,501.51463199999995,0.2,100.30292639999999,0.05,25.075731599999997,0.05,25.075731599999997,11.7,351.0,0.6088954947978468
Heybox,DARK SOULS III Deluxe Edition,E02323,40,398.0,0.0,398.0,55.41752,2216.7008,7.204277600000001,1928.529696,0.2,385.70593920000005,0.05,96.42648480000001,0.05,96.42648480000001,33.75,1350.0,0.6090131785038377
Heybox,DARK SOULS: REMASTERED,E02716,138,198.0,0.0,198.0,27.56952,3804.59376,3.5840376000000003,3309.9965712000003,0.2,661.9993142400001,0.05,165.49982856000003,0.05,165.49982856000003,16.79,2317.02,0.6090058876614464
Heybox,DARK SOULS™ II: Scholar of the First Sin,E01927,32,198.0,0.0,198.0,27.56952,882.22464,3.5840376000000003,767.5354368000001,0.2,153.50708736,0.05,38.37677184,0.05,38.37677184,16.79,537.28,0.6090058876614464
Heybox,DEATH NOTE Killer Within,E06643,14,48.0,0.35,31.0,4.31644,60.43016,0.5611372,52.5742392,0.2,10.514847840000002,0.05,2.6287119600000004,0.05,2.6287119600000004,2.63,36.82,0.609298403313842
Heybox,DEATH NOTE Killer Within Special Edition,E06646,3,98.0,0.35,63.0,8.772120000000001,26.316360000000003,1.1403756000000003,22.8952332,0.2,4.5790466400000005,0.05,1.1447616600000001,0.05,1.1447616600000001,5.34,16.02,0.6087468023693245
Heybox,Digimon Survive,E05471,1,298.0,0.75,74.0,10.30376,10.30376,1.3394888,8.9642712,0.2,1.7928542400000003,0.05,0.44821356000000007,0.05,0.44821356000000007,6.27,6.27,0.6085157262979727
Heybox,Digimon Survive,E05471,164,298.0,0.84,47.0,6.5442800000000005,1073.2619200000001,0.8507564000000001,933.7378704000001,0.2,186.74757408000005,0.05,46.68689352000001,0.05,46.68689352000001,3.99,654.36,0.6096927393082202
Heybox,Digimon World: Next Order,E04521,268,248.0,0.84,39.0,5.43036,1455.3364800000002,0.7059468000000001,1266.1427376,0.2,253.22854752,0.05,63.30713688,0.05,63.30713688,3.31,887.08,0.6095360160284032
Heybox,DORAEMON STORY OF SEASONS,E03496,15,228.0,0.6,91.0,12.67084,190.0626,1.6472092,165.35446199999998,0.2,33.0708924,0.05,8.2677231,0.05,8.2677231,7.72,115.8,0.6092729448087104
Heybox,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,E05019,37,248.0,0.45,136.0,18.93664,700.6556800000001,2.4617632,609.5704416,0.2,121.91408832,0.05,30.47852208,0.05,30.47852208,11.53,426.60999999999996,0.6088725349375601
Heybox,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,E05733,65,348.0,0.45,191.0,26.59484,1728.6646,3.4573292,1503.938202,0.2,300.78764040000004,0.05,75.19691010000001,0.05,75.19691010000001,16.2,1053.0,0.6091407205307495
Heybox,DRAGON BALL FighterZ,E02533,253,198.0,0.84,31.0,4.31644,1092.05932,0.5611372,950.0916084,0.2,190.01832168,0.05,47.50458042,0.05,47.50458042,2.63,665.39,0.6092984033138419
Heybox,DRAGON BALL FighterZ - FighterZ Edition,E02595,358,298.0,0.84,47.0,6.5442800000000005,2342.85224,0.8507564000000001,2038.2814488000001,0.2,407.65628976000005,0.05,101.91407244000001,0.05,101.91407244000001,3.99,1428.42,0.6096927393082203
Heybox,DRAGON BALL FighterZ - Legendary Edition,E02596,10,398.0,0.75,99.0,13.78476,137.8476,1.7920188000000001,119.927412,0.2,23.985482400000002,0.05,5.9963706000000006,0.05,5.9963706000000006,8.39,83.9,0.608643168252476
Heybox,DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,41,198.0,0.6,79.0,10.99996,450.99836,1.4299948,392.3685732,0.2,78.47371464000001,0.05,19.618428660000003,0.05,19.618428660000003,6.7,274.7,0.6090931239749963
Heybox,DRAGON BALL XENOVERSE 2 Special Edition,E06308,209,248.0,0.5,124.0,17.26576,3608.5438400000003,2.2445488,3139.4331408,0.2,627.88662816,0.05,156.97165704,0.05,156.97165704,10.51,2196.59,0.6087192223220987
Heybox,DRAGON BALL Z: KAKAROT,E03005,108,88.0,0.0,88.0,12.253120000000001,1323.33696,1.5929056000000001,1151.3031552000002,0.2,230.26063104000005,0.05,57.56515776000001,0.05,57.56515776000001,7.46,805.68,0.6088245279569611
Heybox,DRAGON BALL Z: KAKAROT,E03005,708,298.0,0.75,74.0,10.30376,7295.062080000001,1.3394888,6346.7040096,0.2,1269.34080192,0.05,317.33520048,0.05,317.33520048,6.27,4439.16,0.6085157262979727
Heybox,DRAGON BALL Z: KAKAROT Deluxe Edition,E03730,97,398.0,0.77,91.0,12.67084,1229.07148,1.6472092,1069.2921876,0.2,213.85843752000002,0.05,53.464609380000006,0.05,53.464609380000006,7.72,748.84,0.6092729448087104
Heybox,DRAGON BALL Z: KAKAROT Legendary Edition,E06163,766,498.0,0.75,124.0,17.26576,13225.57216,2.2445488,11506.247779199999,0.2,2301.24955584,0.05,575.31238896,0.05,575.31238896,10.51,8050.66,0.6087192223220987
Heybox,DRAGON BALL: Sparking! ZERO,E06127,555,298.0,0.3,208.0,28.96192,16073.8656,3.7650496,13984.263072,0.2,2796.8526144,0.05,699.2131536,0.05,699.2131536,17.64,9790.2,0.6090756413939408
Heybox,DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,1,478.0,0.0,478.0,66.55672,66.55672,8.6523736,57.904346399999994,0.2,11.58086928,0.05,2.89521732,0.05,2.89521732,40.53,40.53,0.6089542874107979
Heybox,DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,267,478.0,0.3,334.0,46.50616,12417.14472,6.0458008,10802.9159064,0.2,2160.58318128,0.05,540.14579532,0.05,540.14579532,28.32,7561.4400000000005,0.6089515883487263
Heybox,DRAGON BALL: Sparking! ZERO Ultimate Edition,E06655,111,538.0,0.2,430.0,59.873200000000004,6645.925200000001,7.7835160000000005,5781.954924000001,0.2,1156.3909848,0.05,289.0977462,0.05,289.0977462,36.46,4047.06,0.6089535885838738
Heybox,DRAGON BALL: THE BREAKERS,E05011,127,98.0,0.75,24.0,3.34176,424.40351999999996,0.4344288,369.2310624,0.2,73.84621248,0.05,18.46155312,0.05,18.46155312,2.04,259.08,0.6104567652973284
Heybox,DRAGON BALL: THE BREAKERS Special Edition,E05644,38,148.0,0.75,37.0,5.15188,195.77144,0.6697444,170.32115280000002,0.2,34.064230560000006,0.05,8.516057640000001,0.05,8.516057640000001,3.14,119.32000000000001,0.6094862457976505
Heybox,GOD EATER 2 Rage Burst,E05369,193,268.0,0.9,26.0,3.62024,698.70632,0.4706312,607.8744984,0.2,121.57489968,0.05,30.39372492,0.05,30.39372492,2.2,424.6,0.6076945174905531
Heybox,GUNDAM BREAKER 4,E04524,21,298.0,0.34,196.0,27.29104,573.11184,3.5478352,498.60730079999996,0.2,99.72146015999999,0.05,24.930365039999998,0.05,24.930365039999998,16.62,349.02000000000004,0.6089910827876109
Heybox,GUNDAM BREAKER 4 Deluxe Edition,E06529,7,448.0,0.34,295.0,41.0758,287.5306,5.339854,250.15162199999997,0.2,50.0303244,0.05,12.5075811,0.05,12.5075811,25.02,175.14,0.6091177773774339
Heybox,GUNDAM BREAKER 4 Ultimate Edition,E06530,11,498.0,0.35,323.0,44.97452,494.71972,5.8466876,430.40615639999993,0.2,86.08123128,0.05,21.52030782,0.05,21.52030782,27.39,301.29,0.6090115025129785
Heybox,JoJo's Bizarre Adventure: All-Star Battle R,E03528,5000,248.0,0.8,49.0,6.82276,34113.799999999996,0.8869588,29679.005999999998,0.2,5935.8012,0.05,1483.9503,0.05,1483.9503,4.16,20800.0,0.6097239240424697
Heybox,JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,754,348.0,0.72,97.0,13.50628,10183.73512,1.7558164,8859.8495544,0.2,1771.96991088,0.05,442.99247772,0.05,442.99247772,8.23,6205.42,0.6093461708183157
Heybox,JoJo's Bizarre Adventure: All-Star Battle R Ultimate Edition,E06307,1063,428.0,0.65,149.0,20.746760000000002,22053.805880000004,2.6970788000000003,19186.8111156,0.2,3837.3622231200006,0.05,959.3405557800002,0.05,959.3405557800002,12.63,13425.69,0.6087697548918481
Heybox,Jujutsu Kaisen Cursed Clash,E05703,2,298.0,0.5,149.0,20.746760000000002,41.493520000000004,2.6970788000000003,36.099362400000004,0.2,7.219872480000001,0.05,1.8049681200000003,0.05,1.8049681200000003,12.63,25.26,0.6087697548918481
Heybox,Jujutsu Kaisen Cursed Clash Deluxe Edition,E06213,2,398.0,0.5,199.0,27.70876,55.41752,3.6021388000000005,48.2132424,0.2,9.64264848,0.05,2.41066212,0.05,2.41066212,16.87,33.74,0.6088327301546514
Heybox,Jujutsu Kaisen Cursed Clash Ultimate Edition,E06212,2,498.0,0.5,249.0,34.67076,69.34152,4.5071988,60.3271224,0.2,12.06542448,0.05,3.01635612,0.05,3.01635612,21.11,42.22,0.6088704141472526
Heybox,Klonoa Phantasy Reverie Series,E04522,11,198.0,0.75,49.0,6.82276,75.05036,0.8869588,65.29381319999999,0.2,13.058762639999998,0.05,3.2646906599999994,0.05,3.2646906599999994,4.16,45.760000000000005,0.6097239240424697
Heybox,MOBILE SUIT GUNDAM SEED BATTLE DESTINY REMASTERED,E06942,30,198.0,0.0,198.0,27.56952,827.0856,3.5840376000000003,719.564472,0.2,143.9128944,0.05,35.9782236,0.05,35.9782236,16.79,503.7,0.6090058876614464
Heybox,Naruto Shippuden Ultimate Ninja Storm 3 - EU Version,,1,108.0,0.5,54.0,7.51896,7.51896,0.9774648,6.5414952,0.2,1.30829904,0.05,0.32707476,0.05,0.32707476,4.58,4.58,0.6091267941311033
Heybox,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,E05373,231,108.0,0.75,27.0,3.75948,868.43988,0.4887324,755.5426956,0.2,151.10853912000002,0.05,37.777134780000004,0.05,37.777134780000004,2.29,528.99,0.6091267941311033
Heybox,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,E01592,18,98.0,0.5,49.0,6.82276,122.80968,0.8869588,106.84442159999999,0.2,21.36888432,0.05,5.34222108,0.05,5.34222108,4.16,74.88,0.6097239240424696
Heybox,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,E01592,5281,98.0,0.6,39.0,5.43036,28677.731160000003,0.7059468000000001,24949.6261092,0.2,4989.92522184,0.05,1247.48130546,0.05,1247.48130546,3.31,17480.11,0.6095360160284032
Heybox,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,E01592,1,98.0,0.0,98.0,13.64552,13.64552,1.7739176,11.871602399999999,0.2,2.3743204799999997,0.05,0.5935801199999999,0.05,0.5935801199999999,8.31,8.31,0.6089910827876109
Heybox,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road to Boruto,E04555,80,360.0,0.63,133.0,18.51892,1481.5136000000002,2.4074596,1288.916832,0.2,257.78336640000003,0.05,64.44584160000001,0.05,64.44584160000001,11.28,902.4,0.6091067945646937
Heybox,NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,E05371,145,684.0,0.746695,173.0,24.08852,3492.8354,3.1315076,3038.766798,0.2,607.7533596000001,0.05,151.93833990000002,0.05,151.93833990000002,14.67,2127.15,0.6090037910174639
