Customer,Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
Heybox,JoJo's Bizarre Adventure: All-Star Battle R,E03528,1,248.0,0.0,248.0,36.48328,36.48328,4.7428264,31.740453600000002,0.2,6.348090720000001,0.05,1.5870226800000002,0.05,1.5870226800000002,22.22,22.22,0.6090461164675983
Heybox,JoJo's Bizarre Adventure: All-Star Battle R,E03528,657,248.0,0.8,49.0,7.20839,4735.91223,0.9370906999999999,4120.2436400999995,0.2,824.04872802,0.05,206.012182005,0.05,206.012182005,4.39,2884.2299999999996,0.6090125534273256
Heybox,JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,129,348.0,0.72,97.0,14.26967,1840.7874299999999,1.8550571,1601.4850641,0.2,320.29701282,0.05,80.074253205,0.05,80.074253205,8.69,1121.01,0.6089839498741036
Heybox,JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,4,348.0,0.0,348.0,51.19428,204.77712,6.6552564,178.1560944,0.2,35.63121888,0.05,8.90780472,0.05,8.90780472,31.18,124.72,0.6090524175747759
Heybox,.hack//G.U. Last Recode,E05367,20,278.0,0.9,27.0,3.97197,79.43939999999999,0.5163561,69.112278,0.2,13.822455600000001,0.05,3.4556139000000003,0.05,3.4556139000000003,2.42,48.4,0.6092694557108941
Heybox,ACE COMBAT 7: SKIES UNKNOWN,E03174,1,268.0,0.0,268.0,39.42548,39.42548,5.1253124,34.3001676,0.2,6.860033520000001,0.05,1.7150083800000002,0.05,1.7150083800000002,24.01,24.01,0.6089970242594384
Heybox,ACE COMBAT 7: SKIES UNKNOWN,E03174,1175,268.0,0.84,42.0,6.17862,7259.8785,0.8032206,6316.094294999999,0.2,1263.2188589999998,0.05,315.80471474999996,0.05,315.80471474999996,3.76,4418.0,0.6085501293169024
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,E05445,263,368.0,0.8,73.0,10.73903,2824.36489,1.3960739,2457.1974543,0.2,491.43949086000003,0.05,122.85987271500001,0.05,122.85987271500001,6.54,1720.02,0.6089935496967603
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,3,498.0,0.0,498.0,73.26078,219.78233999999998,9.5239014,191.21063579999998,0.2,38.242127159999995,0.05,9.560531789999999,0.05,9.560531789999999,44.62,133.85999999999999,0.6090571244259206
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,260,498.0,0.8,99.0,14.563889999999999,3786.6114,1.8933057,3294.3519179999994,0.2,658.8703836,0.05,164.7175959,0.05,164.7175959,8.87,2306.2,0.6090405791309876
Heybox,Accel World VS. Sword Art Online Deluxe Edition,E04157,1,138.0,0.0,138.0,20.30118,20.30118,2.6391534,17.662026599999997,0.2,3.5324053199999996,0.05,0.8831013299999999,0.05,0.8831013299999999,12.36,12.36,0.6088316048623774
Heybox,BLACK CLOVER: QUARTET KNIGHTS,E02895,13,268.0,0.9,26.0,3.8248599999999997,49.72318,0.4972318,43.25916659999999,0.2,8.65183332,0.05,2.16295833,0.05,2.16295833,2.33,30.29,0.6091726233117029
Heybox,BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,E02950,7,288.0,0.85,43.0,6.325729999999999,44.28010999999999,0.8223448999999999,38.52369569999999,0.2,7.704739139999998,0.05,1.9261847849999996,0.05,1.9261847849999996,3.85,26.95,0.6086254076604598
Heybox,BLEACH Rebirth of Souls,E06132,3,298.0,0.4,178.0,26.185579999999998,78.55673999999999,3.4041254,68.3443638,0.2,13.66887276,0.05,3.41721819,0.05,3.41721819,15.95,47.849999999999994,0.609113871069497
Heybox,BLEACH Rebirth of Souls,E06132,6,298.0,0.6,119.0,17.50609,105.03654,2.2757917,91.3817898,0.2,18.276357960000002,0.05,4.5690894900000005,0.05,4.5690894900000005,10.66,63.96,0.6089309491725451
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,1,398.0,0.0,398.0,58.54978,58.54978,7.6114714,50.9383086,0.2,10.187661720000001,0.05,2.5469154300000003,0.05,2.5469154300000003,35.66,35.66,0.609054380733796
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,31,398.0,0.6,159.0,23.39049,725.10519,3.0407637000000003,630.8415153,0.2,126.16830306,0.05,31.542075765,0.05,31.542075765,14.24,441.44,0.6087944288469374
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,8,398.0,0.4,238.0,35.01218,280.09744,4.5515834,243.68477280000002,0.2,48.73695456000001,0.05,12.184238640000002,0.05,12.184238640000002,21.32,170.56,0.6089309491725451
Heybox,BLEACH Rebirth of Souls Ultimate Edition,E06691,8,498.0,0.4,298.0,43.83878,350.71024,5.6990414000000005,305.1179088,0.2,61.023581760000006,0.05,15.255895440000002,0.05,15.255895440000002,26.7,213.6,0.6090497956375611
Heybox,BLEACH Rebirth of Souls Ultimate Edition,E06691,2,498.0,0.0,498.0,73.26078,146.52156,9.5239014,127.4737572,0.2,25.49475144,0.05,6.37368786,0.05,6.37368786,44.62,89.24,0.6090571244259206
Heybox,BLEACH Rebirth of Souls Ultimate Edition,E06691,32,498.0,0.6,199.0,29.27489,936.79648,3.8057357,815.0129376,0.2,163.00258752000002,0.05,40.750646880000005,0.05,40.750646880000005,17.83,570.56,0.609054380733796
Heybox,Baten Kaitos I & II HD Remaster,E06117,25,248.0,0.7,74.0,10.88614,272.1535,1.4151981999999999,236.77354499999996,0.2,47.35470899999999,0.05,11.838677249999998,0.05,11.838677249999998,6.63,165.75,0.6090313003507212
Heybox,CODE VEIN,E03009,3530,268.0,0.9,26.0,3.8248599999999997,13501.755799999999,0.4972318,11746.527545999998,0.2,2349.3055091999995,0.05,587.3263772999999,0.05,587.3263772999999,2.33,8224.9,0.609172623311703
Heybox,CODE VEIN Deluxe Edition,E03483,1,368.0,0.0,368.0,54.13648,54.13648,7.0377424,47.0987376,0.2,9.41974752,0.05,2.35493688,0.05,2.35493688,32.97,32.97,0.6090163231890954
Heybox,CODE VEIN Deluxe Edition,E03483,776,368.0,0.9,36.0,5.29596,4109.66496,0.6884748,3575.4085152000002,0.2,715.0817030400001,0.05,178.77042576000002,0.05,178.77042576000002,3.23,2506.48,0.6098988663056367
Heybox,CODE VEIN II,L00239,8,268.0,0.0,268.0,39.42548,315.40384,5.1253124,274.4013408,0.2,54.88026816000001,0.05,13.720067040000002,0.05,13.720067040000002,24.01,192.08,0.6089970242594384
Heybox,CODE VEIN II,L00239,201,268.0,0.43,152.0,22.360719999999997,4494.504719999999,2.9068935999999996,3910.2191063999994,0.2,782.04382128,0.05,195.51095532,0.05,195.51095532,13.62,2737.62,0.6091038213438567
Heybox,CODE VEIN II Deluxe Edition,L00240,2,398.0,0.0,398.0,58.54978,117.09956,7.6114714,101.8766172,0.2,20.375323440000003,0.05,5.093830860000001,0.05,5.093830860000001,35.66,71.32,0.609054380733796
Heybox,CODE VEIN II Deluxe Edition,L00240,88,398.0,0.34,262.0,38.54282,3391.76816,5.0105666,2950.8382992,0.2,590.16765984,0.05,147.54191496,0.05,147.54191496,23.47,2065.3599999999997,0.6089331294388941
Heybox,CODE VEIN II Ultimate Edition,L00241,5,468.0,0.0,468.0,68.84747999999999,344.2374,8.9501724,299.48653799999994,0.2,59.89730759999999,0.05,14.974326899999998,0.05,14.974326899999998,41.93,209.65,0.6090273747129162
Heybox,CODE VEIN II Ultimate Edition,L00241,64,468.0,0.34,308.0,45.30988,2899.83232,5.8902844000000005,2522.8541184,0.2,504.57082368000005,0.05,126.14270592000001,0.05,126.14270592000001,27.59,1765.76,0.6089179666774663
Heybox,Captain Tsubasa: Rise of New Champions,E03350,405,198.0,0.88,23.0,3.38353,1370.32965,0.4398589,1192.1867955,0.2,238.4373591,0.05,59.609339775,0.05,59.609339775,2.06,834.3000000000001,0.6088316048623775
Heybox,Captain Tsubasa: Rise of New Champions - Deluxe Edition,E04120,3,298.0,0.75,74.0,10.88614,32.65842,1.4151981999999999,28.412825399999996,0.2,5.68256508,0.05,1.42064127,0.05,1.42064127,6.63,19.89,0.6090313003507212
Heybox,Captain Tsubasa: Rise of New Champions - Deluxe Edition,E04120,6,298.0,0.84,47.0,6.9141699999999995,41.48502,0.8988421,36.091967399999994,0.2,7.21839348,0.05,1.80459837,0.05,1.80459837,4.21,25.259999999999998,0.6088944876970048
Heybox,Captain Tsubasa: Rise of New Champions - Ultimate Edition,E06275,34,398.0,0.82,71.0,10.444809999999999,355.12353999999993,1.3578252999999998,308.95747979999993,0.2,61.79149595999999,0.05,15.447873989999998,0.05,15.447873989999998,6.36,216.24,0.6089148581927294
Heybox,DEATH NOTE Killer Within,E06643,7,48.0,0.5,24.0,3.53064,24.714480000000002,0.45898320000000004,21.5015976,0.2,4.30031952,0.05,1.07507988,0.05,1.07507988,2.15,15.049999999999999,0.6089547504135226
Heybox,DEATH NOTE Killer Within,E06643,1,48.0,0.0,48.0,7.06128,7.06128,0.9179664000000001,6.1433136,0.2,1.22866272,0.05,0.30716568,0.05,0.30716568,4.3,4.3,0.6089547504135228
Heybox,DEATH NOTE Killer Within Special Edition,E06646,1,98.0,0.0,98.0,14.41678,14.41678,1.8741813999999999,12.5425986,0.2,2.5085197200000002,0.05,0.6271299300000001,0.05,0.6271299300000001,8.78,8.78,0.6090125534273256
Heybox,DEATH NOTE Killer Within Special Edition,E06646,4,98.0,0.5,49.0,7.20839,28.83356,0.9370906999999999,25.0851972,0.2,5.0170394400000005,0.05,1.2542598600000001,0.05,1.2542598600000001,4.39,17.56,0.6090125534273256
Heybox,DORAEMON STORY OF SEASONS,E03496,26,228.0,0.7,68.0,10.00348,260.09048,1.3004524,226.27871760000002,0.2,45.25574352000001,0.05,11.313935880000002,0.05,11.313935880000002,6.09,158.34,0.608788141726679
Heybox,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,E05019,32,248.0,0.6,99.0,14.563889999999999,466.04447999999996,1.8933057,405.45869759999994,0.2,81.09173951999999,0.05,20.272934879999998,0.05,20.272934879999998,8.87,283.84,0.6090405791309876
Heybox,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,E05733,46,348.0,0.6,139.0,20.44829,940.62134,2.6582777,818.3405658,0.2,163.66811316000002,0.05,40.917028290000005,0.05,40.917028290000005,12.45,572.6999999999999,0.6088528674035824
Heybox,DRAGON BALL FighterZ,E02533,962,198.0,0.84,31.0,4.56041,4387.11442,0.5928533,3816.7895454000004,0.2,763.3579090800001,0.05,190.83947727000003,0.05,190.83947727000003,2.78,2674.3599999999997,0.6095943127920516
Heybox,DRAGON BALL FighterZ - FighterZ Edition,E02595,15,298.0,0.84,47.0,6.9141699999999995,103.71255,0.8988421,90.22991849999998,0.2,18.045983699999997,0.05,4.511495924999999,0.05,4.511495924999999,4.21,63.15,0.6088944876970048
Heybox,DRAGON BALL FighterZ - FighterZ Edition,E02595,2,298.0,0.0,298.0,43.83878,87.67756,5.6990414000000005,76.2794772,0.2,15.255895440000002,0.05,3.8139738600000004,0.05,3.8139738600000004,26.7,53.4,0.6090497956375611
Heybox,DRAGON BALL FighterZ - Legendary Edition,E02596,293,398.0,0.75,99.0,14.563889999999999,4267.21977,1.8933057,3712.4811998999994,0.2,742.4962399799999,0.05,185.62405999499998,0.05,185.62405999499998,8.87,2598.91,0.6090405791309876
Heybox,DRAGON BALL XENOVERSE 2,E02035,16,98.0,0.0,98.0,14.41678,230.66848,1.8741813999999999,200.6815776,0.2,40.136315520000004,0.05,10.034078880000001,0.05,10.034078880000001,8.78,140.48,0.6090125534273256
Heybox,DRAGON BALL XENOVERSE 2,E02035,7338,98.0,0.9,9.0,1.32399,9715.43862,0.1721187,8452.4315994,0.2,1690.4863198800003,0.05,422.6215799700001,0.05,422.6215799700001,0.81,5943.780000000001,0.6117870980898648
Heybox,DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,4,198.0,0.0,198.0,29.127779999999998,116.51111999999999,3.7866114,101.36467439999998,0.2,20.272934879999998,0.05,5.068233719999999,0.05,5.068233719999999,17.74,70.96,0.6090405791309876
Heybox,DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,3,198.0,0.5,99.0,14.563889999999999,43.691669999999995,1.8933057,38.01175289999999,0.2,7.602350579999999,0.05,1.9005876449999997,0.05,1.9005876449999997,8.87,26.61,0.6090405791309877
Heybox,DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,2065,198.0,0.9,19.0,2.7950899999999996,5771.860849999999,0.36336169999999995,5021.518939499999,0.2,1004.3037878999999,0.05,251.07594697499997,0.05,251.07594697499997,1.7,3510.5,0.608209395761854
Heybox,DRAGON BALL XENOVERSE 2 Special Edition,E06308,5,248.0,0.0,248.0,36.48328,182.4164,4.7428264,158.702268,0.2,31.740453600000002,0.05,7.9351134000000005,0.05,7.9351134000000005,22.22,111.1,0.6090461164675982
Heybox,DRAGON BALL XENOVERSE 2 Special Edition,E06308,4966,248.0,0.9,24.0,3.53064,17533.15824,0.45898320000000004,15253.8476688,0.2,3050.76953376,0.05,762.69238344,0.05,762.69238344,2.15,10676.9,0.6089547504135228
Heybox,DRAGON BALL Z : KAKAROT - MASTER EDITION,L00114,1,398.0,0.4,238.0,35.01218,35.01218,4.5515834,30.460596600000002,0.2,6.092119320000001,0.05,1.5230298300000003,0.05,1.5230298300000003,21.32,21.32,0.6089309491725451
Heybox,DRAGON BALL Z : KAKAROT - MASTER EDITION,L00114,922,398.0,0.5,199.0,29.27489,26991.44858,3.8057357,23482.5602646,0.2,4696.51205292,0.05,1174.12801323,0.05,1174.12801323,17.83,16439.26,0.609054380733796
Heybox,DRAGON BALL Z : KAKAROT - MASTER EDITION,L00114,8,398.0,0.0,398.0,58.54978,468.39824,7.6114714,407.5064688,0.2,81.50129376000001,0.05,20.375323440000003,0.05,20.375323440000003,35.66,285.28,0.609054380733796
