Customer,Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
Heybox,.hack//G.U. Last Recode,E05367,119,278.0,0.9,27.0,3.78918,450.91242,0.4925934,392.2938054,0.2,78.45876108,0.05,19.61469027,0.05,19.61469027,2.31,274.89,0.6096305797032603
Heybox,Accel World VS. Sword Art Online Deluxe Edition,E02452,329,278.0,0.9,27.0,3.78918,1246.64022,0.4925934,1084.5769914,0.2,216.91539828,0.05,54.22884957,0.05,54.22884957,2.31,759.99,0.6096305797032603
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,E05445,625,368.0,0.8,73.0,10.244819999999999,6403.012499999999,1.3318265999999999,5570.620875,0.2,1114.124175,0.05,278.53104375,0.05,278.53104375,6.24,3900.0,0.6090883002336792
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,1040,498.0,0.8,99.0,13.893659999999999,14449.406399999998,1.8061757999999999,12570.983567999998,0.2,2514.1967136,0.05,628.5491784,0.05,628.5491784,8.46,8798.400000000001,0.6089108269527254
Heybox,ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,E05838,2,348.0,0.0,348.0,48.838319999999996,97.67663999999999,6.3489816,84.97867679999999,0.2,16.995735359999998,0.05,4.248933839999999,0.05,4.248933839999999,29.74,59.48,0.6089480555432701
Heybox,ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,E05838,40,348.0,0.4,208.0,29.19072,1167.6288,3.7947935999999998,1015.8370560000001,0.2,203.16741120000003,0.05,50.79185280000001,0.05,50.79185280000001,17.78,711.2,0.6090976858398834
Heybox,ARMORED CORE VI FIRES OF RUBICON Standard Edition,E05837,287,298.0,0.4,178.0,24.98052,7169.40924,3.2474676,6237.386038799999,0.2,1247.47720776,0.05,311.86930194,0.05,311.86930194,15.21,4365.27,0.6088744349597207
Heybox,ARMORED CORE VI FIRES OF RUBICON Standard Edition,E05837,27,298.0,0.0,298.0,41.82132,1129.17564,5.4367716,982.3828068,0.2,196.47656136,0.05,49.11914034,0.05,49.11914034,25.47,687.6899999999999,0.6090195144486114
Heybox,Baten Kaitos I & II HD Remaster,E06117,31,248.0,0.5,124.0,17.40216,539.46696,2.2622808,469.3362552,0.2,93.86725104,0.05,23.46681276,0.05,23.46681276,10.6,328.59999999999997,0.609119787428687
Heybox,Baten Kaitos I & II HD Remaster,E06117,4,248.0,0.5,124.0,17.40216,69.60864,2.2622808,60.5595168,0.2,12.11190336,0.05,3.02797584,0.05,3.02797584,10.6,42.4,0.609119787428687
