Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP,Unnamed: 19,Unnamed: 20
CODE VEIN Deluxe Edition,E03483 ,966,368.0,0.85,55.0,7.55425,7297.4055,0.9820525,6348.7427849999995,0.2,1269.748557,0.05,317.43713925,0.05,317.43713925,4.6,4443.599999999999,0.6089287487176093,E03483,Match
DARK SOULS III,E01572,44,268.0,0.0,268.0,36.8098,1619.6312,4.785274,1409.079144,0.2,281.8158288,0.05,70.4539572,0.05,70.4539572,22.42,986.48,0.6090769306000032,E01572,Match
DARK SOULS III - Season Pass,E01893,33,138.0,0.0,138.0,18.9543,625.4919,2.464059,544.177953,0.2,108.8355906,0.05,27.20889765,0.05,27.20889765,11.54,380.82,0.6088328242140306,E01893,Match
DARK SOULS III Deluxe Edition,E02323,37,398.0,0.0,398.0,54.6653,2022.6161000000002,7.106489000000001,1759.676007,0.2,351.93520140000004,0.05,87.98380035000001,0.05,87.98380035000001,33.29,1231.73,0.6089786391001238,E02323,Match
DARK SOULS: REMASTERED,E02716,73,198.0,0.0,198.0,27.1953,1985.2568999999999,3.535389,1727.173503,0.2,345.43470060000004,0.05,86.35867515000001,0.05,86.35867515000001,16.56,1208.8799999999999,0.6089287487176093,E02716,Match
DARK SOULS™ II: Scholar of the First Sin,E01927,25,198.0,0.0,198.0,27.1953,679.8824999999999,3.535389,591.497775,0.2,118.29955500000001,0.05,29.574888750000003,0.05,29.574888750000003,16.56,413.99999999999994,0.6089287487176093,E01927,Match
DEATH NOTE Killer Within,E06643,3,48.0,0.0,48.0,6.5928,19.7784,0.857064,17.207208,0.2,3.4414416000000005,0.05,0.8603604000000001,0.05,0.8603604000000001,4.02,12.059999999999999,0.6097560975609755,E06643,Match
Digimon Story Cyber Sleuth: Complete Edition,E05368,842,228.0,0.9,22.0,3.0217,2544.2714,0.39282100000000003,2213.516118,0.2,442.7032236,0.05,110.6758059,0.05,110.6758059,1.84,1549.28,0.6089287487176093,E05368,Match
Digimon Story Cyber Sleuth: Complete Edition,E05368,6,228.0,0.0,228.0,31.3158,187.8948,4.071054,163.468476,0.2,32.6936952,0.05,8.1734238,0.05,8.1734238,19.07,114.42,0.608957778501587,E05368,Match
Digimon Survive,E05471,165,298.0,0.84,47.0,6.45545,1065.14925,0.8392085,926.6798475,0.2,185.33596950000003,0.05,46.33399237500001,0.05,46.33399237500001,3.93,648.45,0.6087879233825683,E05471,Match
Digimon World: Next Order,E04521,176,248.0,0.84,39.0,5.35665,942.7704,0.6963645,820.2102480000001,0.2,164.04204960000004,0.05,41.01051240000001,0.05,41.01051240000001,3.26,573.76,0.6085893235511001,E04521,Match
Digimon World: Next Order,E04521,2,248.0,0.0,248.0,34.0628,68.1256,4.428164000000001,59.269272,0.2,11.853854400000001,0.05,2.9634636000000003,0.05,2.9634636000000003,20.74,41.48,0.6088753713728758,E04521,Match
DORAEMON STORY OF SEASONS,E03496,7,228.0,0.6,91.0,12.49885,87.49194999999999,1.6248505,76.1179965,0.2,15.223599300000002,0.05,3.8058998250000005,0.05,3.8058998250000005,7.61,53.27,0.6088560147533574,E03496,Match
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,E05019,2,248.0,0.0,248.0,34.0628,68.1256,4.428164000000001,59.269272,0.2,11.853854400000001,0.05,2.9634636000000003,0.05,2.9634636000000003,20.74,41.48,0.6088753713728758,E05019,Match
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,E05019,38,248.0,0.45,136.0,18.6796,709.8248,2.428348,617.547576,0.2,123.50951520000001,0.05,30.877378800000002,0.05,30.877378800000002,11.38,432.44000000000005,0.6092207541917387,E05019,Match
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,E05733,30,348.0,0.45,191.0,26.23385,787.0155,3.4104005,684.703485,0.2,136.940697,0.05,34.23517425,0.05,34.23517425,15.98,479.40000000000003,0.6091366688457852,E05733,Match
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,E05733,1,348.0,0.0,348.0,47.7978,47.7978,6.213714,41.584086,0.2,8.316817200000001,0.05,2.0792043000000002,0.05,2.0792043000000002,29.11,29.11,0.6090238462858123,E05733,Match
DRAGON BALL FighterZ,E02533,3,198.0,0.0,198.0,27.1953,81.5859,3.535389,70.97973300000001,0.2,14.195946600000003,0.05,3.5489866500000007,0.05,3.5489866500000007,16.56,49.67999999999999,0.6089287487176093,E02533,Match
DRAGON BALL FighterZ,E02533,246,198.0,0.84,31.0,4.25785,1047.4311,0.5535205000000001,911.2650570000001,0.2,182.25301140000002,0.05,45.563252850000005,0.05,45.563252850000005,2.59,637.14,0.6082882205808096,E02533,Match
DRAGON BALL FighterZ - FighterZ Edition,E02595,74,298.0,0.84,47.0,6.45545,477.7033,0.8392085,415.601871,0.2,83.12037420000001,0.05,20.780093550000004,0.05,20.780093550000004,3.93,290.82,0.6087879233825682,E02595,Match
DRAGON BALL FighterZ - Legendary Edition,E02596,2,398.0,0.0,398.0,54.6653,109.3306,7.106489000000001,95.117622,0.2,19.0235244,0.05,4.7558811,0.05,4.7558811,33.29,66.58,0.6089786391001238,E02596,Match
DRAGON BALL FighterZ - Legendary Edition,E02596,242,398.0,0.75,99.0,13.59765,3290.6313,1.7676945,2862.849231,0.2,572.5698462,0.05,143.14246155,0.05,143.14246155,8.28,2003.7599999999998,0.6089287487176093,E02596,Match
DRAGON BALL XENOVERSE 2,E02035,875,98.0,0.7,29.0,3.98315,3485.2562500000004,0.5178095,3032.1729375,0.2,606.4345875,0.05,151.608646875,0.05,151.608646875,2.43,2126.25,0.6100699195360455,E02035,Match
DRAGON BALL XENOVERSE 2,E02035,15,98.0,0.0,98.0,13.4603,201.9045,1.7498390000000001,175.656915,0.2,35.131383,0.05,8.78284575,0.05,8.78284575,8.2,122.99999999999999,0.6091989034419737,E02035,Match
DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,110,198.0,0.6,79.0,10.85065,1193.5715,1.4105845000000001,1038.407205,0.2,207.681441,0.05,51.92036025,0.05,51.92036025,6.61,727.1,0.6091800952016699,E02036,Match
DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,2,198.0,0.0,198.0,27.1953,54.3906,3.535389,47.319822,0.2,9.4639644,0.05,2.3659911,0.05,2.3659911,16.56,33.12,0.6089287487176093,E02036,Match
DRAGON BALL XENOVERSE 2 Special Edition,E06308,85,248.0,0.5,124.0,17.0314,1447.669,2.2140820000000003,1259.47203,0.2,251.894406,0.05,62.9736015,0.05,62.9736015,10.37,881.4499999999999,0.6088753713728758,E06308,Match
DRAGON BALL XENOVERSE 2 Special Edition,E06308,3,248.0,0.0,248.0,34.0628,102.1884,4.428164000000001,88.903908,0.2,17.7807816,0.05,4.4451954,0.05,4.4451954,20.74,62.22,0.608875371372876,E06308,Match
DRAGON BALL Z: KAKAROT,E03005,2,298.0,0.0,298.0,40.9303,81.8606,5.320939,71.218722,0.2,14.2437444,0.05,3.5609361,0.05,3.5609361,24.93,49.86,0.6090842236680405,E03005,Match
DRAGON BALL Z: KAKAROT,E03005,111,298.0,0.75,74.0,10.1639,1128.1929,1.321307,981.5278230000001,0.2,196.30556460000003,0.05,49.076391150000006,0.05,49.076391150000006,6.19,687.09,0.6090181918358111,E03005,Match
DRAGON BALL Z: KAKAROT Deluxe Edition,E03730,99,398.0,0.77,91.0,12.49885,1237.3861499999998,1.6248505,1076.5259505,0.2,215.3051901,0.05,53.826297525,0.05,53.826297525,7.61,753.39,0.6088560147533574,E03730,Match
DRAGON BALL Z: KAKAROT Deluxe Edition,E03730,1,398.0,0.0,398.0,54.6653,54.6653,7.106489000000001,47.558811,0.2,9.5117622,0.05,2.37794055,0.05,2.37794055,33.29,33.29,0.6089786391001238,E03730,Match
DRAGON BALL Z: KAKAROT Legendary Edition,E06163,3,498.0,0.0,498.0,68.4003,205.2009,8.892039,178.524783,0.2,35.7049566,0.05,8.92623915,0.05,8.92623915,41.66,124.97999999999999,0.6090616561623268,E06163,Match
DRAGON BALL Z: KAKAROT Legendary Edition,E06163,279,498.0,0.75,124.0,17.0314,4751.7606000000005,2.2140820000000003,4134.031722,0.2,826.8063444,0.05,206.7015861,0.05,206.7015861,10.37,2893.2299999999996,0.6088753713728758,E06163,Match
DRAGON BALL: Sparking! ZERO,E06127,110,298.0,0.0,298.0,40.9303,4502.3330000000005,5.320939,3917.02971,0.2,783.405942,0.05,195.8514855,0.05,195.8514855,24.93,2742.3,0.6090842236680405,E06127,Match
DRAGON BALL: Sparking! ZERO,E06127,191,298.0,0.25,223.0,30.62905,5850.14855,3.9817765,5089.6292385,0.2,1017.9258477,0.05,254.481461925,0.05,254.481461925,18.65,3562.1499999999996,0.6088990680416141,E06127,Match
DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,53,478.0,0.0,478.0,65.6533,3479.6249000000003,8.534929,3027.2736630000004,0.2,605.4547326,0.05,151.36368315,0.05,151.36368315,39.98,2118.94,0.6089564424027428,E06634,Match
DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,27,478.0,0.2,382.0,52.4677,1416.6279,6.820801,1232.466273,0.2,246.4932546,0.05,61.62331365,0.05,61.62331365,31.95,862.65,0.6089460753949573,E06634,Match
DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,36,478.0,0.2,382.0,52.4677,1888.8372,6.820801,1643.288364,0.2,328.6576728,0.05,82.1644182,0.05,82.1644182,31.95,1150.2,0.6089460753949574,E06634,Match
DRAGON BALL: Sparking! ZERO Ultimate Edition,E06655,42,538.0,0.0,538.0,73.8943,3103.5606000000002,9.606259,2700.0977220000004,0.2,540.0195444000001,0.05,135.00488610000002,0.05,135.00488610000002,45.0,1890.0,0.6089779590577351,E06655,Match
DRAGON BALL: Sparking! ZERO Ultimate Edition,E06655,79,538.0,0.2,430.0,59.0605,4665.7795,7.677865,4059.228165,0.2,811.845633,0.05,202.96140825,0.05,202.96140825,35.97,2841.63,0.6090364964739547,E06655,Match
DRAGON BALL: THE BREAKERS,E05011,25,98.0,0.0,98.0,13.4603,336.5075,1.7498390000000001,292.761525,0.2,58.552305000000004,0.05,14.638076250000001,0.05,14.638076250000001,8.2,204.99999999999997,0.6091989034419737,E05011,Match
DRAGON BALL: THE BREAKERS,E05011,153,98.0,0.75,24.0,3.2964,504.34920000000005,0.428532,438.78380400000003,0.2,87.75676080000001,0.05,21.939190200000002,0.05,21.939190200000002,2.01,307.53,0.6097560975609755,E05011,Match
DRAGON BALL: THE BREAKERS Special Edition,E05644,1,148.0,0.0,148.0,20.3278,20.3278,2.642614,17.685186,0.2,3.5370372000000003,0.05,0.8842593000000001,0.05,0.8842593000000001,12.38,12.38,0.6090181918358111,E05644,Match
DRAGON BALL: THE BREAKERS Special Edition,E05644,48,148.0,0.75,37.0,5.08195,243.9336,0.6606535,212.22223200000002,0.2,42.444446400000004,0.05,10.611111600000001,0.05,10.611111600000001,3.09,148.32,0.6080343175355916,E05644,Match
GOD EATER 2 Rage Burst,E05369,81,268.0,0.9,26.0,3.5711,289.2591,0.464243,251.65541699999997,0.2,50.3310834,0.05,12.58277085,0.05,12.58277085,2.17,175.76999999999998,0.6076559043431995,E05369,Match
GOD EATER 3,E03177,78,268.0,0.9,26.0,3.5711,278.5458,0.464243,242.33484599999997,0.2,48.466969199999994,0.05,12.116742299999999,0.05,12.116742299999999,2.17,169.26,0.6076559043431996,E03177,Match
GUNDAM BREAKER 4,E04524,10,298.0,0.34,196.0,26.9206,269.206,3.4996780000000003,234.20922000000002,0.2,46.84184400000001,0.05,11.710461000000002,0.05,11.710461000000002,16.39,163.9,0.6088274406959726,E04524,Match
GUNDAM BREAKER 4,E04524,2,298.0,0.0,298.0,40.9303,81.8606,5.320939,71.218722,0.2,14.2437444,0.05,3.5609361,0.05,3.5609361,24.93,49.86,0.6090842236680405,E04524,Match
GUNDAM BREAKER 4 Deluxe Edition,E06529,3,448.0,0.0,448.0,61.5328,184.5984,7.999264,160.600608,0.2,32.1201216,0.05,8.0300304,0.05,8.0300304,37.47,112.41,0.6089435228040979,E06529,Match
GUNDAM BREAKER 4 Deluxe Edition,E06529,4,448.0,0.34,295.0,40.51825,162.073,5.2673725000000005,141.00351,0.2,28.200702000000003,0.05,7.050175500000001,0.05,7.050175500000001,24.68,98.72,0.6091082413480345,E06529,Match
GUNDAM BREAKER 4 Ultimate Edition,E06530,8,498.0,0.35,323.0,44.36405,354.9124,5.7673265,308.77378799999997,0.2,61.7547576,0.05,15.4386894,0.05,15.4386894,27.02,216.16,0.6090516983909269,E06530,Match
GUNDAM BREAKER 4 Ultimate Edition,E06530,3,498.0,0.0,498.0,68.4003,205.2009,8.892039,178.524783,0.2,35.7049566,0.05,8.92623915,0.05,8.92623915,41.66,124.97999999999999,0.6090616561623268,E06530,Match
JoJo's Bizarre Adventure: All-Star Battle R,E03528,6,248.0,0.0,248.0,34.0628,204.3768,4.428164000000001,177.807816,0.2,35.5615632,0.05,8.8903908,0.05,8.8903908,20.74,124.44,0.608875371372876,E03528,Match
JoJo's Bizarre Adventure: All-Star Battle R,E03528,102,248.0,0.8,49.0,6.73015,686.4753000000001,0.8749195000000001,597.233511,0.2,119.4467022,0.05,29.86167555,0.05,29.86167555,4.1,418.2,0.6091989034419737,E03528,Match
JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,224,348.0,0.72,97.0,13.32295,2984.3408,1.7319835000000001,2596.376496,0.2,519.2752992,0.05,129.8188248,0.05,129.8188248,8.11,1816.6399999999999,0.6087240438491475,E05524,Match
JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,3,348.0,0.0,348.0,47.7978,143.3934,6.213714,124.752258,0.2,24.9504516,0.05,6.2376129,0.05,6.2376129,29.11,87.33,0.6090238462858123,E05524,Match
JoJo's Bizarre Adventure: All-Star Battle R Ultimate Edition,E06307,1,428.0,0.0,428.0,58.7858,58.7858,7.642154000000001,51.143646000000004,0.2,10.228729200000002,0.05,2.5571823000000005,0.05,2.5571823000000005,35.8,35.8,0.6089906065750572,E06307,Match
JoJo's Bizarre Adventure: All-Star Battle R Ultimate Edition,E06307,185,428.0,0.65,149.0,20.46515,3786.0527500000003,2.6604695,3293.8658925,0.2,658.7731785000001,0.05,164.69329462500002,0.05,164.69329462500002,12.46,2305.1000000000004,0.6088399058887914,E06307,Match
Jujutsu Kaisen Cursed Clash,E05703,1,298.0,0.5,149.0,20.46515,20.46515,2.6604695,17.8046805,0.2,3.5609361,0.05,0.890234025,0.05,0.890234025,12.46,12.46,0.6088399058887914,E05703,Match
Klonoa Phantasy Reverie Series,E04522,3,198.0,0.75,49.0,6.73015,20.19045,0.8749195000000001,17.5656915,0.2,3.5131383,0.05,0.878284575,0.05,0.878284575,4.1,12.299999999999999,0.6091989034419738,E04522,Match
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,E01592,113,98.0,0.0,98.0,13.4603,1521.0139,1.7498390000000001,1323.282093,0.2,264.6564186,0.05,66.16410465,0.05,66.16410465,8.2,926.5999999999999,0.6091989034419738,E01592,Match
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,E01592,406,98.0,0.5,49.0,6.73015,2732.4409,0.8749195000000001,2377.223583,0.2,475.4447166,0.05,118.86117915,0.05,118.86117915,4.1,1664.6,0.6091989034419738,E01592,Match
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road to Boruto,E04555,4,266.4,0.53,125.0,17.16875,68.675,2.2319375,59.747249999999994,0.2,11.949449999999999,0.05,2.9873624999999997,0.05,2.9873624999999997,10.46,41.84,0.6092464506734621,E04555,Match
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,E05371,4,376.2,0.63,139.0,19.09165,76.3666,2.4819145000000002,66.438942,0.2,13.2877884,0.05,3.3219471,0.05,3.3219471,11.63,46.52,0.6091668347157003,E05371,Match
NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy,E05387,1,217.08,0.65,75.0,10.30125,10.30125,1.3391625,8.962087499999999,0.2,1.7924175,0.05,0.448104375,0.05,0.448104375,6.27,6.27,0.608663997087732,E05387,Match
NARUTO TO BORUTO: SHINOBI STRIKER,E02855,33,98.0,0.75,24.0,3.2964,108.78120000000001,0.428532,94.639644,0.2,18.9279288,0.05,4.7319822,0.05,4.7319822,2.01,66.33,0.6097560975609755,E02855,Match
NARUTO TO BORUTO: SHINOBI STRIKER Deluxe Edition,E02942,13,198.0,0.75,49.0,6.73015,87.49195,0.8749195000000001,76.1179965,0.2,15.223599300000002,0.05,3.8058998250000005,0.05,3.8058998250000005,4.1,53.3,0.6091989034419738,E02942,Match
NARUTO TO BORUTO: SHINOBI STRIKER Ultimate Edition,E06292,6,398.0,0.75,99.0,13.59765,81.5859,1.7676945,70.97973300000001,0.2,14.195946600000003,0.05,3.5489866500000007,0.05,3.5489866500000007,8.28,49.67999999999999,0.6089287487176093,E06292,Match
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,E03049,20,298.0,0.5,149.0,20.46515,409.303,2.6604695,356.09361,0.2,71.218722,0.05,17.8046805,0.05,17.8046805,12.46,249.20000000000002,0.6088399058887914,E03049,Match
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,E03049,2,298.0,0.0,298.0,40.9303,81.8606,5.320939,71.218722,0.2,14.2437444,0.05,3.5609361,0.05,3.5609361,24.93,49.86,0.6090842236680405,E03049,Match
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Deluxe Edition,E06164,14,428.0,0.5,214.0,29.3929,411.5006,3.8210770000000003,358.00552200000004,0.2,71.60110440000001,0.05,17.900276100000003,0.05,17.900276100000003,17.9,250.59999999999997,0.6089906065750571,E06164,Match
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Deluxe Edition,E06164,1,428.0,0.0,428.0,58.7858,58.7858,7.642154000000001,51.143646000000004,0.2,10.228729200000002,0.05,2.5571823000000005,0.05,2.5571823000000005,35.8,35.8,0.6089906065750572,E06164,Match
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Ultimate Edition,E06165,3,468.0,0.0,468.0,64.2798,192.83939999999998,8.356373999999999,167.77027799999996,0.2,33.55405559999999,0.05,8.388513899999998,0.05,8.388513899999998,39.15,117.44999999999999,0.6090560331550503,E06165,Match
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Ultimate Edition,E06212,23,468.0,0.5,234.0,32.1399,739.2176999999999,4.178186999999999,643.1193989999999,0.2,128.6238798,0.05,32.15596995,0.05,32.15596995,19.57,450.11,0.6089004632870669,E06165,Match
NARUTO: Ultimate Ninja STORM,E05386,10,108.0,0.75,27.0,3.70845,37.0845,0.48209850000000004,32.263515,0.2,6.452703,0.05,1.61317575,0.05,1.61317575,2.26,22.599999999999998,0.6094190295136782,E05386,Match
New Gundam Breaker,E02758,2,268.0,0.7,80.0,10.988,21.976,1.42844,19.11912,0.2,3.823824,0.05,0.955956,0.05,0.955956,6.69,13.38,0.6088460138332727,,Mismatch
ONE PIECE BURNING BLOOD,E01970,35,268.0,0.9,26.0,3.5711,124.9885,0.464243,108.739995,0.2,21.747999,0.05,5.43699975,0.05,5.43699975,2.17,75.95,0.6076559043431996,E01970,Match
ONE PIECE BURNING BLOOD GOLD Edition,E05642,40,402.0,0.87,52.0,7.1422,285.688,0.928486,248.54855999999998,0.2,49.709711999999996,0.05,12.427427999999999,0.05,12.427427999999999,4.35,174.0,0.6090560331550503,E05642,Match
ONE PIECE ODYSSEY Deluxe Edition,E05788,1,428.0,0.5,214.0,29.3929,29.3929,3.8210770000000003,25.571823000000002,0.2,5.114364600000001,0.05,1.2785911500000002,0.05,1.2785911500000002,17.9,17.9,0.6089906065750572,E05788,Match
ONE PIECE WORLD SEEKER,E03295,10,268.0,0.9,26.0,3.5711,35.711,0.464243,31.068569999999998,0.2,6.2137139999999995,0.05,1.5534284999999999,0.05,1.5534284999999999,2.17,21.7,0.6076559043431996,E03295,Match
ONE PIECE WORLD SEEKER Deluxe Edition,E03367,43,328.0,0.9,32.0,4.3952,188.9936,0.571376,164.424432,0.2,32.8848864,0.05,8.2212216,0.05,8.2212216,2.68,115.24000000000001,0.6097560975609757,E03367,Match
ONE PIECE: PIRATE WARRIORS 4,E05387,59,198.0,0.75,49.0,6.73015,397.07885,0.8749195000000001,345.4585995,0.2,69.0917199,0.05,17.272929975,0.05,17.272929975,4.1,241.89999999999998,0.6091989034419738,E02973,Match
