Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
.hack//G.U. Last Recode,E05367,91,278.0,0.9,27.0,3.68199,335.06109,0.4786587,291.50314829999996,0.2,58.30062966,0.05,14.575157415,0.05,14.575157415,2.24,203.84000000000003,0.6083666712837353
Accel World VS. Sword Art Online Deluxe Edition,E02452,110,278.0,0.9,27.799999999999994,3.791085999999999,417.0194599999999,0.4928411799999999,362.8069301999999,0.2,72.56138603999999,0.05,18.140346509999997,0.05,18.140346509999997,2.31,254.1,0.6093240828617448
ACE COMBAT 7: SKIES UNKNOWN,E03174,2,268.0,0.0,268.0,36.54716,73.09432,4.7511308,63.5920584,0.2,12.71841168,0.05,3.17960292,0.05,3.17960292,22.26,44.52,0.6090760540627508
ACE COMBAT 7: SKIES UNKNOWN,E03174,140,268.0,0.8,53.59999999999999,7.3094319999999975,1023.3204799999996,0.9502261599999997,890.2888175999997,0.2,178.05776351999995,0.07,62.32021723199998,0.05,44.51444087999999,4.32,604.8000000000001,0.5910171953169552
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,E05445,56,368.0,0.8,73.0,9.95501,557.48056,1.2941513,485.00808720000003,0.2,97.00161744000002,0.05,24.250404360000005,0.05,24.250404360000005,6.06,339.35999999999996,0.6087387154809487
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,349,498.0,0.8,99.0,13.50063,4711.71987,1.7550819,4099.1962869,0.2,819.83925738,0.05,204.959814345,0.05,204.959814345,8.22,2868.78,0.608860475400037
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,1037,498.0,0.9,49.0,6.68213,6929.36881,0.8686769,6028.550864700001,0.2,1205.7101729400001,0.05,301.42754323500003,0.05,301.42754323500003,4.07,4220.59,0.6090872221881346
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,E05838,7,348.0,0.0,348.0,47.456759999999996,332.19732,6.1693788,289.01166839999996,0.2,57.80233368,0.05,14.45058342,0.05,14.45058342,28.9,202.29999999999998,0.6089754125650381
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,E05838,19,348.0,0.4,208.0,28.364959999999996,538.9342399999999,3.6874447999999997,468.8727887999999,0.2,93.77455776,0.05,23.44363944,0.05,23.44363944,17.27,328.13,0.6088497921379055
ARMORED CORE VI FIRES OF RUBICON Standard Edition,E05837,45,298.0,0.0,298.0,40.638259999999995,1828.7216999999998,5.2829738,1590.9878789999998,0.2,318.1975758,0.07,111.36915153,0.05,79.54939395,24.04,1081.8,0.5915607607215466
