Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
 GUNDAM BREAKER 4,E04524,10,298,0.34,196.0,26.9206,269.206,3.4996780000000003,234.20922000000002,0.2,46.84184400000001,0.05,11.710461000000002,0.05,11.710461000000002,16.39,163.9,0.6088274406959726
 GUNDAM BREAKER 4,E04524,1,298,0.0,298.0,40.9303,40.9303,5.320939,35.609361,0.2,7.1218722,0.05,1.78046805,0.05,1.78046805,24.93,24.93,0.6090842236680405
 JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,197,348,0.72,97.0,13.32295,2624.62115,1.7319835000000001,2283.4204005,0.2,456.6840801000001,0.05,114.17102002500002,0.05,114.17102002500002,8.11,1597.6699999999998,0.6087240438491475
ACE COMBAT 7: SKIES UNKNOWN,E03174,2,268,0.0,268.0,36.8098,73.6196,4.785274,64.049052,0.2,12.809810400000002,0.05,3.2024526000000004,0.05,3.2024526000000004,22.42,44.84,0.6090769306000032
ACE COMBAT 7: SKIES UNKNOWN,E03174,11,268,0.8,53.0,7.27955,80.07505,0.9463415000000001,69.6652935,0.2,13.933058700000002,0.05,3.4832646750000005,0.05,3.4832646750000005,4.43,48.73,0.6085541001847641
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,E05445,2,368,0.8,73.0,10.02655,20.0531,1.3034515,17.446197,0.2,3.4892394000000007,0.05,0.8723098500000002,0.05,0.8723098500000002,6.11,12.22,0.6093820905495908
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,63,498,0.8,99.0,13.59765,856.6519499999999,1.7676945,745.2871965,0.2,149.05743930000003,0.05,37.26435982500001,0.05,37.26435982500001,8.28,521.64,0.6089287487176093
Accel World VS. Sword Art Online Deluxe Edition,E02452,27,278,0.9,27.0,3.70845,100.12815,0.48209850000000004,87.1114905,0.2,17.422298100000003,0.05,4.355574525000001,0.05,4.355574525000001,2.26,61.019999999999996,0.6094190295136781
BLACK CLOVER: QUARTET KNIGHTS,E02895,13,268,0.9,26.0,3.5711,46.4243,0.464243,40.389140999999995,0.2,8.077828199999999,0.05,2.0194570499999998,0.05,2.0194570499999998,2.17,28.21,0.6076559043431996
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,E02950,8,288,0.85,43.0,5.90605,47.2484,0.7677864999999999,41.106108,0.2,8.2212216,0.05,2.0553054,0.05,2.0553054,3.6,28.8,0.6095444501824401
BLEACH Rebirth of Souls,E06132,14,298,0.0,298.0,40.9303,573.0242000000001,5.320939,498.531054,0.2,99.70621080000001,0.05,24.926552700000002,0.05,24.926552700000002,24.93,349.02,0.6090842236680405
BLEACH Rebirth of Souls Deluxe Edition,E06690,2,398,0.0,398.0,54.6653,109.3306,7.106489000000001,95.117622,0.2,19.0235244,0.05,4.7558811,0.05,4.7558811,33.29,66.58,0.6089786391001238
BLEACH Rebirth of Souls Ultimate Edition,E06691,4,498,0.0,498.0,68.4003,273.6012,8.892039,238.03304400000002,0.2,47.606608800000004,0.05,11.901652200000001,0.05,11.901652200000001,41.66,166.64,0.6090616561623267
Baten Kaitos I & II HD Remaster,E06117,14,248,0.5,124.0,17.0314,238.4396,2.2140820000000003,207.442452,0.2,41.4884904,0.05,10.3721226,0.05,10.3721226,10.37,145.17999999999998,0.6088753713728758
CODE VEIN,E03009,3,268,0.0,268.0,36.8098,110.42940000000002,4.785274,96.073578,0.2,19.2147156,0.05,4.8036789,0.05,4.8036789,22.42,67.26,0.6090769306000032
CODE VEIN,E03009,168,268,0.85,40.0,5.494,922.992,0.71422,803.0030399999999,0.2,160.600608,0.05,40.150152,0.05,40.150152,3.35,562.8000000000001,0.6097560975609757
CODE VEIN Deluxe Edition,E03483 ,902,368,0.85,55.0,7.55425,6813.9335,0.9820525,5928.122144999999,0.2,1185.624429,0.05,296.40610725,0.05,296.40610725,4.6,4149.2,0.6089287487176093
CODE VEIN Deluxe Edition,E03483 ,2,368,0.0,368.0,50.5448,101.0896,6.570824000000001,87.947952,0.2,17.589590400000002,0.05,4.397397600000001,0.05,4.397397600000001,30.78,61.56,0.6089647204064513
Captain Tsubasa: Rise of New Champions,E03350,87,198,0.88,23.0,3.15905,274.83735,0.41067650000000006,239.1084945,0.2,47.8216989,0.05,11.955424725,0.05,11.955424725,1.92,167.04,0.6077776546746648
Captain Tsubasa: Rise of New Champions - Deluxe Edition,E04120,39,298,0.84,47.0,6.45545,251.76255,0.8392085,219.0334185,0.2,43.80668370000001,0.05,10.951670925000002,0.05,10.951670925000002,3.93,153.27,0.6087879233825683
Captain Tsubasa: Rise of New Champions - Ultimate Edition,E06275,59,398,0.82,71.0,9.75185,575.35915,1.2677405,500.56246049999993,0.2,100.1124921,0.05,25.028123025,0.05,25.028123025,5.94,350.46000000000004,0.6091151935273821
DEATH NOTE Killer Within,E06643,3,48,0.0,48.0,6.5928,19.7784,0.857064,17.207208,0.2,3.4414416000000005,0.05,0.8603604000000001,0.05,0.8603604000000001,4.02,12.059999999999999,0.6097560975609755
DORAEMON STORY OF SEASONS,E03496,4,228,0.6,91.0,12.49885,49.9954,1.6248505,43.495998,0.2,8.6991996,0.05,2.1747999,0.05,2.1747999,7.61,30.44,0.6088560147533574
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,E05019,32,248,0.45,136.0,18.6796,597.7472,2.428348,520.040064,0.2,104.00801280000002,0.05,26.002003200000004,0.05,26.002003200000004,11.38,364.16,0.6092207541917386
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,E05733,28,348,0.45,191.0,26.23385,734.5478,3.4104005,639.0565859999999,0.2,127.81131719999999,0.05,31.952829299999998,0.05,31.952829299999998,15.98,447.44,0.6091366688457851
DRAGON BALL FighterZ,E02533,235,198,0.84,31.0,4.25785,1000.5947500000001,0.5535205000000001,870.5174325,0.2,174.10348650000003,0.05,43.52587162500001,0.05,43.52587162500001,2.59,608.65,0.6082882205808094
DRAGON BALL FighterZ,E02533,1,198,0.0,198.0,27.1953,27.1953,3.535389,23.659911,0.2,4.7319822,0.05,1.18299555,0.05,1.18299555,16.56,16.56,0.6089287487176093
DRAGON BALL FighterZ - FighterZ Edition,E02595,59,298,0.84,47.0,6.45545,380.87155,0.8392085,331.3582485,0.2,66.2716497,0.05,16.567912425,0.05,16.567912425,3.93,231.87,0.6087879233825683
DRAGON BALL FighterZ - Legendary Edition,E02596,216,398,0.75,99.0,13.59765,2937.0924,1.7676945,2555.270388,0.2,511.0540776,0.05,127.7635194,0.05,127.7635194,8.28,1788.4799999999998,0.6089287487176093
DRAGON BALL XENOVERSE 2,E02035,1,98,0.0,98.0,13.4603,13.4603,1.7498390000000001,11.710461,0.2,2.3420922,0.05,0.58552305,0.05,0.58552305,8.2,8.2,0.6091989034419737
DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,129,198,0.6,79.0,10.85065,1399.73385,1.4105845000000001,1217.7684494999999,0.2,243.5536899,0.05,60.888422475,0.05,60.888422475,6.61,852.69,0.6091800952016699
DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,1,198,0.0,198.0,27.1953,27.1953,3.535389,23.659911,0.2,4.7319822,0.05,1.18299555,0.05,1.18299555,16.56,16.56,0.6089287487176093
DRAGON BALL XENOVERSE 2 Special Edition,E06308,100,248,0.5,124.0,17.0314,1703.14,2.2140820000000003,1481.7318,0.2,296.34636,0.05,74.08659,0.05,74.08659,10.37,1037.0,0.608875371372876
DRAGON BALL XENOVERSE 2 Special Edition,E06308,4,248,0.0,248.0,34.0628,136.2512,4.428164000000001,118.538544,0.2,23.707708800000002,0.05,5.926927200000001,0.05,5.926927200000001,20.74,82.96,0.6088753713728758
DRAGON BALL Z: KAKAROT,E03005,148,298,0.75,74.0,10.1639,1504.2572,1.321307,1308.703764,0.2,261.74075280000005,0.05,65.43518820000001,0.05,65.43518820000001,6.19,916.12,0.6090181918358111
DRAGON BALL Z: KAKAROT Deluxe Edition,E03730,122,398,0.77,91.0,12.49885,1524.8597,1.6248505,1326.627939,0.2,265.3255878,0.05,66.33139695,0.05,66.33139695,7.61,928.4200000000001,0.6088560147533574
DRAGON BALL Z: KAKAROT Deluxe Edition,E03730,1,398,0.0,398.0,54.6653,54.6653,7.106489000000001,47.558811,0.2,9.5117622,0.05,2.37794055,0.05,2.37794055,33.29,33.29,0.6089786391001238
DRAGON BALL Z: KAKAROT Legendary Edition,E06163,354,498,0.75,124.0,17.0314,6029.1156,2.2140820000000003,5245.330572,0.2,1049.0661144,0.05,262.2665286,0.05,262.2665286,10.37,3670.9799999999996,0.608875371372876
DRAGON BALL: Sparking! ZERO,E06127,61,298,0.25,223.0,30.62905,1868.37205,3.9817765,1625.4836835,0.2,325.09673670000006,0.05,81.27418417500002,0.05,81.27418417500002,18.65,1137.6499999999999,0.6088990680416141
DRAGON BALL: Sparking! ZERO,E06127,72,298,0.0,298.0,40.9303,2946.9816,5.320939,2563.873992,0.2,512.7747984,0.05,128.1936996,0.05,128.1936996,24.93,1794.96,0.6090842236680405
DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,18,478,0.2,382.0,52.4677,944.4186,6.820801,821.644182,0.2,164.3288364,0.05,41.0822091,0.05,41.0822091,31.95,575.1,0.6089460753949574
DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,22,478,0.0,478.0,65.6533,1444.3726000000001,8.534929,1256.604162,0.2,251.32083240000003,0.05,62.83020810000001,0.05,62.83020810000001,39.98,879.56,0.6089564424027428
DRAGON BALL: Sparking! ZERO Ultimate Edition,E06655,13,538,0.2,430.0,59.0605,767.7864999999999,7.677865,667.974255,0.2,133.594851,0.05,33.39871275,0.05,33.39871275,35.97,467.61,0.6090364964739547
DRAGON BALL: Sparking! ZERO Ultimate Edition,E06655,19,538,0.0,538.0,73.8943,1403.9917,9.606259,1221.4727790000002,0.2,244.29455580000004,0.05,61.07363895000001,0.05,61.07363895000001,45.0,855.0,0.6089779590577351
DRAGON BALL: THE BREAKERS,E05011,105,98,0.75,24.0,3.2964,346.122,0.428532,301.12614,0.2,60.22522800000001,0.05,15.056307000000002,0.05,15.056307000000002,2.01,211.04999999999998,0.6097560975609755
DRAGON BALL: THE BREAKERS,E05011,1,98,0.0,98.0,13.4603,13.4603,1.7498390000000001,11.710461,0.2,2.3420922,0.05,0.58552305,0.05,0.58552305,8.2,8.2,0.6091989034419737
DRAGON BALL: THE BREAKERS Special Edition,E05644,37,148,0.75,37.0,5.08195,188.03215,0.6606535,163.5879705,0.2,32.71759410000001,0.05,8.179398525000002,0.05,8.179398525000002,3.09,114.33,0.6080343175355917
DRAGON BALL: THE BREAKERS Special Edition,E05644,1,148,0.0,148.0,20.3278,20.3278,2.642614,17.685186,0.2,3.5370372000000003,0.05,0.8842593000000001,0.05,0.8842593000000001,12.38,12.38,0.6090181918358111
Digimon Survive,E05471,75,298,0.84,47.0,6.45545,484.15875,0.8392085,421.2181125,0.2,84.24362250000001,0.05,21.060905625000004,0.05,21.060905625000004,3.93,294.75,0.6087879233825683
GUNDAM BREAKER 4 Deluxe Edition,E06529,2,448,0.0,448.0,61.5328,123.0656,7.999264,107.067072,0.2,21.4134144,0.05,5.3533536,0.05,5.3533536,37.47,74.94,0.6089435228040979
GUNDAM BREAKER 4 Deluxe Edition,E06529,4,448,0.34,295.0,40.51825,162.073,5.2673725000000005,141.00351,0.2,28.200702000000003,0.05,7.050175500000001,0.05,7.050175500000001,24.68,98.72,0.6091082413480345
GUNDAM BREAKER 4 Ultimate Edition,E06530,3,498,0.35,323.0,44.36405,133.09215,5.7673265,115.79017049999999,0.2,23.1580341,0.05,5.789508525,0.05,5.789508525,27.02,81.06,0.6090516983909269
JoJo's Bizarre Adventure: All-Star Battle R Ultimate Edition,E06307,169,428,0.65,149.0,20.46515,3458.6103500000004,2.6604695,3008.9910045,0.2,601.7982009000001,0.05,150.44955022500002,0.05,150.44955022500002,12.46,2105.7400000000002,0.6088399058887914
Jujutsu Kaisen Cursed Clash,E05703,1,298,0.5,149.0,20.46515,20.46515,2.6604695,17.8046805,0.2,3.5609361,0.05,0.890234025,0.05,0.890234025,12.46,12.46,0.6088399058887914
Jujutsu Kaisen Cursed Clash Ultimate Edition,E06212,2,498,0.5,249.0,34.20015,68.4003,4.4460195,59.508261000000005,0.2,11.901652200000001,0.05,2.9754130500000002,0.05,2.9754130500000002,20.83,41.66,0.6090616561623267
Klonoa Phantasy Reverie Series,E04522,2,198,0.75,49.0,6.73015,13.4603,0.8749195000000001,11.710461,0.2,2.3420922,0.05,0.58552305,0.05,0.58552305,4.1,8.2,0.6091989034419737
MOBILE SUIT GUNDAM SEED BATTLE DESTINY REMASTERED,E06942,39,198,0.0,198.0,27.1953,1060.6167,3.535389,922.736529,0.2,184.5473058,0.05,46.13682645,0.05,46.13682645,16.56,645.8399999999999,0.6089287487176092
