Customer,Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
Heybox, JoJo's Bizarre Adventure: All-Star Battle R,E03528,3266,248.0,0.8,49.0,7.149590000000001,23350.560940000003,0.9294467000000002,20314.988017800002,0.2,4062.9976035600007,0.05,1015.7494008900002,0.05,1015.7494008900002,4.35,14207.099999999999,0.6084264971837544
Heybox, JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,189,348.0,0.72,97.0,14.153270000000001,2674.96803,1.8399251,2327.2221861000003,0.2,465.44443722000005,0.05,116.36110930500001,0.05,116.36110930500001,8.62,1629.1799999999998,0.609046531296301
Heybox, JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,1,348.0,0.0,348.0,50.776680000000006,50.776680000000006,6.600968400000001,44.17571160000001,0.2,8.835142320000001,0.05,2.2087855800000002,0.05,2.2087855800000002,30.92,30.92,0.6089409547847555
Heybox,.hack//G.U. Last Recode,E05367,20,278.0,0.8,55.0,8.02505,160.501,1.0432565,139.63587,0.2,27.927174000000004,0.05,6.981793500000001,0.05,6.981793500000001,4.89,97.8,0.6093419978691721
Heybox,ACE COMBAT 7: SKIES UNKNOWN,E03174,14847,268.0,0.92,21.0,3.0641100000000003,45492.84117000001,0.39833430000000003,39578.7718179,0.2,7915.75436358,0.05,1978.938590895,0.05,1978.938590895,1.87,27763.890000000003,0.610291405987383
Heybox,ACE COMBAT 7: SKIES UNKNOWN,E03174,18,268.0,0.84,42.0,6.128220000000001,110.30796000000001,0.7966686000000001,95.96792520000001,0.2,19.193585040000002,0.05,4.7983962600000005,0.05,4.7983962600000005,3.73,67.14,0.608659610784208
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,E05445,106,368.0,0.8,73.0,10.651430000000001,1129.05158,1.3846859000000002,982.2748746000001,0.2,196.45497492000004,0.05,49.11374373000001,0.05,49.11374373000001,6.49,687.94,0.6093078581936886
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,844,498.0,0.8,99.0,14.44509,12191.65596,1.8778617000000002,10606.7406852,0.2,2121.34813704,0.05,530.33703426,0.05,530.33703426,8.8,7427.200000000001,0.6092035425185998
Heybox,Accel World VS. Sword Art Online Deluxe Edition,E02452,107,278.0,0.9,27.0,3.9395700000000002,421.53399,0.5121441000000001,366.7345713,0.2,73.34691426,0.05,18.336728565,0.05,18.336728565,2.4,256.8,0.6092035425185998
Heybox,BLACK CLOVER: QUARTET KNIGHTS,E02895,30,268.0,0.9,26.0,3.7936600000000005,113.80980000000001,0.49317580000000005,99.01452600000002,0.2,19.802905200000005,0.05,4.950726300000001,0.05,4.950726300000001,2.31,69.3,0.6089106562000811
Heybox,BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,E02950,29,288.0,0.85,43.0,6.27413,181.94977,0.8156369000000001,158.2962999,0.2,31.65925998,0.05,7.914814995,0.05,7.914814995,3.82,110.78,0.6088493544124843
Heybox,BLEACH Rebirth of Souls,E06132,49,298.0,0.5,149.0,21.74059,1065.28891,2.8262767,926.8013516999999,0.2,185.36027034,0.05,46.340067585,0.05,46.340067585,13.24,648.76,0.6089991117996337
Heybox,BLEACH Rebirth of Souls,E06132,1,298.0,0.0,298.0,43.48118,43.48118,5.6525534,37.8286266,0.2,7.56572532,0.05,1.89143133,0.05,1.89143133,26.48,26.48,0.6089991117996337
