Customer,Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
Heybox,JoJo's Bizarre Adventure: All-Star Battle R,E03528,2,248.0,0.0,248.0,35.677279999999996,71.35455999999999,4.6380463999999995,62.07846719999999,0.2,12.415693439999998,0.05,3.1039233599999996,0.05,3.1039233599999996,21.73,43.46,0.609071095105905
Heybox,JoJo's Bizarre Adventure: All-Star Battle R,E03528,264,248.0,0.8,49.0,7.0491399999999995,1860.9729599999998,0.9163882,1619.0464751999998,0.2,323.80929504,0.05,80.95232376,0.05,80.95232376,4.29,1132.56,0.6085848770204593
Heybox,JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,10,348.0,0.72,97.0,13.954419999999999,139.5442,1.8140745999999999,121.403454,0.2,24.280690800000002,0.05,6.0701727000000005,0.05,6.0701727000000005,8.5,85.0,0.6091259973542433
Heybox,.hack//G.U. Last Recode,E05367,1,278.0,0.0,278.0,39.99308,39.99308,5.1991004,34.7939796,0.2,6.95879592,0.05,1.73969898,0.05,1.73969898,24.36,24.36,0.6091053752299148
Heybox,.hack//G.U. Last Recode,E05367,4,278.0,0.8,55.0,7.912299999999999,31.649199999999997,1.028599,27.534803999999998,0.2,5.5069608,0.05,1.3767402,0.05,1.3767402,4.82,19.28,0.6091781150866373
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,E05445,108,368.0,0.8,73.0,10.501779999999998,1134.1922399999999,1.3652313999999999,986.7472487999997,0.2,197.34944975999997,0.05,49.33736243999999,0.05,49.33736243999999,6.4,691.2,0.6094204982393462
Heybox,Accel World VS. Sword Art Online Deluxe Edition,E02452,15,278.0,0.9,27.0,3.8842199999999996,58.263299999999994,0.5049486,50.68907099999999,0.2,10.1378142,0.05,2.53445355,0.05,2.53445355,2.37,35.550000000000004,0.6101611134281788
Heybox,BLACK CLOVER: QUARTET KNIGHTS,E02895,10,268.0,0.9,26.0,3.74036,37.4036,0.4862468,32.541132,0.2,6.5082264,0.05,1.6270566,0.05,1.6270566,2.28,22.799999999999997,0.6095669935514229
Heybox,BLACK CLOVER: QUARTET KNIGHTS,E02895,5,268.0,0.89,29.0,4.171939999999999,20.859699999999997,0.5423522,18.147938999999997,0.2,3.6295877999999995,0.05,0.9073969499999999,0.05,0.9073969499999999,2.54,12.7,0.6088294654285537
Heybox,BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,E02950,3,288.0,0.84,46.0,6.617559999999999,19.85268,0.8602827999999999,17.2718316,0.2,3.45436632,0.05,0.86359158,0.05,0.86359158,4.03,12.09,0.6089857893241618
Heybox,BLEACH Rebirth of Souls,E06132,1,298.0,0.3,208.0,29.92288,29.92288,3.8899744,26.0329056,0.2,5.20658112,0.05,1.30164528,0.05,1.30164528,18.22,18.22,0.6088986086900726
Heybox,BLEACH Rebirth of Souls,E06132,2,298.0,0.0,298.0,42.870279999999994,85.74055999999999,5.573136399999999,74.5942872,0.2,14.91885744,0.05,3.72971436,0.05,3.72971436,26.11,52.22,0.6090466402365462
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,2,398.0,0.0,398.0,57.25628,114.51256,7.4433164,99.62592719999999,0.2,19.92518544,0.05,4.98129636,0.05,4.98129636,34.87,69.74,0.6090161638164407
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,1,398.0,0.3,278.0,39.99308,39.99308,5.1991004,34.7939796,0.2,6.95879592,0.05,1.73969898,0.05,1.73969898,24.36,24.36,0.6091053752299148
Heybox,BLEACH Rebirth of Souls Ultimate Edition,E06691,1,498.0,0.3,348.0,50.06328,50.06328,6.5082264,43.5550536,0.2,8.71101072,0.05,2.17775268,0.05,2.17775268,30.49,30.49,0.6090292126284974
Heybox,BLEACH Rebirth of Souls Ultimate Edition,E06691,2,498.0,0.0,498.0,71.64228,143.28456,9.3134964,124.6575672,0.2,24.931513440000003,0.05,6.232878360000001,0.05,6.232878360000001,43.63,87.26,0.6089979269224821
Heybox,Baten Kaitos I & II HD Remaster,E06117,1,248.0,0.5,124.0,17.838639999999998,17.838639999999998,2.3190231999999997,15.519616799999998,0.2,3.1039233599999996,0.05,0.7759808399999999,0.05,0.7759808399999999,10.86,10.86,0.6087908046801774
Heybox,CODE VEIN Deluxe Edition,E03483 ,664,368.0,0.85,55.0,7.912299999999999,5253.767199999999,1.028599,4570.777464,0.2,914.1554928,0.05,228.5388732,0.05,228.5388732,4.82,3200.48,0.6091781150866373
Heybox,CODE VEIN Deluxe Edition,E03483 ,1,368.0,0.0,368.0,52.940479999999994,52.940479999999994,6.882262399999999,46.05821759999999,0.2,9.211643519999999,0.05,2.3029108799999998,0.05,2.3029108799999998,32.24,32.24,0.6089857893241619
Heybox,CODE VEIN II,L00239,459,268.0,0.0,268.0,38.55448,17696.50632,5.0120824,15395.9604984,0.2,3079.19209968,0.05,769.79802492,0.05,769.79802492,23.48,10777.32,0.6090083435180554
Heybox,CODE VEIN II Deluxe Edition,L00240,400,398.0,0.0,398.0,57.25628,22902.512,7.4433164,19925.185439999997,0.2,3985.0370879999996,0.05,996.2592719999999,0.05,996.2592719999999,34.87,13947.999999999998,0.6090161638164407
Heybox,CODE VEIN II Deluxe Edition,L00240,6,398.0,0.0,398.0,57.25628,343.53767999999997,7.4433164,298.8777816,0.2,59.77555632,0.05,14.94388908,0.05,14.94388908,34.87,209.21999999999997,0.6090161638164407
Heybox,CODE VEIN II Ultimate Edition,L00241,571,468.0,0.0,468.0,67.32647999999999,38443.420079999996,8.7524424,33445.7754696,0.2,6689.15509392,0.05,1672.28877348,0.05,1672.28877348,41.0,23411.0,0.6089728736746671
Heybox,Captain Tsubasa: Rise of New Champions,E03350,16,198.0,0.86,27.0,3.8842199999999996,62.14751999999999,0.5049486,54.06834239999999,0.2,10.813668479999999,0.05,2.7034171199999997,0.05,2.7034171199999997,2.37,37.92,0.6101611134281787
Heybox,Captain Tsubasa: Rise of New Champions,E03350,2,198.0,0.75,49.0,7.0491399999999995,14.098279999999999,0.9163882,12.265503599999999,0.2,2.45310072,0.05,0.61327518,0.05,0.61327518,4.29,8.58,0.6085848770204593
Heybox,Captain Tsubasa: Rise of New Champions - Deluxe Edition,E04120,2,298.0,0.84,47.0,6.761419999999999,13.522839999999999,0.8789845999999999,11.764870799999999,0.2,2.35297416,0.05,0.58824354,0.05,0.58824354,4.12,8.24,0.6093394582794739
