Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
DRAGON BALL FighterZ,E02533,1,198.0,0.56,87.0,11.94423,11.94423,1.5527499,10.391480099999999,0.2,2.07829602,0.05,0.519574005,0.05,0.519574005,7.27,7.27,0.6086620903984602,,,,
DRAGON BALL FighterZ - FighterZ Edition,E02595,5,298.0,0.7,89.0,12.21881,61.094049999999996,1.5884453,53.1518235,0.2,10.630364700000001,0.05,2.6575911750000003,0.05,2.6575911750000003,7.44,37.2,0.6088972657730173,,,,
DRAGON BALL FighterZ - Legendary Edition,E02596,102,398.0,0.64,143.0,19.632469999999998,2002.5119399999999,2.5522210999999997,1742.1853877999997,0.2,348.43707756,0.05,87.10926939,0.05,87.10926939,11.96,1219.92,0.6091948695197293,,,,
DRAGON BALL FighterZ - Legendary Edition,E02596,0,398.0,0.0,398.0,54.64142,0.0,7.1033846,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,7.36
DRAGON BALL XENOVERSE 2,E02035,17,98.0,0.0,98.0,13.454419999999999,228.72513999999998,1.7490746,198.99087179999998,0.2,39.79817436,0.05,9.94954359,0.05,9.94954359,8.19,139.23,0.6087218921365618,,,,
DRAGON BALL XENOVERSE 2,E02035,12,98.0,0.0999999999999999,88.0,12.08152,144.97824,1.5705976,126.13106880000001,0.2,25.226213760000004,0.05,6.306553440000001,0.05,6.306553440000001,7.36,88.32000000000001,0.6091948695197293,,,,
DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,1,198.0,0.0,198.0,27.183419999999998,27.183419999999998,3.5338445999999997,23.6495754,0.2,4.7299150800000005,0.05,1.1824787700000001,0.05,1.1824787700000001,16.55,16.55,0.6088269982217102,,,,
DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,0,198.0,0.5,99.0,13.591709999999999,0.0,1.7669222999999998,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,2.17
DRAGON BALL XENOVERSE 2 Special Edition,E06308,41,248.0,0.5,124.0,17.02396,697.98236,2.2131148,607.2446532,0.2,121.44893064000001,0.05,30.362232660000004,0.05,30.362232660000004,10.37,425.16999999999996,0.6091414688474361,,,,
DRAGON BALL XENOVERSE 2 Special Edition,E06308,0,248.0,0.0,248.0,34.04792,0.0,4.4262296,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,19.9
DRAGON BALL Z: KAKAROT,E03005,1,298.0,0.0,298.0,40.91242,40.91242,5.3186146,35.593805399999994,0.2,7.118761079999999,0.05,1.7796902699999997,0.05,1.7796902699999997,24.92,24.92,0.6091059878638322,,,,
DRAGON BALL Z: KAKAROT,E03005,26,298.0,0.7,89.0,12.21881,317.68906,1.5884453,276.3894822,0.2,55.27789644,0.05,13.81947411,0.05,13.81947411,7.44,193.44,0.6088972657730172,,,,
DRAGON BALL Z: KAKAROT Deluxe Edition,E03730,129,398.0,0.77,91.0,12.49339,1611.64731,1.6241407,1402.1331597,0.2,280.42663194000005,0.05,70.10665798500001,0.05,70.10665798500001,7.61,981.69,0.6091221037684728,,,,
DRAGON BALL Z: KAKAROT Legendary Edition,E06163,0,498.0,0.75,124.0,17.02396,0.0,2.2131148,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,33.28
DRAGON BALL Z: KAKAROT Legendary Edition,E06163,3,498.0,0.0,498.0,68.37042,205.11126,8.8881546,178.4467962,0.2,35.68935924,0.05,8.92233981,0.05,8.92233981,41.64,124.92,0.609035310884444,,,,
DRAGON BALL: Sparking! ZERO,E06127,153,298.0,0.0,298.0,40.91242,6259.600259999999,5.3186146,5445.852226199999,0.2,1089.1704452399997,0.05,272.2926113099999,0.05,272.2926113099999,24.92,3812.76,0.6091059878638322,,,,
DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,76,478.0,0.0,478.0,65.62462,4987.471119999999,8.5312006,4339.0998744,0.2,867.81997488,0.05,216.95499372,0.05,216.95499372,39.97,3037.72,0.6090701934731203,,,,
DRAGON BALL: Sparking! ZERO Ultimate Edition,E06655,45,538.0,0.0,538.0,73.86202,3323.7909,9.6020626,2891.698083,0.2,578.3396166000001,0.05,144.58490415000003,0.05,144.58490415000003,44.98,2024.1,0.6089733262101416,,,,
DRAGON BALL: THE BREAKERS,E05011,5,98.0,0.0,98.0,13.454419999999999,67.2721,1.7490746,58.526726999999994,0.2,11.705345399999999,0.05,2.9263363499999997,0.05,2.9263363499999997,8.19,40.949999999999996,0.6087218921365618,,,,
DRAGON BALL: THE BREAKERS,E05011,3,98.0,0.1,88.0,12.08152,36.24456,1.5705976,31.532767200000002,0.2,6.306553440000001,0.05,1.5766383600000002,0.05,1.5766383600000002,7.36,22.080000000000002,0.6091948695197293,,,,
DRAGON BALL: THE BREAKERS Special Edition,E05644,2,148.0,0.41,87.0,11.94423,23.88846,1.5527499,20.782960199999998,0.2,4.15659204,0.05,1.03914801,0.05,1.03914801,7.27,14.54,0.6086620903984602,,,,
GOD EATER 2 Rage Burst,E05369,1,268.0,0.0,268.0,36.79372,36.79372,4.7831836,32.0105364,0.2,6.40210728,0.05,1.60052682,0.05,1.60052682,22.41,22.41,0.6090713306509915,,,,
GOD EATER 2 Rage Burst,E05369,197,268.0,0.9,26.0,3.56954,703.19938,0.4640402,611.7834606,0.2,122.35669212,0.05,30.58917303,0.05,30.58917303,2.17,427.49,0.6079214688727399,,,,
GOD EATER 3,E03177,209,268.0,0.9,26.0,3.56954,746.03386,0.4640402,649.0494582,0.2,129.80989164000002,0.05,32.452472910000004,0.05,32.452472910000004,2.17,453.53,0.6079214688727399,,,,
GUNDAM BREAKER 4,E04524,2,298.0,0.0,298.0,40.91242,81.82484,5.3186146,71.18761079999999,0.2,14.237522159999997,0.05,3.5593805399999994,0.05,3.5593805399999994,24.92,49.84,0.6091059878638322,,,,
GUNDAM BREAKER 4,E04524,10,298.0,0.2,238.0,32.675019999999996,326.75019999999995,4.2477526,284.272674,0.2,56.8545348,0.05,14.2136337,0.05,14.2136337,19.9,199.0,0.6090279363256703,,,,
GUNDAM BREAKER 4 Deluxe Edition,E06529,2,448.0,0.0,448.0,61.505919999999996,123.01183999999999,7.9957696,107.02030079999999,0.2,21.40406016,0.05,5.35101504,0.05,5.35101504,37.46,74.92,0.6090470640874895,,,,
GUNDAM BREAKER 4 Deluxe Edition,E06529,4,448.0,0.2,358.0,49.14982,196.59928,6.3894766,171.0413736,0.2,34.20827472,0.05,8.55206868,0.05,8.55206868,29.93,119.72,0.6089544173305212,,,,
GUNDAM BREAKER 4 Ultimate Edition,E06530,1,498.0,0.0,498.0,68.37042,68.37042,8.8881546,59.482265399999996,0.2,11.89645308,0.05,2.97411327,0.05,2.97411327,41.64,41.64,0.609035310884444,,,,
GUNDAM BREAKER 4 Ultimate Edition,E06530,6,498.0,0.2,398.0,54.64142,327.84852,7.1033846,285.22821239999996,0.2,57.04564248,0.05,14.26141062,0.05,14.26141062,33.28,199.68,0.6090617703566269,,,,
JoJo's Bizarre Adventure: All-Star Battle R,E03528,7,248.0,0.0,248.0,34.04792,238.33543999999998,4.4262296,207.35183279999998,0.2,41.47036656,0.05,10.36759164,0.05,10.36759164,20.74,145.17999999999998,0.6091414688474361,,,,
JoJo's Bizarre Adventure: All-Star Battle R,E03528,885,248.0,0.8,49.0,6.7272099999999995,5953.580849999999,0.8745373,5179.615339499999,0.2,1035.9230679,0.05,258.980766975,0.05,258.980766975,4.1,3628.4999999999995,0.6094651423101107,,,,
JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,0,348.0,0.0,348.0,47.77692,0.0,6.2109996,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,22.66
JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,48,348.0,0.72,97.0,13.317129999999999,639.2222399999999,1.7312269,556.1233488,0.2,111.22466976000001,0.05,27.806167440000003,0.05,27.806167440000003,8.11,389.28,0.6089900751888733,,,,
JoJo's Bizarre Adventure: All-Star Battle R Ultimate Edition,E06307,184,428.0,0.65,149.0,20.45621,3763.9426399999998,2.6593073,3274.6300967999996,0.2,654.9260193599999,0.05,163.73150483999999,0.05,163.73150483999999,12.46,2292.6400000000003,0.6091059878638322,,,,
JoJo's Bizarre Adventure: All-Star Battle R Ultimate Edition,E06307,0,428.0,0.0,428.0,58.76012,0.0,7.6388156,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,7.36
Jujutsu Kaisen Cursed Clash,E05703,2,298.0,0.35,193.0,26.496969999999997,52.993939999999995,3.4446060999999997,46.10472779999999,0.2,9.220945559999999,0.05,2.3052363899999997,0.05,2.3052363899999997,16.14,32.28,0.6091262510392699,,,,
Jujutsu Kaisen Cursed Clash Deluxe Edition,E03322,1,398.0,0.35,258.0,35.42082,35.42082,4.6047066,30.8161134,0.2,6.1632226800000005,0.05,1.5408056700000001,0.05,1.5408056700000001,21.57,21.57,0.6089638805651592,,,,
Jujutsu Kaisen Cursed Clash Ultimate Edition,E06212,0,498.0,0.0,498.0,68.37042,0.0,8.8881546,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,37.46
Klonoa Phantasy Reverie Series,E04522,8,198.0,0.75,49.0,6.7272099999999995,53.817679999999996,0.8745373,46.821381599999995,0.2,9.36427632,0.05,2.34106908,0.05,2.34106908,4.1,32.8,0.6094651423101107,,,,
NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,E05373,0,108.0,0.0,108.0,14.82732,0.0,1.9275516000000001,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,2.17
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,E01592,86,98.0,0.0,98.0,13.454419999999999,1157.0801199999999,1.7490746,1006.6597043999999,0.2,201.33194088,0.05,50.33298522,0.05,50.33298522,8.19,704.3399999999999,0.6087218921365618,,,,
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,E01592,24,98.0,0.0999999999999999,88.0,12.08152,289.95648,1.5705976,252.26213760000002,0.2,50.45242752000001,0.05,12.613106880000002,0.05,12.613106880000002,7.36,176.64000000000001,0.6091948695197293,,,,
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road to Boruto,E04555,2,266.4,0.5,133.0,18.25957,36.51914,2.3737441,31.7716518,0.2,6.3543303600000005,0.05,1.5885825900000001,0.05,1.5885825900000001,11.12,22.24,0.6089957211478693,,,,
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,E05371,0,376.2,0.45,206.0,28.28174,0.0,3.6766262,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,5.94
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,E05371,0,376.2,0.5,188.0,25.81052,0.0,3.3553676,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,8.61
NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy,E05387,0,217.08,0.5,108.0,14.82732,0.0,1.9275516000000001,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,9.53
NARUTO TO BORUTO: SHINOBI STRIKER,E01927,1,98.0,0.0,98.0,13.454419999999999,13.454419999999999,1.7490746,11.705345399999999,0.2,2.34106908,0.05,0.58526727,0.05,0.58526727,8.19,8.19,0.6087218921365618,,,,
NARUTO TO BORUTO: SHINOBI STRIKER,E01572,1,98.0,0.1,88.0,12.08152,12.08152,1.5705976,10.5109224,0.2,2.10218448,0.05,0.52554612,0.05,0.52554612,7.36,7.36,0.6091948695197293,,,,
NARUTO TO BORUTO: SHINOBI STRIKER Deluxe Edition,E02942,0,198.0,0.1,178.0,24.43762,0.0,3.1768906,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,24.92
NARUTO TO BORUTO: SHINOBI STRIKER Ultimate Edition,E06292,4,398.0,0.67,131.0,17.98499,71.93996,2.3380487,62.5877652,0.2,12.517553040000001,0.05,3.1293882600000003,0.05,3.1293882600000003,10.95,43.8,0.6088410391109474,,,,
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,E03049,3,298.0,0.0,298.0,40.91242,122.73725999999999,5.3186146,106.78141619999998,0.2,21.356283239999996,0.05,5.339070809999999,0.05,5.339070809999999,24.92,74.76,0.6091059878638322,,,,
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,E03049,22,298.0,0.4,178.0,24.43762,537.6276399999999,3.1768906,467.7360468,0.2,93.54720936000001,0.05,23.386802340000003,0.05,23.386802340000003,14.88,327.36,0.6088972657730173,,,,
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Deluxe Edition,E06164,3,428.0,0.0,428.0,58.76012,176.28036,7.6388156,153.3639132,0.2,30.672782640000005,0.05,7.668195660000001,0.05,7.668195660000001,35.78,107.34,0.6089163875090793,,,,
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Deluxe Edition,E06164,15,428.0,0.42,248.0,34.04792,510.7188,4.4262296,444.325356,0.2,88.8650712,0.05,22.2162678,0.05,22.2162678,20.74,311.09999999999997,0.6091414688474361,,,,
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Ultimate Edition,E06165,9,468.0,0.0,468.0,64.25171999999999,578.2654799999999,8.3527236,503.09096759999994,0.2,100.61819351999999,0.05,25.154548379999998,0.05,25.154548379999998,39.13,352.17,0.6090109338707198,,,,
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Ultimate Edition,E06165,23,468.0,0.42,271.0,37.20559,855.72857,4.836726700000001,744.4838559,0.2,148.89677118,0.05,37.224192795,0.05,37.224192795,22.66,521.18,0.6090482639839873,,,,
NARUTO: Ultimate Ninja STORM,E05386,0,108.0,0.0,108.0,14.82732,0.0,1.9275516000000001,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,44.15
New Gundam Breaker,E02758,0,268.0,0.0,268.0,36.79372,0.0,4.7831836,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,14.55
ONE PIECE BURNING BLOOD,E01970,1,268.0,0.67,88.0,12.08152,12.08152,1.5705976,10.5109224,0.2,2.10218448,0.05,0.52554612,0.05,0.52554612,7.36,7.36,0.6091948695197293,,,,
ONE PIECE BURNING BLOOD GOLD Edition,E05642,0,402.0,0.0,402.0,55.19058,0.0,7.1747754,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,7.19
ONE PIECE BURNING BLOOD GOLD Edition,E05642,3,402.0,0.78,88.0,12.08152,36.24456,1.5705976,31.532767200000002,0.2,6.306553440000001,0.05,1.5766383600000002,0.05,1.5766383600000002,7.36,22.080000000000002,0.6091948695197293,,,,
ONE PIECE ODYSSEY,E05083,0,298.0,0.0,298.0,40.91242,0.0,5.3186146,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,7.86
ONE PIECE ODYSSEY Deluxe Edition,E05788,0,428.0,0.0,428.0,58.76012,0.0,7.6388156,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,24.92
ONE PIECE WORLD SEEKER,E03295,0,268.0,0.0,268.0,36.79372,0.0,4.7831836,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,19.9
ONE PIECE WORLD SEEKER Deluxe Edition,E03367,1,328.0,0.73,88.0,12.08152,12.08152,1.5705976,10.5109224,0.2,2.10218448,0.05,0.52554612,0.05,0.52554612,7.36,7.36,0.6091948695197293,,,,
ONE PIECE: PIRATE WARRIORS 4,E02973,0,198.0,0.56,87.0,11.94423,0.0,1.5527499,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,28.59
ONE PIECE: PIRATE WARRIORS 4,E02973,2,198.0,0.0,198.0,27.183419999999998,54.366839999999996,3.5338445999999997,47.2991508,0.2,9.459830160000001,0.05,2.3649575400000002,0.05,2.3649575400000002,16.55,33.1,0.6088269982217102,,,,
ONE PIECE: PIRATE WARRIORS 4 Deluxe Edition,E03825,0,348.0,0.0,348.0,47.77692,0.0,6.2109996,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,,,,,33.28
