Product Name,Item Number ,Sales Units,SK QTY,Heybox Qty,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Ultimate Edition,E06165,2,,2.0,468,0.0,468.0,65.24388,130.48776,8.481704400000002,113.52435120000001,0.2,22.704870240000005,0.05,5.676217560000001,0.05,5.676217560000001,39.73,79.46,0.6089460038244199
NARUTO: Ultimate Ninja STORM,E05386,232,1.0,231.0,108,0.75,27.0,3.7640700000000002,873.2642400000001,0.4893291000000001,759.7398888,0.2,151.94797776000001,0.05,37.986994440000004,0.05,37.986994440000004,2.29,531.28,0.6083840098616656
New Gundam Breaker,E02758,3,,3.0,268,0.7,80.0,11.152800000000001,33.458400000000005,1.4498640000000003,29.108808000000003,0.2,5.821761600000001,0.05,1.4554404000000003,0.05,1.4554404000000003,6.79,20.37,0.6088157234057815
ONE PIECE BURNING BLOOD,E01970,634,1.0,633.0,268,0.9,26.0,3.62466,2298.03444,0.4712058,1999.2899628,0.2,399.85799256,0.05,99.96449814,0.05,99.96449814,2.21,1401.1399999999999,0.6097123592281759
ONE PIECE BURNING BLOOD GOLD Edition,E05642,126,1.0,125.0,402,0.87,52.0,7.24932,913.41432,0.9424116,794.6704584,0.2,158.93409168000002,0.05,39.733522920000006,0.05,39.733522920000006,4.41,555.66,0.6083329195014153
ONE PIECE ODYSSEY,E05083,8,,8.0,198,0.5,99.0,13.801590000000001,110.41272000000001,1.7942067000000002,96.0590664,0.2,19.21181328,0.05,4.80295332,0.05,4.80295332,8.41,67.28,0.6093500821282185
ONE PIECE ODYSSEY Deluxe Edition,E05788,22,,22.0,248,0.5,124.0,17.28684,380.31048000000004,2.2472892000000004,330.8701176,0.2,66.17402352,0.05,16.54350588,0.05,16.54350588,10.53,231.66,0.6091338845040504
ONE PIECE WORLD SEEKER,E03295,25,,25.0,268,0.9,26.0,3.62466,90.6165,0.4712058,78.836355,0.2,15.767271000000001,0.05,3.9418177500000002,0.05,3.9418177500000002,2.21,55.25,0.6097123592281759
ONE PIECE WORLD SEEKER Deluxe Edition,E03367,68,1.0,67.0,328,0.9,32.0,4.46112,303.35616,0.5799456000000001,263.9198592,0.2,52.78397184000001,0.05,13.195992960000002,0.05,13.195992960000002,2.72,184.96,0.6097123592281759
ONE PIECE: PIRATE WARRIORS 4,E02973,1125,,1125.0,198,0.75,49.0,6.8310900000000006,7684.976250000001,0.8880417000000002,6685.9293375,0.2,1337.1858675,0.05,334.296466875,0.05,334.296466875,4.16,4680.0,0.6089804116180579
ONE PIECE: PIRATE WARRIORS 4,E02973,1,,1.0,198,0.0,198.0,27.603180000000002,27.603180000000002,3.5884134000000003,24.0147666,0.2,4.80295332,0.05,1.20073833,0.05,1.20073833,16.81,16.81,0.6089878050282611
ONE PIECE: PIRATE WARRIORS 4 Deluxe Edition,E03825,10,,10.0,348,0.77,80.0,11.152800000000001,111.528,1.4498640000000003,97.02936000000001,0.2,19.405872000000002,0.05,4.851468000000001,0.05,4.851468000000001,6.79,67.9,0.6088157234057815
ONE PIECE: PIRATE WARRIORS 4 Ultimate Edition,E06098,1066,22.0,1044.0,448,0.79,94.0,13.10454,13969.43964,1.7035902,12153.4124868,0.2,2430.68249736,0.05,607.67062434,0.05,607.67062434,7.98,8506.68,0.6089492649112445
ONE PIECE: PIRATE WARRIORS 4 Ultimate Edition,E06098,4,,4.0,448,0.0,448.0,62.45568,249.82272,8.1192384,217.3457664,0.2,43.46915328,0.05,10.86728832,0.05,10.86728832,38.04,152.16,0.6090719050693227
ONE PUNCH MAN: A HERO NOBODY KNOWS,E02997,52,1.0,51.0,268,0.9,26.0,3.62466,188.48232,0.4712058,163.9796184,0.2,32.79592368,0.05,8.19898092,0.05,8.19898092,2.21,114.92,0.6097123592281759
PAC-MAN Mega Tunnel Battle: Chomp Champs,E06649,17,,17.0,98,0.9,9.0,1.25469,21.32973,0.16310970000000002,18.5568651,0.2,3.71137302,0.05,0.927843255,0.05,0.927843255,0.76,12.92,0.6057273111286453
PAC-MAN Mega Tunnel Battle: Chomp Champs,E06649,800,,800.0,98,0.922449,7.0,0.97587,780.696,0.1268631,679.20552,0.2,135.841104,0.05,33.960276,0.05,33.960276,0.59,472.0,0.6045887259573508
PAC-MAN Mega Tunnel Battle: Chomp Champs - Deluxe Edition,E06652,48,3.0,45.0,148,0.9,14.0,1.95174,93.68352,0.2537262,81.5046624,0.2,16.30093248,0.05,4.07523312,0.05,4.07523312,1.19,57.12,0.6097123592281758
SAND LAND,E06114,31,,31.0,298,0.6,119.0,16.58979,514.28349,2.1566727,447.42663630000004,0.2,89.48532726000002,0.05,22.371331815000005,0.05,22.371331815000005,10.1,313.09999999999997,0.6088081886509714
SAND LAND Deluxe Edition,E06272,5,2.0,3.0,348,0.5,174.0,24.257340000000003,121.28670000000001,3.1534542000000005,105.519429,0.2,21.1038858,0.05,5.27597145,0.05,5.27597145,14.77,73.85,0.608887866517928
SCARLET NEXUS,E03557,6,6.0,,328,0.85,49.0,6.8310900000000006,40.986540000000005,0.8880417000000002,35.6582898,0.2,7.13165796,0.05,1.78291449,0.05,1.78291449,4.16,24.96,0.6089804116180579
SCARLET NEXUS Deluxe Edition,E04727,166,29.0,137.0,398,0.85,59.0,8.22519,1365.3815399999999,1.0692747,1187.8819397999998,0.2,237.57638795999998,0.05,59.394096989999994,0.05,59.394096989999994,5.01,831.66,0.6091044705350271
SCARLET NEXUS Ultimate Edition,E05643,646,,646.0,518,0.85,77.0,10.73457,6934.53222,1.3954941,6033.0430314,0.2,1206.60860628,0.05,301.65215157,0.05,301.65215157,6.54,4224.84,0.6092465743853737
SD GUNDAM BATTLE ALLIANCE,E03559,57,1.0,56.0,348,0.75,87.0,12.128670000000001,691.33419,1.5767271000000003,601.4607453,0.2,120.29214906,0.05,30.073037265,0.05,30.073037265,7.39,421.22999999999996,0.609300112873052
SD GUNDAM BATTLE ALLIANCE - Deluxe Edition,E05472,6,6.0,,498,0.75,124.0,17.28684,103.72104000000002,2.2472892000000004,90.2373048,0.2,18.047460960000002,0.05,4.5118652400000006,0.05,4.5118652400000006,10.53,63.17999999999999,0.6091338845040503
SD GUNDAM G GENERATION CROSS RAYS,E02985,198,,198.0,198,0.75,49.0,6.8310900000000006,1352.55582,0.8880417000000002,1176.7235634,0.2,235.34471268000004,0.05,58.83617817000001,0.05,58.83617817000001,4.16,823.6800000000001,0.608980411618058
SD GUNDAM G GENERATION CROSS RAYS Platinum Edition,E06306,33,,33.0,298,0.5,149.0,20.772090000000002,685.4789700000001,2.7003717000000003,596.3667039000001,0.2,119.27334078000001,0.05,29.818335195000003,0.05,29.818335195000003,12.65,417.45,0.6089902364181937
SD GUNDAM G GENERATION CROSS RAYS Platinum Edition,E06306,4,,4.0,298,0.0,298.0,41.544180000000004,166.17672000000002,5.4007434000000005,144.5737464,0.2,28.914749280000002,0.05,7.228687320000001,0.05,7.228687320000001,25.3,101.2,0.6089902364181938
SOULCALIBUR VI,E02875,77,2.0,75.0,298,0.9,29.0,4.04289,311.30253,0.5255757,270.8332011,0.2,54.166640220000005,0.05,13.541660055000001,0.05,13.541660055000001,2.46,189.42,0.6084756201628043
SOULCALIBUR VI Deluxe Edition,E03123,22,,22.0,448,0.84,71.0,9.89811,217.75842000000003,1.2867543000000001,189.4498254,0.2,37.88996508,0.05,9.47249127,0.05,9.47249127,6.03,132.66,0.6092072122859817
SPY×ANYA: Operation Memories,E05697,1,,1.0,248,0.3,173.0,24.11793,24.11793,3.1353309000000005,20.9825991,0.2,4.196519820000001,0.05,1.0491299550000002,0.05,1.0491299550000002,14.69,14.69,0.6090904153051278
SPY×ANYA: Operation Memories Deluxe Edition,E06533,3,,3.0,348,0.35,226.0,31.50666,94.51998,4.0958658,82.2323826,0.2,16.44647652,0.05,4.11161913,0.05,4.11161913,19.19,57.57000000000001,0.6090775728052419
Super Robot Wars 30,E04508,48,2.0,46.0,368,0.73,99.0,13.801590000000001,662.47632,1.7942067000000002,576.3543984,0.2,115.27087968000001,0.05,28.817719920000002,0.05,28.817719920000002,8.41,403.68,0.6093500821282186
Super Robot Wars 30 Digital Deluxe Edition,E05097,66,6.0,60.0,528,0.7,158.0,22.026780000000002,1453.7674800000002,2.8634814000000004,1264.7777076,0.2,252.95554152,0.05,63.23888538,0.05,63.23888538,13.41,885.0600000000001,0.6088043735852449
Super Robot Wars 30 Ultimate Edition,E05098,21,1.0,20.0,678,0.67,223.0,31.088430000000002,652.85703,4.0414959,567.9856161,0.2,113.59712322000001,0.05,28.399280805000004,0.05,28.399280805000004,18.93,397.53,0.6089082015399297
SUPER ROBOT WARS X,E03632,66,15.0,51.0,248,0.75,62.0,8.64342,570.46572,1.1236446000000002,496.30517640000005,0.2,99.26103528000002,0.05,24.815258820000004,0.05,24.815258820000004,5.26,347.15999999999997,0.608555409779925
SWORD ART ONLINE Alicization Lycoris,E03060,167,,167.0,298,0.84,47.0,6.55227,1094.22909,0.8517951,951.9793083,0.2,190.39586166,0.05,47.598965415,0.05,47.598965415,3.99,666.33,0.6089492649112445
SWORD ART ONLINE Alicization Lycoris Deluxe Edition,E03954,9,,9.0,498,0.81,94.0,13.10454,117.94086,1.7035902,102.6085482,0.2,20.52170964,0.05,5.13042741,0.05,5.13042741,7.98,71.82000000000001,0.6089492649112446
SWORD ART ONLINE Fractured Daydream,E06120,6,,6.0,298,0.34,196.0,27.324360000000002,163.94616000000002,3.5521668000000006,142.6331592,0.2,28.52663184,0.05,7.13165796,0.05,7.13165796,16.64,99.84,0.6089804116180579
SWORD ART ONLINE Fractured Daydream Deluxe Edition,E06531,1,,1.0,428,0.3,299.0,41.68359,41.68359,5.418866700000001,36.2647233,0.2,7.252944660000001,0.05,1.8132361650000002,0.05,1.8132361650000002,25.39,25.39,0.6091126028252365
SWORD ART ONLINE Fractured Daydream Premium Edition,E06532,3,,3.0,498,0.0,498.0,69.42618,208.27854000000002,9.0254034,181.2023298,0.2,36.24046596,0.05,9.06011649,0.05,9.06011649,42.28,126.84,0.6089921698125981
SWORD ART ONLINE Fractured Daydream Premium Edition,E06532,10,,10.0,498,0.3,348.0,48.514680000000006,485.14680000000004,6.306908400000001,422.077716,0.2,84.4155432,0.05,21.1038858,0.05,21.1038858,29.55,295.5,0.60909398969549
SWORD ART ONLINE Last Recollection,E05687,23,1.0,22.0,298,0.75,74.0,10.31634,237.27582,1.3411242,206.42996340000002,0.2,41.28599268000001,0.05,10.321498170000002,0.05,10.321498170000002,6.28,144.44,0.6087430232039657
SWORD ART ONLINE Last Recollection Deluxe Edition,E06096,28,3.0,25.0,428,0.75,107.0,14.916870000000001,417.67236,1.9391931000000002,363.3749532,0.2,72.67499064,0.05,18.16874766,0.05,18.16874766,9.08,254.24,0.6087067863432476
Sword Art Online: Fatal Bullet,E02540,529,,529.0,158,0.9,15.0,2.0911500000000003,1106.21835,0.2718495,962.4099645000001,0.2,192.48199290000002,0.05,48.120498225000006,0.05,48.120498225000006,1.27,671.83,0.6073213303684575
Sword Art Online: Fatal Bullet - Complete Edition,E03322,6,2.0,4.0,450,0.76,108.0,15.056280000000001,90.33768,1.9573164000000003,78.5937816,0.2,15.71875632,0.05,3.92968908,0.05,3.92968908,9.17,55.019999999999996,0.6090481845449207
Sword Art Online: Fatal Bullet - Complete Edition,E03322,15,,15.0,450,0.8392,72.0,10.03752,150.5628,1.3048776000000002,130.989636,0.2,26.1979272,0.05,6.5494818,0.05,6.5494818,6.11,91.65,0.6087160972032932
Sword Art Online: Hollow Realization Deluxe Edition,E02310,1498,3.0,1495.0,278,0.85,41.0,5.71581,8562.28338,0.7430553000000001,7449.186540600001,0.2,1489.8373081200002,0.05,372.45932703000005,0.05,372.45932703000005,3.48,5213.04,0.6088375925721813
Sword Art Online: Hollow Realization Deluxe Edition,E02310,1,,1.0,278,0.0,278.0,38.75598,38.75598,5.0382774,33.7177026,0.2,6.743540520000001,0.05,1.6858851300000002,0.05,1.6858851300000002,23.6,23.6,0.6089382851369002
Sword Art Online: Lost Song,E05372,1827,2.0,1825.0,88,0.75,22.0,3.0670200000000003,5603.445540000001,0.39871260000000003,4874.9976198,0.2,974.9995239600001,0.05,243.74988099000004,0.05,243.74988099000004,1.87,3416.4900000000002,0.6097123592281759
SYNDUALITY Echo of Ada,E05693,11,,11.0,198,0.5,99.0,13.801590000000001,151.81749000000002,1.7942067000000002,132.0812163,0.2,26.41624326,0.05,6.604060815,0.05,6.604060815,8.41,92.51,0.6093500821282185
SYNDUALITY Echo of Ada,E05693,4,,4.0,198,0.0,198.0,27.603180000000002,110.41272000000001,3.5884134000000003,96.0590664,0.2,19.21181328,0.05,4.80295332,0.05,4.80295332,16.81,67.24,0.6089878050282611
SYNDUALITY Echo of Ada,E05693,2,,2.0,198,0.0,198.0,27.603180000000002,55.206360000000004,3.5884134000000003,48.0295332,0.2,9.60590664,0.05,2.40147666,0.05,2.40147666,16.81,33.62,0.6089878050282611
SYNDUALITY Echo of Ada Deluxe Edition,E06636,1,,1.0,348,0.5,174.0,24.257340000000003,24.257340000000003,3.1534542000000005,21.1038858,0.2,4.22077716,0.05,1.05519429,0.05,1.05519429,14.77,14.77,0.6088878665179281
SYNDUALITY Echo of Ada Ultimate Edition,E06637,1,,1.0,498,0.0,498.0,69.42618,69.42618,9.0254034,60.4007766,0.2,12.080155320000001,0.05,3.0200388300000003,0.05,3.0200388300000003,42.28,42.28,0.6089921698125981
SYNDUALITY Echo of Ada Ultimate Edition,E06637,1,,1.0,498,0.0,498.0,69.42618,69.42618,9.0254034,60.4007766,0.2,12.080155320000001,0.05,3.0200388300000003,0.05,3.0200388300000003,42.28,42.28,0.6089921698125981
SYNDUALITY Echo of Ada Ultimate Edition,E06637,1,,1.0,498,0.5,249.0,34.71309,34.71309,4.5127017,30.2003883,0.2,6.040077660000001,0.05,1.5100194150000001,0.05,1.5100194150000001,21.14,21.14,0.6089921698125981
Taiko no Tatsujin: Rhythm Festival,E06129,154,2.0,152.0,248,0.4,148.0,20.63268,3177.4327200000002,2.6822484,2764.3664664000003,0.2,552.8732932800001,0.05,138.21832332000002,0.05,138.21832332000002,12.57,1935.78,0.6092276912160708
Taiko no Tatsujin: Rhythm Festival,E06129,6,,6.0,248,0.0,248.0,34.57368,207.44208000000003,4.494578400000001,180.4746096,0.2,36.094921920000004,0.05,9.023730480000001,0.05,9.023730480000001,21.06,126.35999999999999,0.6091338845040503
Taiko no Tatsujin: Rhythm Festival The Setlist Edition,E06635,3,,3.0,348,0.0,348.0,48.514680000000006,145.54404000000002,6.306908400000001,126.6233148,0.2,25.32466296,0.05,6.33116574,0.05,6.33116574,29.55,88.65,0.60909398969549
Taiko no Tatsujin: Rhythm Festival The Setlist Edition,E06635,28,,28.0,348,0.24,264.0,36.80424,1030.51872,4.7845512,896.5512864,0.2,179.31025728,0.05,44.82756432,0.05,44.82756432,22.41,627.48,0.6088972357532719
Tales of Arise,E03024,1094,5.0,1089.0,198,0.75,49.0,6.8310900000000006,7473.212460000001,0.8880417000000002,6501.6948402,0.2,1300.33896804,0.05,325.08474201,0.05,325.08474201,4.16,4551.04,0.6089804116180579
Tales of Arise - Beyond the Dawn Deluxe Edition,E06161,5,1.0,4.0,398,0.63,147.0,20.493270000000003,102.46635,2.6641251000000006,89.14572450000001,0.2,17.829144900000003,0.05,4.457286225000001,0.05,4.457286225000001,12.48,62.400000000000006,0.608980411618058
Tales of Arise - Beyond the Dawn Edition,E06160,81,3.0,78.0,298,0.67,98.0,13.662180000000001,1106.63658,1.7760834000000003,962.7738246,0.2,192.55476492000003,0.05,48.138691230000006,0.05,48.138691230000006,8.32,673.9200000000001,0.608980411618058
Tales of Arise - Beyond the Dawn Expansion,E06168,3,,3.0,178,0.34,117.0,16.31097,48.93291000000001,2.1204261000000004,42.571631700000005,0.2,8.514326340000002,0.05,2.1285815850000005,0.05,2.1285815850000005,9.93,29.79,0.6087927327436687
Tales of Arise - Beyond the Dawn Ultimate Edition,E06162,41,5.0,36.0,498,0.6,199.0,27.74259,1137.44619,3.6065367,989.5781853,0.2,197.91563706,0.05,49.478909265,0.05,49.478909265,16.9,692.9,0.6091716743101492
Tales of Berseria,E02174,1011,12.0,999.0,268,0.9,26.0,3.62466,3664.53126,0.4712058,3188.1421962,0.2,637.62843924,0.05,159.40710981,0.05,159.40710981,2.21,2234.31,0.6097123592281758
Tales of Graces f Remastered,E06381,2,1.0,1.0,198,0.25,148.0,20.63268,41.26536,2.6822484,35.9008632,0.2,7.180172640000001,0.05,1.7950431600000003,0.05,1.7950431600000003,12.57,25.14,0.6092276912160708
Tales of Vesperia: Definitive Edition,E03191,65,2.0,63.0,258,0.8,51.0,7.10991,462.14415,0.9242883000000001,402.06541050000004,0.2,80.41308210000001,0.05,20.103270525000003,0.05,20.103270525000003,4.33,281.45,0.6090091154459057
Tales of Zestiria,E01607,206,4.0,202.0,314,0.9,31.0,4.32171,890.2722600000001,0.5618223000000001,774.5368662000001,0.2,154.90737324000003,0.05,38.72684331000001,0.05,38.72684331000001,2.63,541.78,0.608555409779925
TEKKEN 7,E02278,152,2.0,150.0,198,0.85,29.0,4.04289,614.51928,0.5255757,534.6317736,0.2,106.92635472,0.05,26.73158868,0.05,26.73158868,2.46,373.92,0.6084756201628043
TEKKEN 7 - Originals Edition,E05647,123,3.0,120.0,398,0.85,59.0,8.22519,1011.69837,1.0692747,880.1775819,0.2,176.03551638,0.05,44.008879095,0.05,44.008879095,5.01,616.23,0.6091044705350273
TEKKEN 8,E05700,361,,361.0,248,0.5,124.0,17.28684,6240.54924,2.2472892000000004,5429.277838800001,0.2,1085.8555677600002,0.05,271.46389194000005,0.05,271.46389194000005,10.53,3801.33,0.6091338845040505
TEKKEN 8,E05700,16,,16.0,248,0.298387,174.0,24.257340000000003,388.11744000000004,3.1534542000000005,337.6621728,0.2,67.53243456,0.05,16.88310864,0.05,16.88310864,14.77,236.32,0.6088878665179281
That Time I Got Reincarnated as a Slime ISEKAI Chronicles Deluxe Edition,E06534,3,,3.0,348,0.5,174.0,24.257340000000003,72.77202000000001,3.1534542000000005,63.3116574,0.2,12.66233148,0.05,3.16558287,0.05,3.16558287,14.77,44.31,0.6088878665179281
THE IDOLM@STER STARLIT SEASON,E03045,41,1.0,40.0,348,0.6,139.0,19.37799,794.4975900000001,2.5191387,691.2129033000001,0.2,138.24258066000002,0.05,34.560645165000004,0.05,34.560645165000004,11.8,483.8,0.6089382851369002
THE IDOLM@STER STARLIT SEASON Digital Deluxe Edition,E05096,23,,23.0,498,0.6,199.0,27.74259,638.07957,3.6065367,555.1292259,0.2,111.02584518000002,0.05,27.756461295000005,0.05,27.756461295000005,16.9,388.7,0.6091716743101491
We Love Katamari REROLL+ Royal Reverie,E05071,17,,17.0,148,0.75,37.0,5.15817,87.68889,0.6705621,76.28933430000001,0.2,15.257866860000002,0.05,3.8144667150000005,0.05,3.8144667150000005,3.14,53.38,0.6087430232039658
We Love Katamari REROLL+ Royal Reverie Special Edition,E06305,4,,4.0,198,0.75,49.0,6.8310900000000006,27.324360000000002,0.8880417000000002,23.7721932,0.2,4.75443864,0.05,1.18860966,0.05,1.18860966,4.16,16.64,0.608980411618058
,,46930,652.0,46278.0,54778,,,,316810.7585099999,496.1434608,275625.3599036999,0.2,55125.07198074,,13781.267995185,,13781.267995185,,192961.5200000001,
