Customer,Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
Heybox, JoJo's Bizarre Adventure: All-Star Battle R,E03528,2,248.0,0.0,248.0,35.03992,70.07984,4.5551896,60.96946080000001,0.2,12.193892160000003,0.05,3.0484730400000006,0.05,3.0484730400000006,21.34,42.68,0.6090196552960166
Heybox, JoJo's Bizarre Adventure: All-Star Battle R,E03528,842,248.0,0.8,49.0,6.92321,5829.34282,0.9000173,5071.5282534,0.2,1014.30565068,0.05,253.57641267,0.05,253.57641267,4.22,3553.24,0.6095438387684325
Heybox, JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,42,348.0,0.72,97.0,13.70513,575.61546,1.7816669,500.78545020000007,0.2,100.15709004000001,0.05,25.039272510000004,0.05,25.039272510000004,8.35,350.7,0.6092609117899648
Heybox, JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,2,348.0,0.0,348.0,49.16892,98.33784,6.3919596,85.5539208,0.2,17.11078416,0.05,4.27769604,0.05,4.27769604,29.94,59.88,0.6089212453720765
Heybox,.hack//G.U. Last Recode,E05367,7,278.0,0.8,55.0,7.77095,54.39665,1.0102235,47.3250855,0.2,9.4650171,0.05,2.366254275,0.05,2.366254275,4.73,33.11,0.6086771887607049
Heybox,ACE COMBAT 7: SKIES UNKNOWN,E03174,5731,268.0,0.9,26.0,3.67354,21053.05774,0.47756020000000005,18316.1602338,0.2,3663.2320467600002,0.05,915.8080116900001,0.05,915.8080116900001,2.24,12837.44,0.609766056719132
Heybox,ACE COMBAT 7: SKIES UNKNOWN,E03174,2,268.0,0.0,268.0,37.86572,75.73144,4.922543600000001,65.8863528,0.2,13.17727056,0.05,3.29431764,0.05,3.29431764,23.06,46.12,0.6089940980918889
Heybox,ACE COMBAT 7: SKIES UNKNOWN,E03174,183,268.0,0.84,42.0,5.93418,1085.9549399999999,0.7714434,944.7807978,0.2,188.95615956,0.05,47.23903989,0.05,47.23903989,3.61,660.63,0.6083401582021443
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,E05445,55,368.0,0.8,73.0,10.31417,567.27935,1.3408421000000001,493.53303450000004,0.2,98.70660690000001,0.05,24.676651725000003,0.05,24.676651725000003,6.28,345.40000000000003,0.6088710967533015
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,1,498.0,0.0,498.0,70.36242,70.36242,9.1471146,61.2153054,0.2,12.24306108,0.05,3.06076527,0.05,3.06076527,42.85,42.85,0.60898985566443
Heybox,ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,E05444,779,498.0,0.8,99.0,13.98771,10896.426089999999,1.8184023,9479.8906983,0.2,1895.9781396600001,0.05,473.99453491500003,0.05,473.99453491500003,8.52,6637.08,0.6091061367443278
Heybox,Accel World VS. Sword Art Online Deluxe Edition,E02452,103,278.0,0.9,27.0,3.81483,392.92749000000003,0.49592790000000003,341.84691630000003,0.2,68.36938326,0.05,17.092345815,0.05,17.092345815,2.32,238.95999999999998,0.6081529190029437
Heybox,BLACK CLOVER: QUARTET KNIGHTS,E02895,42,268.0,0.9,26.0,3.67354,154.28868,0.47756020000000005,134.2311516,0.2,26.846230320000004,0.05,6.711557580000001,0.05,6.711557580000001,2.24,94.08000000000001,0.6097660567191321
Heybox,BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,E02950,44,288.0,0.85,43.0,6.07547,267.32068,0.7898111000000001,232.56899159999998,0.2,46.51379832,0.05,11.62844958,0.05,11.62844958,3.7,162.8,0.6090063813992992
Heybox,BLEACH Rebirth of Souls,E06132,15,298.0,0.3,208.0,29.38832,440.8248,3.8204816000000004,383.51757599999996,0.2,76.7035152,0.05,19.1758788,0.05,19.1758788,17.9,268.5,0.6090855142451151
Heybox,BLEACH Rebirth of Souls,E06132,3,298.0,0.0,298.0,42.10442,126.31325999999999,5.4735746,109.8925362,0.2,21.97850724,0.05,5.49462681,0.05,5.49462681,25.64,76.92,0.6089621944679443
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,3,398.0,0.0,398.0,56.23342,168.70026000000001,7.3103446000000005,146.7692262,0.2,29.35384524,0.05,7.33846131,0.05,7.33846131,34.25,102.75,0.6090684151879789
Heybox,BLEACH Rebirth of Souls Deluxe Edition,E06690,52,398.0,0.4,238.0,33.62702,1748.6050400000001,4.3715126,1521.2863848000002,0.2,304.25727696000007,0.05,76.06431924000002,0.05,76.06431924000002,20.48,1064.96,0.6090340446462398
