Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
Digimon Survive,E05471,1,298.0,0.7,89.0,12.13693,12.13693,1.5778009,10.5591291,0.2,2.11182582,0.05,0.527956455,0.05,0.527956455,7.39,7.39,0.6088854430238948
Digimon Survive,E05471,0,298.0,0.0,298.0,40.638259999999995,0.0,5.2829738,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
DORAEMON STORY OF SEASONS,E03496,1,228.0,0.0,228.0,31.09236,31.09236,4.0420068,27.0503532,0.2,5.410070640000001,0.05,1.3525176600000002,0.05,1.3525176600000002,18.94,18.94,0.6091528594162682
DORAEMON STORY OF SEASONS,E03496,3,228.0,0.5,114.0,15.54618,46.63854,2.0210034,40.5755298,0.2,8.11510596,0.05,2.02877649,0.05,2.02877649,9.47,28.410000000000004,0.6091528594162683
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,E05019,4,248.0,0.3,173.0,23.59201,94.36804,3.0669613,82.1001948,0.2,16.42003896,0.05,4.10500974,0.05,4.10500974,14.37,57.48,0.609104523099134
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,E05019,0,248.0,0.0,248.0,33.819759999999995,0.0,4.3965688,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,E05733,2,348.0,0.0,348.0,47.456759999999996,94.91351999999999,6.1693788,82.5747624,0.2,16.51495248,0.05,4.12873812,0.05,4.12873812,28.9,57.8,0.6089754125650382
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,E05733,5,348.0,0.3,243.0,33.13791,165.68955,4.3079282999999995,144.14990849999998,0.2,28.829981699999998,0.05,7.207495424999999,0.05,7.207495424999999,20.18,100.9,0.608970209648104
DRAGON BALL FighterZ - FighterZ Edition,E02595,1,298.0,0.7,89.0,12.13693,12.13693,1.5778009,10.5591291,0.2,2.11182582,0.05,0.527956455,0.05,0.527956455,7.39,7.39,0.6088854430238948
DRAGON BALL FighterZ - FighterZ Edition,E02595,0,298.0,0.0,298.0,40.638259999999995,0.0,5.2829738,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
DRAGON BALL FighterZ - Legendary Edition,E02596,24,398.0,0.64,143.0,19.500909999999998,468.02183999999994,2.5351182999999997,407.1790007999999,0.2,81.43580015999999,0.05,20.358950039999996,0.05,20.358950039999996,11.88,285.12,0.6092023397882459
DRAGON BALL FighterZ - Legendary Edition,E02596,0,398.0,0.0,398.0,54.275259999999996,0.0,7.0557837999999995,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
DRAGON BALL XENOVERSE 2,E02035,7,98.0,0.0,98.0,13.36426,93.54982,1.7373538,81.3883434,0.2,16.27766868,0.05,4.06941717,0.05,4.06941717,8.14,56.980000000000004,0.6090872221881347
DRAGON BALL XENOVERSE 2,E02035,1,98.0,0.0999999999999999,88.0,12.00056,12.00056,1.5600728000000001,10.4404872,0.2,2.08809744,0.05,0.52202436,0.05,0.52202436,7.31,7.31,0.6091382402154566
DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,3,198.0,0.0,198.0,27.00126,81.00377999999999,3.5101638,70.47328859999999,0.2,14.094657719999999,0.05,3.5236644299999997,0.05,3.5236644299999997,16.44,49.32000000000001,0.6088604754000371
DRAGON BALL XENOVERSE 2 Deluxe Edition,E02036,2,198.0,0.5,99.0,13.50063,27.00126,1.7550819,23.491096199999998,0.2,4.698219239999999,0.05,1.1745548099999998,0.05,1.1745548099999998,8.22,16.44,0.608860475400037
DRAGON BALL XENOVERSE 2 Special Edition,E06308,8,248.0,0.0,248.0,33.819759999999995,270.55807999999996,4.3965688,235.38552959999996,0.2,47.077105919999994,0.05,11.769276479999998,0.05,11.769276479999998,20.6,164.8,0.6091113597494484
DRAGON BALL XENOVERSE 2 Special Edition,E06308,14,248.0,0.5,124.0,16.909879999999998,236.73831999999996,2.1982844,205.96233839999996,0.2,41.19246767999999,0.05,10.298116919999998,0.05,10.298116919999998,10.3,144.20000000000002,0.6091113597494484
DRAGON BALL Z: KAKAROT,E03005,5,298.0,0.7,89.0,12.13693,60.68465,1.5778009,52.7956455,0.2,10.5591291,0.05,2.639782275,0.05,2.639782275,7.39,36.949999999999996,0.6088854430238948
DRAGON BALL Z: KAKAROT,E03005,0,298.0,0.0,298.0,40.638259999999995,0.0,5.2829738,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
DRAGON BALL Z: KAKAROT Deluxe Edition,E03730,4,398.0,0.0,398.0,54.275259999999996,217.10103999999998,7.0557837999999995,188.87790479999998,0.2,37.77558096,0.05,9.44389524,0.05,9.44389524,33.05,132.2,0.6089330571608501
DRAGON BALL Z: KAKAROT Deluxe Edition,E03730,30,398.0,0.77,91.0,12.409669999999998,372.29009999999994,1.6132570999999998,323.8923869999999,0.2,64.77847739999999,0.05,16.194619349999996,0.05,16.194619349999996,7.56,226.79999999999998,0.6092023397882458
DRAGON BALL Z: KAKAROT Legendary Edition,E06163,197,498.0,0.75,124.0,16.909879999999998,3331.2463599999996,2.1982844,2898.1843331999994,0.2,579.6368666399999,0.05,144.90921665999997,0.05,144.90921665999997,10.3,2029.1000000000001,0.6091113597494484
DRAGON BALL Z: KAKAROT Legendary Edition,E06163,0,498.0,0.0,498.0,67.91225999999999,0.0,8.828593799999998,0.0,0.2,0.0,0.07,0.0,0.05,0.0,0.0,0.0,
DRAGON BALL: Sparking! ZERO,E06127,261,298.0,0.0,298.0,40.638259999999995,10606.58586,5.2829738,9227.729698199999,0.2,1845.54593964,0.05,461.38648491,0.05,461.38648491,24.75,6459.75,0.6090319811921082
DRAGON BALL: Sparking! ZERO Deluxe Edition,E06634,118,478.0,0.0,478.0,65.18486,7691.81348,8.4740318,6691.8777276,0.2,1338.37554552,0.05,334.59388638,0.05,334.59388638,39.7,4684.6,0.6090371291738603
DRAGON BALL: Sparking! ZERO Ultimate Edition,E06655,71,538.0,0.0,538.0,73.36706,5209.0612599999995,9.5377178,4531.8832962,0.2,906.37665924,0.05,226.59416481,0.05,226.59416481,44.68,3172.28,0.6089926460185267
GOD EATER 2 Rage Burst,E05369,1,268.0,0.0,268.0,36.54716,36.54716,4.7511308,31.7960292,0.2,6.35920584,0.05,1.58980146,0.05,1.58980146,22.26,22.26,0.6090760540627508
GOD EATER 2 Rage Burst,E05369,55,268.0,0.9,26.0,3.5456199999999995,195.0091,0.46093059999999997,169.65791699999997,0.2,33.931583399999994,0.05,8.482895849999998,0.05,8.482895849999998,2.16,118.80000000000001,0.6092023397882459
GOD EATER 3,E03177,3,268.0,0.0,268.0,36.54716,109.64148,4.7511308,95.3880876,0.2,19.07761752,0.05,4.76940438,0.05,4.76940438,22.26,66.78,0.6090760540627507
GOD EATER 3,E03177,64,268.0,0.9,26.0,3.5456199999999995,226.91967999999997,0.46093059999999997,197.42012159999996,0.2,39.484024319999996,0.05,9.871006079999999,0.05,9.871006079999999,2.16,138.24,0.6092023397882459
GUNDAM BREAKER 4,E04524,5,298.0,0.0,298.0,40.638259999999995,203.19129999999998,5.2829738,176.77643099999997,0.2,35.355286199999995,0.05,8.838821549999999,0.05,8.838821549999999,24.75,123.75,0.6090319811921082
GUNDAM BREAKER 4 Deluxe Edition,E06529,3,448.0,0.0,448.0,61.093759999999996,183.28127999999998,7.942188799999999,159.4547136,0.2,31.890942719999998,0.05,7.9727356799999995,0.05,7.9727356799999995,37.21,111.63,0.6090638389256121
GUNDAM BREAKER 4 Ultimate Edition,E06530,3,498.0,0.0,498.0,67.91225999999999,203.73677999999995,8.828593799999998,177.25099859999997,0.2,35.45019971999999,0.05,8.862549929999998,0.05,8.862549929999998,41.36,124.08,0.6090211104740146
JoJo's Bizarre Adventure: All-Star Battle R,E03528,2,248.0,0.0,248.0,33.819759999999995,67.63951999999999,4.3965688,58.84638239999999,0.2,11.769276479999998,0.05,2.9423191199999996,0.05,2.9423191199999996,20.6,41.2,0.6091113597494484
JoJo's Bizarre Adventure: All-Star Battle R,E03528,8,248.0,0.7,74.0,10.09138,80.73104,1.3118794,70.23600479999999,0.2,14.047200959999998,0.05,3.5118002399999995,0.05,3.5118002399999995,6.15,49.2,0.6094310193452235
JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,1,348.0,0.0,348.0,47.456759999999996,47.456759999999996,6.1693788,41.2873812,0.2,8.25747624,0.05,2.06436906,0.05,2.06436906,28.9,28.9,0.6089754125650382
JoJo's Bizarre Adventure: All-Star Battle R Deluxe Edition,E05524,5,348.0,0.7,104.0,14.182479999999998,70.91239999999999,1.8437223999999999,61.693787999999984,0.2,12.338757599999997,0.05,3.0846893999999994,0.05,3.0846893999999994,8.64,43.2,0.6092023397882459
JoJo's Bizarre Adventure: All-Star Battle R Ultimate Edition,E06307,3,428.0,0.0,428.0,58.36635999999999,175.09908,7.5876268,152.3361996,0.2,30.467239919999997,0.05,7.616809979999999,0.05,7.616809979999999,35.55,106.64999999999999,0.6090837256255144
JoJo's Bizarre Adventure: All-Star Battle R Ultimate Edition,E06307,128,428.0,0.7,128.0,17.45536,2234.28608,2.2691968,1943.8288896,0.2,388.76577792,0.05,97.19144448,0.05,97.19144448,10.63,1360.64,0.6089819975067831
Jujutsu Kaisen Cursed Clash Deluxe Edition,E06213,3,398.0,0.0,398.0,54.275259999999996,162.82577999999998,7.0557837999999995,141.65842859999998,0.2,28.331685719999996,0.05,7.082921429999999,0.05,7.082921429999999,33.05,99.14999999999999,0.6089330571608501
Jujutsu Kaisen Cursed Clash Deluxe Edition,E06213,1,398.0,0.299999999999999,278.0,37.91086,37.91086,4.9284118,32.9824482,0.2,6.596489640000001,0.05,1.6491224100000001,0.05,1.6491224100000001,23.09,23.09,0.6090603062024971
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,E01592,24,98.0,0.0,98.0,13.36426,320.74224,1.7373538,279.0457488,0.2,55.809149760000004,0.05,13.952287440000001,0.05,13.952287440000001,8.14,195.36,0.6090872221881347
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road to Boruto,E04555,2,266.4,0.6,106.0,14.455219999999999,28.910439999999998,1.8791786,25.1520828,0.2,5.03041656,0.05,1.25760414,0.05,1.25760414,8.8,17.6,0.6087766218708537
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road to Boruto,E04555,19,266.4,0.650111111111111,93.0,12.682409999999999,240.96578999999997,1.6487132999999998,209.6402373,0.2,41.92804746,0.05,10.482011865,0.05,10.482011865,7.72,146.68,0.608717112914659
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 Road to Boruto,E04555,0,266.4,0.0,266.4,36.328967999999996,0.0,4.72276584,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,E05371,3,376.2,0.45,206.0,28.092219999999998,84.27665999999999,3.6519885999999997,73.32069419999999,0.2,14.66413884,0.05,3.66603471,0.05,3.66603471,17.11,51.33,0.6090654280793757
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,E05371,8,376.2,0.77,86.0,11.72782,93.82256,1.5246165999999999,81.6256272,0.2,16.32512544,0.05,4.08128136,0.05,4.08128136,7.14,57.12,0.608808798225075
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy,E05371,0,376.2,0.0,376.2,51.30239399999999,0.0,6.669311219999999,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
NARUTO TO BORUTO: SHINOBI STRIKER,E02855,1,98.0,0.0,98.0,13.36426,13.36426,1.7373538,11.6269062,0.2,2.32538124,0.05,0.58134531,0.05,0.58134531,8.14,8.14,0.6090872221881347
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,E03049,1,298.0,0.0,298.0,40.638259999999995,40.638259999999995,5.2829738,35.355286199999995,0.2,7.071057239999999,0.05,1.7677643099999998,0.05,1.7677643099999998,24.75,24.75,0.6090319811921082
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,E03049,23,298.0,0.5,149.0,20.319129999999998,467.33998999999994,2.6414869,406.5857912999999,0.2,81.31715825999999,0.05,20.329289564999996,0.05,20.329289564999996,12.37,284.51,0.6087859076643538
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Deluxe Edition,E06164,9,428.0,0.5,214.0,29.183179999999997,262.64862,3.7938134,228.50429939999995,0.2,45.700859879999996,0.05,11.425214969999999,0.05,11.425214969999999,17.77,159.93,0.6089123940571247
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Deluxe Edition,E06164,0,428.0,0.0,428.0,58.36635999999999,0.0,7.5876268,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Ultimate Edition,E06165,1,468.0,0.0,468.0,63.82116,63.82116,8.2967508,55.5244092,0.2,11.104881840000001,0.05,2.7762204600000002,0.05,2.7762204600000002,38.87,38.87,0.60904565194365
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS Ultimate Edition,E06165,13,468.0,0.5,234.0,31.91058,414.83754,4.1483754,360.9086598,0.2,72.18173196000001,0.05,18.045432990000002,0.05,18.045432990000002,19.43,252.59,0.6088889640990544
ONE PIECE BURNING BLOOD GOLD Edition,E05642,1,402.0,0.78,88.0,12.00056,12.00056,1.5600728000000001,10.4404872,0.2,2.08809744,0.05,0.52202436,0.05,0.52202436,7.31,7.31,0.6091382402154566
ONE PIECE BURNING BLOOD GOLD Edition,E05642,0,402.0,0.0,402.0,54.820739999999994,0.0,7.1266962,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
ONE PIECE ODYSSEY,E05083,2,298.0,0.5,149.0,20.319129999999998,40.638259999999995,2.6414869,35.355286199999995,0.2,7.071057239999999,0.05,1.7677643099999998,0.05,1.7677643099999998,12.37,24.74,0.6087859076643538
ONE PIECE ODYSSEY,E05083,0,298.0,0.0,298.0,40.638259999999995,0.0,5.2829738,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
ONE PIECE ODYSSEY Deluxe Edition,E05788,1,428.0,0.5,214.0,29.183179999999997,29.183179999999997,3.7938134,25.389366599999995,0.2,5.077873319999999,0.05,1.2694683299999998,0.05,1.2694683299999998,17.77,17.77,0.6089123940571247
ONE PIECE ODYSSEY Deluxe Edition,E05788,0,428.0,0.0,428.0,58.36635999999999,0.0,7.5876268,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
ONE PIECE: PIRATE WARRIORS 4 Deluxe Edition,E03825,1,348.0,0.75,87.0,11.864189999999999,11.864189999999999,1.5423447,10.3218453,0.2,2.06436906,0.05,0.516092265,0.05,0.516092265,7.23,7.23,0.6093968488367095
ONE PIECE: PIRATE WARRIORS 4 Deluxe Edition,E03825,0,348.0,0.0,348.0,47.456759999999996,0.0,6.1693788,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
ONE PIECE: PIRATE WARRIORS 4 Ultimate Edition,E06098,2,448.0,0.0,448.0,61.093759999999996,122.18751999999999,7.942188799999999,106.3031424,0.2,21.26062848,0.05,5.31515712,0.05,5.31515712,37.21,74.42,0.6090638389256121
ONE PIECE: PIRATE WARRIORS 4 Ultimate Edition,E06098,201,448.0,0.7,134.0,18.27358,3672.98958,2.3755654,3195.5009346,0.2,639.10018692,0.05,159.77504673,0.05,159.77504673,11.13,2237.13,0.6090760540627508
ONE PUNCH MAN: A HERO NOBODY KNOWS,E02997,5,268.0,0.9,26.0,3.5456199999999995,17.728099999999998,0.46093059999999997,15.423446999999996,0.2,3.0846893999999994,0.05,0.7711723499999998,0.05,0.7711723499999998,2.16,10.8,0.6092023397882459
ONE PUNCH MAN: A HERO NOBODY KNOWS,E02997,0,268.0,0.0,268.0,36.54716,0.0,4.7511308,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
SAND LAND,E06114,1,298.0,0.339999999999999,196.0,26.72852,26.72852,3.4747076,23.2538124,0.2,4.65076248,0.05,1.16269062,0.05,1.16269062,16.28,16.28,0.6090872221881347
SAND LAND,E06114,0,298.0,0.0,298.0,40.638259999999995,0.0,5.2829738,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
SAND LAND Deluxe Edition,E06272,1,348.0,0.0,348.0,47.456759999999996,47.456759999999996,6.1693788,41.2873812,0.2,8.25747624,0.05,2.06436906,0.05,2.06436906,28.9,28.9,0.6089754125650382
SCARLET NEXUS,E03557,136,328.0,0.85,49.0,6.68213,908.76968,0.8686769,790.6296216000001,0.2,158.12592432000002,0.05,39.531481080000006,0.05,39.531481080000006,4.07,553.52,0.6090872221881346
SCARLET NEXUS,E03557,0,328.0,0.0,328.0,44.72936,0.0,5.8148168,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
