Product Name,Item Number ,Sales Units,SRP (CNY),"Promo Discount
(OFF)",Selling Price (CNY),Selling Price (USD),Gross Sales Revenue (USD),USD VAT (13%),Net Sales Revenue (USD),Channel Gross Margin %,Channel Profits (USD),Disti Gross Margin %,Disti Profits (USD),Marketing Support %,Marketing Fee (5%),Unit Price,"Payment Amount
(USD)",Disti Cost % from SRP
.hack//G.U. Last Recode,E05367,9,278.0,0.9,27.0,3.68199,33.13791,0.4786587,28.829981699999998,0.2,5.76599634,0.05,1.441499085,0.05,1.441499085,2.24,20.160000000000004,0.6083666712837353
.hack//G.U. Last Recode,E05367,0,278.0,0.0,278.0,37.91086,0.0,4.9284118,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
Accel World VS. Sword Art Online Deluxe Edition,E02452,21,278.0,0.9,27.0,3.68199,77.32179,0.4786587,67.2699573,0.2,13.453991460000001,0.05,3.3634978650000003,0.05,3.3634978650000003,2.24,47.040000000000006,0.6083666712837353
Accel World VS. Sword Art Online Deluxe Edition,E02452,0,278.0,0.0,278.0,37.91086,0.0,4.9284118,0.0,0.2,0.0,0.07,0.0,0.05,0.0,0.0,0.0,
ACE COMBAT 7: SKIES UNKNOWN,E03174,1,268.0,0.0,268.0,36.54716,36.54716,4.7511308,31.7960292,0.2,6.35920584,0.05,1.58980146,0.05,1.58980146,22.26,22.26,0.6090760540627508
ACE COMBAT 7: SKIES UNKNOWN,E03174,2,268.0,0.8,53.0,7.227609999999999,14.455219999999999,0.9395893,12.5760414,0.2,2.51520828,0.05,0.62880207,0.05,0.62880207,4.4,8.8,0.6087766218708537
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,,16,368.0,0.8,73.0,9.95501,159.28016,1.2941513,138.5737392,0.2,27.71474784,0.05,6.92868696,0.05,6.92868696,6.06,96.96,0.6087387154809488
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,,0,368.0,0.0,368.0,50.18416,0.0,6.5239408,0.0,0.2,0.0,,,0.05,0.0,0.0,0.0,
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,,1,498.0,0.0,498.0,67.91225999999999,67.91225999999999,8.828593799999998,59.08366619999999,0.2,11.816733239999998,0.05,2.9541833099999995,0.05,2.9541833099999995,41.36,41.36,0.6090211104740146
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,,2511,498.0,0.9,49.0,6.68213,16778.82843,0.8686769,14597.5807341,0.2,2919.5161468200004,0.05,729.8790367050001,0.05,729.8790367050001,4.07,10219.77,0.6090872221881346
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,E05838,4,348.0,0.0,348.0,47.456759999999996,189.82703999999998,6.1693788,165.1495248,0.2,33.02990496,0.05,8.25747624,0.05,8.25747624,28.9,115.6,0.6089754125650382
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,E05838,242,348.0,0.4,208.0,28.364959999999996,6864.320319999999,3.6874447999999997,5971.9586783999985,0.2,1194.3917356799998,0.05,298.59793391999995,0.05,298.59793391999995,17.27,4179.34,0.6088497921379055
ARMORED CORE VI FIRES OF RUBICON Standard Edition,E05837,42,298.0,0.0,298.0,40.638259999999995,1706.8069199999998,5.2829738,1484.9220203999998,0.2,296.98440408,0.05,74.24610102,0.05,74.24610102,24.75,1039.5,0.6090319811921082
ARMORED CORE VI FIRES OF RUBICON Standard Edition,E05837,2331,298.0,0.399999999999999,178.0,24.27386,56582.367659999996,3.1556018,49226.6598642,0.2,9845.331972840002,0.05,2461.3329932100005,0.05,2461.3329932100005,14.78,34452.18,0.6088854430238949
Baten Kaitos I & II HD Remaster,E06117,1,248.0,0.25,186.0,25.364819999999998,25.364819999999998,3.2974265999999997,22.0673934,0.2,4.41347868,0.05,1.10336967,0.05,1.10336967,15.45,15.45,0.6091113597494483
Baten Kaitos I & II HD Remaster,E06117,0,248.0,0.0,248.0,33.819759999999995,0.0,4.3965688,0.0,0.2,0.0,0.07,0.0,0.05,0.0,0.0,0.0,
BLACK CLOVER: QUARTET KNIGHTS,E02895,3,268.0,0.9,26.0,3.5456199999999995,10.636859999999999,0.46093059999999997,9.254068199999999,0.2,1.85081364,0.05,0.46270341,0.05,0.46270341,2.16,6.48,0.6092023397882459
BLACK CLOVER: QUARTET KNIGHTS,E02895,0,268.0,0.0,268.0,36.54716,0.0,4.7511308,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,E02950,6,288.0,0.85,43.0,5.86391,35.18346,0.7623082999999999,30.6096102,0.2,6.12192204,0.05,1.53048051,0.05,1.53048051,3.57,21.419999999999998,0.608808798225075
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,E02950,0,288.0,0.0,288.0,39.274559999999994,0.0,5.105692799999999,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
Captain Tsubasa: Rise of New Champions,E03350,14,198.0,0.85,29.0,3.9547299999999996,55.36622,0.5141148999999999,48.168611399999996,0.2,9.63372228,0.05,2.40843057,0.05,2.40843057,2.41,33.74,0.6093968488367095
Captain Tsubasa: Rise of New Champions,E03350,0,198.0,0.0,198.0,27.00126,0.0,3.5101638,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
Captain Tsubasa: Rise of New Champions - Deluxe Edition,E04120,22,298.0,0.85,44.0,6.00028,132.00616,0.7800364000000001,114.84535919999999,0.2,22.969071839999998,0.05,5.7422679599999995,0.05,5.7422679599999995,3.65,80.3,0.6083049457691975
Captain Tsubasa: Rise of New Champions - Deluxe Edition,E04120,0,298.0,0.0,298.0,40.638259999999995,0.0,5.2829738,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
Captain Tsubasa: Rise of New Champions - Ultimate Edition,E06275,55,398.0,0.85,59.0,8.045829999999999,442.52064999999993,1.0459578999999999,384.99296549999997,0.2,76.9985931,0.05,19.249648275,0.05,19.249648275,4.9,269.5,0.6090111275033154
Captain Tsubasa: Rise of New Champions - Ultimate Edition,E06275,0,398.0,0.0,398.0,54.275259999999996,0.0,7.0557837999999995,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
CODE VEIN,E03009,1,268.0,0.0,268.0,36.54716,36.54716,4.7511308,31.7960292,0.2,6.35920584,0.05,1.58980146,0.05,1.58980146,22.26,22.26,0.6090760540627508
CODE VEIN,E03009,57,268.0,0.85,40.0,5.4548,310.92359999999996,0.709124,270.50353199999995,0.2,54.10070639999999,0.05,13.525176599999998,0.05,13.525176599999998,3.32,189.23999999999998,0.6086382635477011
CODE VEIN Deluxe Edition,E03483 ,187,368.0,0.85,55.0,7.500349999999999,1402.5654499999998,0.9750454999999999,1220.2319414999997,0.2,244.04638829999996,0.05,61.01159707499999,0.05,61.01159707499999,4.57,854.59,0.6093048991047085
CODE VEIN Deluxe Edition,E03483 ,0,368.0,0.0,368.0,50.18416,0.0,6.5239408,0.0,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,
DARK SOULS III,E01572,25,268.0,0.0,268.0,36.54716,913.679,4.7511308,794.90073,0.2,158.980146,0.05,39.7450365,0.05,39.7450365,22.26,556.5,0.6090760540627507
DARK SOULS III,E01572,230,268.0,0.5,134.0,18.27358,4202.9234,2.3755654,3656.543358,0.2,731.3086716,0.05,182.8271679,0.05,182.8271679,11.13,2559.9,0.6090760540627508
DARK SOULS III - Season Pass,E01893,33,138.0,0.0,138.0,18.81906,621.02898,2.4464778000000003,540.2952126,0.2,108.05904252,0.05,27.01476063,0.05,27.01476063,11.46,378.18,0.6089570892488785
DARK SOULS III - Season Pass,E01893,107,138.0,0.5,69.0,9.40953,1006.81971,1.2232389000000001,875.9331477,0.2,175.18662954,0.05,43.796657385,0.05,43.796657385,5.73,613.11,0.6089570892488786
DARK SOULS III Deluxe Edition,E02323,9,398.0,0.0,398.0,54.275259999999996,488.47733999999997,7.0557837999999995,424.97528579999994,0.2,84.99505715999999,0.05,21.248764289999997,0.05,21.248764289999997,33.05,297.45,0.6089330571608501
DARK SOULS III Deluxe Edition,E02323,426,398.0,0.5,199.0,27.137629999999998,11560.630379999999,3.5278918999999997,10057.748430599999,0.2,2011.54968612,0.05,502.88742153,0.05,502.88742153,16.53,7041.780000000001,0.6091173031690683
DARK SOULS: REMASTERED,E02716,31,198.0,0.0,198.0,27.00126,837.03906,3.5101638,728.2239821999999,0.2,145.64479644,0.05,36.41119911,0.05,36.41119911,16.44,509.64000000000004,0.608860475400037
DARK SOULS: REMASTERED,E02716,602,198.0,0.5,99.0,13.50063,8127.37926,1.7550819,7070.819956199999,0.2,1414.1639912399999,0.05,353.54099780999996,0.05,353.54099780999996,8.22,4948.4400000000005,0.608860475400037
DARK SOULS II: Scholar of the First Sin,E01927,24,198.0,0.0,198.0,27.00126,648.0302399999999,3.5101638,563.7863087999999,0.2,112.75726175999999,0.05,28.189315439999998,0.05,28.189315439999998,16.44,394.56000000000006,0.6088604754000371
DARK SOULS II: Scholar of the First Sin,E01927,165,198.0,0.5,99.0,13.50063,2227.6039499999997,1.7550819,1938.0154364999999,0.2,387.60308729999997,0.05,96.90077182499999,0.05,96.90077182499999,8.22,1356.3000000000002,0.6088604754000371
DEATH NOTE Killer Within,E06643,11,48.0,0.0,48.0,6.54576,72.00336,0.8509488,62.64292319999999,0.2,12.528584639999998,0.05,3.1321461599999996,0.05,3.1321461599999996,3.99,43.89,0.6095548874385862
DEATH NOTE Killer Within,E06643,82,48.0,0.25,36.0,4.909319999999999,402.5642399999999,0.6382115999999999,350.23088879999995,0.2,70.04617775999999,0.05,17.511544439999998,0.05,17.511544439999998,2.99,245.18,0.6090456519436501
DEATH NOTE Killer Within Special Edition,E06646,6,98.0,0.0,98.0,13.36426,80.18556,1.7373538,69.7614372,0.2,13.952287440000001,0.05,3.4880718600000002,0.05,3.4880718600000002,8.14,48.84,0.6090872221881347
Digimon Story Cyber Sleuth: Complete Edition,E05368,1,228.0,0.0,228.0,31.09236,31.09236,4.0420068,27.0503532,0.2,5.410070640000001,0.05,1.3525176600000002,0.05,1.3525176600000002,18.94,18.94,0.6091528594162682
Digimon Story Cyber Sleuth: Complete Edition,E05368,5,228.0,0.61,88.0,12.00056,60.0028,1.5600728000000001,52.202436,0.2,10.4404872,0.05,2.6101218,0.05,2.6101218,7.31,36.55,0.6091382402154566
