customer_reference,date,quantity,price,currency
L00036,2025-10,1,178.0,CNY
L00036,2025-12,2,133.0,CNY
L00036,2026-01,1,133.0,CNY
L00036,2026-01,2,133.0,CNY
L00036,2026-01,1,178.0,CNY
L00036,2026-06,1,133.0,CNY
