customer_reference,date,quantity,price,currency
E02595,2025-11,2,47.0,CNY
E02595,2026-01,3,47.0,CNY
E02595,2026-02,10000,35.0,CNY
E02595,2026-02,3,47.0,CNY
E02595,2026-04,4,47.0,CNY
