customer_reference,date,quantity,price,currency
L00116,2025-09,26,548.0,CNY
L00116,2025-10,96,548.0,CNY
L00116,2025-11,2,548.0,CNY
L00116,2025-12,6,438.0,CNY
L00116,2026-01,11,438.0,CNY
L00116,2026-02,40,411.0,CNY
L00116,2026-03,11,411.0,CNY
L00116,2026-04,1,411.0,CNY
L00116,2026-04,1,548.0,CNY
L00116,2026-05,5,411.0,CNY
L00116,2026-06,4,356.0,CNY
