customer_reference,date,quantity,price,currency
E03174,2025-07,26,26.0,CNY
E03174,2025-10,56,26.0,CNY
E03174,2025-11,9,29.0,CNY
E03174,2025-12,4,45.0,CNY
E03174,2026-01,2,45.0,CNY
E03174,2026-02,115,21.0,CNY
E03174,2026-03,3,42.0,CNY
E03174,2026-04,4,42.0,CNY
E03174,2026-05,1,268.0,CNY
E03174,2026-05,4,42.0,CNY
