customer_reference,date,quantity,price,currency
L00129,2025-10,3,149.0,CNY
L00129,2025-11,4,149.0,CNY
L00129,2026-01,4,119.0,CNY
L00129,2026-01,1,149.0,CNY
L00129,2026-03,1,119.0,CNY
