customer_reference,date,quantity,price,currency
L00119,2025-10,8,268.0,CNY
L00119,2025-10,2,342.0,CNY
L00119,2025-11,1,268.0,CNY
L00119,2026-01,2,176.0,CNY
L00119,2026-02,1,176.0,CNY
L00119,2026-03,1,268.0,CNY
L00119,2026-05,1,53.0,CNY
L00119,2026-06,3,155.0,CNY
