customer_reference,date,quantity,price,currency
L00111,2025-10,2,278.0,CNY
L00111,2025-11,1,278.0,CNY
L00111,2025-12,1,398.0,CNY
L00111,2026-02,1,238.0,CNY
L00111,2026-03,1,398.0,CNY
