customer_reference,date,quantity,price,currency
L00239,2026-01,47,268.0,CNY
L00239,2026-02,4,268.0,CNY
L00239,2026-02,449,187.0,CNY
L00239,2026-04,5,201.0,CNY
L00239,2026-05,2,201.0,CNY
L00239,2026-06,1,268.0,CNY
L00239,2026-06,13,152.0,CNY
