customer_reference,date,quantity,price,currency
E04555,2025-07,3,106.0,CNY
E04555,2025-10,2,106.0,CNY
E04555,2025-11,1,151.0,CNY
E04555,2025-12,3,151.0,CNY
E04555,2026-01,2,151.0,CNY
E04555,2026-02,1,151.0,CNY
E04555,2026-03,2,151.0,CNY
E04555,2026-06,1,151.0,CNY
