customer_reference,date,quantity,price,currency
E05707,2025-10,10,178.0,CNY
E05707,2025-10,3,196.0,CNY
E05707,2025-11,4,178.0,CNY
E05707,2026-01,6,124.0,CNY
E05707,2026-02,4,124.0,CNY
E05707,2026-02,1,178.0,CNY
E05707,2026-03,2,124.0,CNY
E05707,2026-03,1,178.0,CNY
E05707,2026-06,2,89.0,CNY
