customer_reference,date,quantity,price,currency
E01970,2025-07,3,26.0,CNY
E01970,2025-11,1,29.0,CNY
E01970,2026-03,1,26.0,CNY
E01970,2026-04,2,26.0,CNY
E01970,2026-05,1,26.0,CNY
