customer_reference,date,quantity,price,currency
L00240,2026-01,71,398.0,CNY
L00240,2026-02,62,278.0,CNY
L00240,2026-03,5,298.0,CNY
L00240,2026-04,2,298.0,CNY
L00240,2026-06,1,262.0,CNY
