customer_reference,date,quantity,price,currency
E06690,2025-09,1,398.0,CNY
E06690,2025-11,1,278.0,CNY
E06690,2026-01,1,278.0,CNY
E06690,2026-02,1,199.0,CNY
E06690,2026-05,1,238.0,CNY
