customer_reference,date,quantity,price,currency
L00112,2025-10,1,313.0,CNY
L00112,2025-11,1,313.0,CNY
L00112,2026-02,6,268.0,CNY
L00112,2026-03,1,268.0,CNY
L00112,2026-04,1,268.0,CNY
L00112,2026-05,6,67.0,CNY
