customer_reference,date,quantity,price,currency
E03005,2025-07,2,74.0,CNY
E03005,2025-10,540,74.0,CNY
E03005,2025-11,24,66.0,CNY
E03005,2025-12,1,66.0,CNY
E03005,2026-01,1,88.0,CNY
E03005,2026-01,9,66.0,CNY
E03005,2026-02,9,66.0,CNY
E03005,2026-03,1,88.0,CNY
E03005,2026-03,5,66.0,CNY
E03005,2026-04,2,66.0,CNY
E03005,2026-05,2,35.0,CNY
E03005,2026-06,4,66.0,CNY
