customer_reference,date,quantity,price,currency
L00241,2026-01,87,468.0,CNY
L00241,2026-02,82,327.0,CNY
L00241,2026-02,3,468.0,CNY
L00241,2026-03,2,351.0,CNY
L00241,2026-06,3,308.0,CNY
