customer_reference,date,quantity,price,currency
E05371,2025-07,4,139.0,CNY
E05371,2025-10,2,139.0,CNY
E05371,2025-11,3,172.0,CNY
E05371,2025-12,1,172.0,CNY
E05371,2026-01,2,149.0,CNY
E05371,2026-02,3,172.0,CNY
E05371,2026-03,1,172.0,CNY
E05371,2026-05,3,282.0,CNY
E05371,2026-06,1,172.0,CNY
