customer_reference,date,quantity,price,currency
L00035,2025-08,108,638.0,CNY
L00035,2025-09,18,638.0,CNY
L00035,2026-01,1,638.0,CNY
L00035,2026-02,1,638.0,CNY
L00035,2026-02,10,446.0,CNY
L00035,2026-03,1,446.0,CNY
L00035,2026-04,4,446.0,CNY
L00035,2026-05,3,102.0,CNY
L00035,2026-06,6,382.0,CNY
