customer_reference,date,quantity,price,currency
E03049,2025-07,3,149.0,CNY
E03049,2025-11,3,119.0,CNY
E03049,2025-12,1,119.0,CNY
E03049,2026-01,24,119.0,CNY
E03049,2026-02,4,119.0,CNY
E03049,2026-04,2,119.0,CNY
E03049,2026-06,1,119.0,CNY
