customer_reference,date,quantity,price,currency
L00033,2025-08,71,298.0,CNY
L00033,2025-08,7,298.0,CNY
L00033,2025-09,22,298.0,CNY
L00033,2025-10,1,298.0,CNY
L00033,2026-02,14,199.0,CNY
L00033,2026-03,1,199.0,CNY
L00033,2026-04,2,199.0,CNY
L00033,2026-06,1,178.0,CNY
