customer_reference,date,quantity,price,currency
L00115,2025-09,18,448.0,CNY
L00115,2025-10,66,448.0,CNY
L00115,2025-11,1,448.0,CNY
L00115,2025-12,4,358.0,CNY
L00115,2025-12,1,358.0,CNY
L00115,2026-01,9,358.0,CNY
L00115,2026-02,5,358.0,CNY
L00115,2026-03,7,336.0,CNY
L00115,2026-05,2,448.0,CNY
L00115,2026-06,2,268.0,CNY
