customer_reference,date,quantity,price,currency
L00034,2025-08,100,498.0,CNY
L00034,2025-08,6,498.0,CNY
L00034,2025-09,15,498.0,CNY
L00034,2025-10,1,498.0,CNY
L00034,2025-11,3,498.0,CNY
L00034,2025-12,1,498.0,CNY
L00034,2026-01,1,498.0,CNY
L00034,2026-02,8,348.0,CNY
L00034,2026-03,2,348.0,CNY
L00034,2026-04,2,348.0,CNY
L00034,2026-05,1,49.0,CNY
L00034,2026-06,2,298.0,CNY
