customer_reference,date,quantity,price,currency
E05098,2025-07,3,223.0,CNY
E05098,2025-10,2,271.0,CNY
E05098,2025-11,1,271.0,CNY
E05098,2026-01,2,271.0,CNY
E05098,2026-02,2,271.0,CNY
E05098,2026-04,1,271.0,CNY
E05098,2026-05,1,169.0,CNY
E05098,2026-06,1,271.0,CNY
