customer_reference,date,quantity,price,currency
E03528,2025-07,45,49.0,CNY
E03528,2025-09,1,248.0,CNY
E03528,2025-10,19,49.0,CNY
E03528,2025-11,19,49.0,CNY
E03528,2025-12,4,49.0,CNY
E03528,2026-01,8,49.0,CNY
E03528,2026-02,7,49.0,CNY
E03528,2026-03,2,49.0,CNY
E03528,2026-04,2,49.0,CNY
E03528,2026-05,4,124.0,CNY
E03528,2026-06,1,248.0,CNY
