customer_reference,date,quantity,price,currency
E01607,2025-07,6,31.0,CNY
E01607,2025-10,5,31.0,CNY
E01607,2025-11,2,31.0,CNY
E01607,2025-12,1,31.0,CNY
E01607,2026-02,3,31.0,CNY
