customer_reference,date,quantity,price,currency
L00114,2025-10,1361,124.0,CNY
L00114,2025-11,5,318.0,CNY
L00114,2025-12,5,258.0,CNY
L00114,2026-01,6,258.0,CNY
L00114,2026-02,7,238.0,CNY
L00114,2026-03,9,238.0,CNY
L00114,2026-04,4,238.0,CNY
L00114,2026-05,3,238.0,CNY
