Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Heybox,1.13,292.69,CNY,2025-12,2025-12
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Heybox,8.88,48.61,CNY,2025-12,2025-12
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Heybox,0.87,232.24,CNY,2025-12,2025-12
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Heybox,3669.03,40.1,CNY,2025-12,2025-12
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,ace_combat_7_skies_unknown_top_gun_maverick,PAX0012537704,Heybox,301.55,66.62,CNY,2025-12,2025-12
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Heybox,1.06,542.25,CNY,2025-12,2025-12
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Heybox,1421.81,84.96,CNY,2025-12,2025-12
ARMORED CORE VI FIRES OF RUBICON,armored_core_vi_fires_of_rubicon,PAX0013073340,Heybox,7.38,269.17,CNY,2025-12,2025-12
ARMORED CORE VI FIRES OF RUBICON,armored_core_vi_fires_of_rubicon,PAX0013073340,Heybox,3121.67,166.16,CNY,2025-12,2025-12
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Heybox,1.75,371.43,CNY,2025-12,2025-12
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Heybox,389.82,186.5,CNY,2025-12,2025-12
Accel World VS. Sword Art Online Deluxe Edition,accel_world_vs_sword_art_online_deluxe,PAX0009526222,Heybox,74.92,25.65,CNY,2025-12,2025-12
BLACK CLOVER: QUARTET KNIGHTS,black_clover_quartet_knights,PAX0009950542,Heybox,42.1,33.02,CNY,2025-12,2025-12
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,black_clover_quartet_knights_deluxe,PAX0009950610,Heybox,9.64,43.49,CNY,2025-12,2025-12
BLEACH Rebirth of Souls,bleach_rebirth_of_souls,PAX0014038022,Heybox,46.13,220.45,CNY,2025-12,2025-12
BLEACH Rebirth of Souls Deluxe Edition,bleach_rebirth_of_souls_deluxe,,Heybox,7.78,427.85,CNY,2025-12,2025-12
BLEACH Rebirth of Souls Deluxe Edition,bleach_rebirth_of_souls_deluxe,,Heybox,36.56,249.68,CNY,2025-12,2025-12
BLEACH Rebirth of Souls Ultimate Edition,bleach_rebirth_of_souls_ultimate,,Heybox,2.73,567.63,CNY,2025-12,2025-12
BLEACH Rebirth of Souls Ultimate Edition,bleach_rebirth_of_souls_ultimate,,Heybox,73.67,382.99,CNY,2025-12,2025-12
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Heybox,36.64,107.07,CNY,2025-12,2025-12
CODE VEIN,code_vein,PAX0010324338,Heybox,0.85,251.21,CNY,2025-12,2025-12
CODE VEIN,code_vein,PAX0010324338,Heybox,1249.79,43.97,CNY,2025-12,2025-12
CODE VEIN,code_vein,PAX0010324338,Heybox,80.17,31.13,CNY,2025-12,2025-12
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Heybox,2190.37,43.12,CNY,2025-12,2025-12
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Heybox,3.37,54.2,CNY,2025-12,2025-12
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Heybox,135.57,24.77,CNY,2025-12,2025-12
Captain Tsubasa: Rise of New Champions Deluxe Edition,captain_tsubasa_rise_of_new_champions_deluxe,PAX0010849944,Heybox,15.67,79.83,CNY,2025-12,2025-12
Captain Tsubasa: Rise of New Champions Deluxe Edition,captain_tsubasa_rise_of_new_champions_deluxe,PAX0010849944,Heybox,4.45,41.48,CNY,2025-12,2025-12
Captain Tsubasa: Rise of New Champions Ultimate Edition,captain_tsubasa_rise_of_new_champions_ultimate,PAX0014008034,Heybox,2.17,113.66,CNY,2025-12,2025-12
Captain Tsubasa: Rise of New Champions Ultimate Edition,captain_tsubasa_rise_of_new_champions_ultimate,PAX0014008034,Heybox,58.33,78.37,CNY,2025-12,2025-12
DARK SOULS: REMASTERED,dark_souls_remastered,PAX0009575522,Heybox,44.87,218.79,CNY,2025-12,2025-12
DARK SOULS: REMASTERED,dark_souls_remastered,PAX0009575522,Heybox,1160.07,106.84,CNY,2025-12,2025-12
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Heybox,21.69,172.5,CNY,2025-12,2025-12
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Heybox,281.45,87.61,CNY,2025-12,2025-12
DARK SOULS™ III,dark_souls_iii,PAX0007785082,Heybox,33.18,286.24,CNY,2025-12,2025-12
DARK SOULS™ III,dark_souls_iii,PAX0007785082,Heybox,518.14,144.3,CNY,2025-12,2025-12
DARK SOULS™ III - Season Pass,dark_souls_iii_season_pass,PAX0007947534,Heybox,28.43,120.43,CNY,2025-12,2025-12
DARK SOULS™ III - Season Pass,dark_souls_iii_season_pass,PAX0007947534,Heybox,189.46,78.15,CNY,2025-12,2025-12
DARK SOULS™ III Deluxe Edition,dark_souls_iii_deluxe,PAX0009513030,Heybox,21.53,436.86,CNY,2025-12,2025-12
DARK SOULS™ III Deluxe Edition,dark_souls_iii_deluxe,PAX0009513030,Heybox,725.05,171.2,CNY,2025-12,2025-12
DEATH NOTE Killer Within,death_note_killer_within,,Heybox,0.91,42.03,CNY,2025-12,2025-12
DEATH NOTE Killer Within,death_note_killer_within,,Heybox,49.23,27.18,CNY,2025-12,2025-12
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,,Heybox,0.88,112.09,CNY,2025-12,2025-12
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,,Heybox,4.57,56.51,CNY,2025-12,2025-12
DIGIMON STORY TIME STRANGER,digimon_story_time_stranger,PAX0014830086,Heybox,118.21,277.3,CNY,2025-12,2025-12
DIGIMON STORY TIME STRANGER,digimon_story_time_stranger,PAX0014830086,Heybox,746.88,177.72,CNY,2025-12,2025-12
DIGIMON STORY TIME STRANGER Deluxe Edition,digimon_story_time_stranger_deluxe,PAX0014928822,Heybox,34.67,475.8,CNY,2025-12,2025-12
DIGIMON STORY TIME STRANGER Deluxe Edition,digimon_story_time_stranger_deluxe,PAX0014928822,Heybox,305.52,285.04,CNY,2025-12,2025-12
DIGIMON STORY TIME STRANGER Ultimate Edition,digimon_story_time_stranger_ultimate,PAX0014928856,Heybox,54.74,520.08,CNY,2025-12,2025-12
DIGIMON STORY TIME STRANGER Ultimate Edition,digimon_story_time_stranger_ultimate,PAX0014928856,Heybox,356.93,347.82,CNY,2025-12,2025-12
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,PAX0012561776,Heybox,18.62,131.93,CNY,2025-12,2025-12
