Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Sonkwo,4.44,30.66,CNY,2025-07,2025-07
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Sonkwo,23.08,29.68,CNY,2025-07,2025-07
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Sonkwo,5.32,91.62,CNY,2025-07,2025-07
ARMORED CORE VI FIRES OF RUBICON Standard Edition,armored_core_vi_fires_of_rubicon,PAX0013073340,Sonkwo,2.3,314.28,CNY,2025-07,2025-07
Accel World VS. Sword Art Online Deluxe Edition,accel_world_vs_sword_art_online_deluxe,PAX0009526222,Sonkwo,2.56,29.43,CNY,2025-07,2025-07
BLEACH Rebirth of Souls,bleach_rebirth_of_souls,PAX0014038022,Sonkwo,1.88,190.15,CNY,2025-07,2025-07
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Sonkwo,1.11,130.6,CNY,2025-07,2025-07
CODE VEIN,code_vein,PAX0010324338,Sonkwo,6.56,45.22,CNY,2025-07,2025-07
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Sonkwo,14.74,50.86,CNY,2025-07,2025-07
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Sonkwo,4.38,24.89,CNY,2025-07,2025-07
Captain Tsubasa: Rise of New Champions - Ultimate Edition,captain_tsubasa_rise_of_new_champions_ultimate,PAX0014008034,Sonkwo,2.24,77.82,CNY,2025-07,2025-07
DARK SOULS III,dark_souls_iii,PAX0007785082,Sonkwo,1.89,295.29,CNY,2025-07,2025-07
DARK SOULS III Deluxe Edition,dark_souls_iii_deluxe,PAX0009513030,Sonkwo,0.91,444.9,CNY,2025-07,2025-07
DARK SOULS: REMASTERED,dark_souls_remastered,PAX0009575522,Sonkwo,0.88,212.95,CNY,2025-07,2025-07
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Sonkwo,1.08,222.76,CNY,2025-07,2025-07
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,PAX0012561776,Sonkwo,2.27,116.91,CNY,2025-07,2025-07
DRAGON BALL FighterZ,dragon_ball_fighterz,PAX0009332320,Sonkwo,1.06,33.49,CNY,2025-07,2025-07
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,PAX0013747526,Sonkwo,15.49,113.52,CNY,2025-07,2025-07
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,PAX0008452536,Sonkwo,26.23,31.56,CNY,2025-07,2025-07
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,PAX0012760472,Sonkwo,1.07,72.27,CNY,2025-07,2025-07
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,,Sonkwo,1.79,111.26,CNY,2025-07,2025-07
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,PAX0010474210,Sonkwo,1.72,78.66,CNY,2025-07,2025-07
DRAGON BALL Z: KAKAROT Deluxe Edition,dragon_ball_z_kakarot_deluxe,PAX0010489986,Sonkwo,1.14,84.31,CNY,2025-07,2025-07
DRAGON BALL Z: KAKAROT Legendary Edition,dragon_ball_z_kakarot_legendary,PAX0012673398,Sonkwo,17.3,105.53,CNY,2025-07,2025-07
DRAGON BALL: THE BREAKERS,dragon_ball_the_breakers,PAX0012529510,Sonkwo,0.87,21.01,CNY,2025-07,2025-07
DRAGON BALL: THE BREAKERS Special Edition,dragon_ball_the_breakers_special,PAX0012527878,Sonkwo,0.92,34.04,CNY,2025-07,2025-07
Digimon Story Cyber Sleuth: Complete Edition,digimon_story_cyber_sleuth_complete,PAX0010995022,Sonkwo,459.53,20.77,CNY,2025-07,2025-07
