Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Alibaba,0.0,257.25,CNY,2026-04,2026-04
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Alibaba,0.0,241.89,CNY,2026-04,2026-04
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,ace_combat_7_skies_unknown_top_gun_maverick,PAX0012537704,Alibaba,0.0,399.54,CNY,2026-04,2026-04
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Alibaba,0.0,524.64,CNY,2026-04,2026-04
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Alibaba,0.0,325.72,CNY,2026-04,2026-04
ARMORED CORE VI FIRES OF RUBICON Standard Edition,armored_core_vi_fires_of_rubicon,PAX0013073340,Alibaba,0.0,267.35,CNY,2026-04,2026-04
Accel World VS. Sword Art Online Deluxe Edition,accel_world_vs_sword_art_online_deluxe,PAX0009526222,Alibaba,0.0,237.08,CNY,2026-04,2026-04
BLACK CLOVER: QUARTET KNIGHTS,black_clover_quartet_knights,PAX0009950542,Alibaba,0.0,299.94,CNY,2026-04,2026-04
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,black_clover_quartet_knights_deluxe,PAX0009950610,Alibaba,0.0,267.28,CNY,2026-04,2026-04
BLEACH Rebirth of Souls,bleach_rebirth_of_souls,PAX0014038022,Alibaba,0.0,272.79,CNY,2026-04,2026-04
BLEACH Rebirth of Souls Deluxe Edition,bleach_rebirth_of_souls_deluxe,,Alibaba,0.0,421.37,CNY,2026-04,2026-04
BLEACH Rebirth of Souls Ultimate Edition,bleach_rebirth_of_souls_ultimate,,Alibaba,0.0,441.98,CNY,2026-04,2026-04
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Alibaba,0.0,265.03,CNY,2026-04,2026-04
CODE VEIN,code_vein,PAX0010324338,Alibaba,0.0,286.13,CNY,2026-04,2026-04
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Alibaba,0.0,388.91,CNY,2026-04,2026-04
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Alibaba,0.0,179.31,CNY,2026-04,2026-04
Captain Tsubasa: Rise of New Champions - Deluxe Edition,captain_tsubasa_rise_of_new_champions_deluxe,PAX0010849944,Alibaba,0.0,269.46,CNY,2026-04,2026-04
