Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Heybox,0.84,58.61,CNY,2025-04,2025-04
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Heybox,0.84,303.2,CNY,2025-04,2025-04
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Heybox,11.96,50.11,CNY,2025-04,2025-04
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,ace_combat_7_skies_unknown_top_gun_maverick,PAX0012537704,Heybox,5.22,65.0,CNY,2025-04,2025-04
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Heybox,68.72,91.64,CNY,2025-04,2025-04
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Heybox,0.79,542.39,CNY,2025-04,2025-04
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Heybox,4.04,387.7,CNY,2025-04,2025-04
ARMORED CORE VI FIRES OF RUBICON Standard Edition,armored_core_vi_fires_of_rubicon,PAX0013073340,Heybox,30.48,257.68,CNY,2025-04,2025-04
Accel World VS. Sword Art Online Deluxe Edition,accel_world_vs_sword_art_online_deluxe,PAX0009526222,Heybox,24.16,29.17,CNY,2025-04,2025-04
BLACK CLOVER: QUARTET KNIGHTS,black_clover_quartet_knights,PAX0009950542,Heybox,19.44,24.19,CNY,2025-04,2025-04
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,black_clover_quartet_knights_deluxe,PAX0009950610,Heybox,11.77,47.21,CNY,2025-04,2025-04
BLEACH Rebirth of Souls,bleach_rebirth_of_souls,PAX0014038022,Heybox,38.54,335.53,CNY,2025-04,2025-04
BLEACH Rebirth of Souls Deluxe Edition,bleach_rebirth_of_souls_deluxe,,Heybox,17.26,442.74,CNY,2025-04,2025-04
BLEACH Rebirth of Souls Ultimate Edition,bleach_rebirth_of_souls_ultimate,,Heybox,19.28,538.97,CNY,2025-04,2025-04
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Heybox,12.93,111.2,CNY,2025-04,2025-04
CODE VEIN,code_vein,PAX0010324338,Heybox,1.69,287.3,CNY,2025-04,2025-04
CODE VEIN,code_vein,PAX0010324338,Heybox,196.5,44.13,CNY,2025-04,2025-04
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Heybox,4.91,402.7,CNY,2025-04,2025-04
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Heybox,941.92,58.61,CNY,2025-04,2025-04
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Heybox,170.43,25.64,CNY,2025-04,2025-04
Captain Tsubasa: Rise of New Champions - Deluxe Edition,captain_tsubasa_rise_of_new_champions_deluxe,PAX0010849944,Heybox,56.26,52.1,CNY,2025-04,2025-04
Captain Tsubasa: Rise of New Champions - Ultimate Edition,captain_tsubasa_rise_of_new_champions_ultimate,PAX0014008034,Heybox,80.27,61.13,CNY,2025-04,2025-04
DARK SOULS III,dark_souls_iii,PAX0007785082,Heybox,36.89,284.3,CNY,2025-04,2025-04
DARK SOULS III - Season Pass,dark_souls_iii_season_pass,PAX0007947534,Heybox,26.21,154.73,CNY,2025-04,2025-04
DARK SOULS III Deluxe Edition,dark_souls_iii_deluxe,PAX0009513030,Heybox,30.01,360.74,CNY,2025-04,2025-04
DARK SOULS: REMASTERED,dark_souls_remastered,PAX0009575522,Heybox,60.74,226.08,CNY,2025-04,2025-04
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Heybox,19.88,217.31,CNY,2025-04,2025-04
DEATH NOTE Killer Within,death_note_killer_within,,Heybox,3.06,54.44,CNY,2025-04,2025-04
DORAEMON STORY OF SEASONS,doraemon_story_of_seasons,PAX0010731760,Heybox,5.65,103.96,CNY,2025-04,2025-04
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,PAX0012561776,Heybox,1.64,228.58,CNY,2025-04,2025-04
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,PAX0012561776,Heybox,38.32,121.04,CNY,2025-04,2025-04
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,,Heybox,29.34,167.69,CNY,2025-04,2025-04
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,,Heybox,0.86,328.76,CNY,2025-04,2025-04
DRAGON BALL FighterZ,dragon_ball_fighterz,PAX0009332320,Heybox,2.33,212.83,CNY,2025-04,2025-04
DRAGON BALL FighterZ,dragon_ball_fighterz,PAX0009332320,Heybox,245.72,26.61,CNY,2025-04,2025-04
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,PAX0009410826,Heybox,71.63,51.5,CNY,2025-04,2025-04
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,PAX0013747526,Heybox,1.56,429.45,CNY,2025-04,2025-04
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,PAX0013747526,Heybox,192.01,85.67,CNY,2025-04,2025-04
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,PAX0008452536,Heybox,893.08,32.83,CNY,2025-04,2025-04
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,PAX0008452536,Heybox,14.63,106.11,CNY,2025-04,2025-04
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,PAX0012760472,Heybox,90.58,89.14,CNY,2025-04,2025-04
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,PAX0012760472,Heybox,2.1,177.78,CNY,2025-04,2025-04
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,,Heybox,67.96,111.51,CNY,2025-04,2025-04
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,,Heybox,2.51,278.2,CNY,2025-04,2025-04
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,PAX0010474210,Heybox,1.59,329.6,CNY,2025-04,2025-04
DRAGON BALL Z: KAKAROT,dragon_ball_z_kakarot,PAX0010474210,Heybox,112.75,84.8,CNY,2025-04,2025-04
DRAGON BALL Z: KAKAROT Deluxe Edition,dragon_ball_z_kakarot_deluxe,PAX0010489986,Heybox,82.17,85.6,CNY,2025-04,2025-04
DRAGON BALL Z: KAKAROT Deluxe Edition,dragon_ball_z_kakarot_deluxe,PAX0010489986,Heybox,0.81,437.91,CNY,2025-04,2025-04
DRAGON BALL Z: KAKAROT Legendary Edition,dragon_ball_z_kakarot_legendary,PAX0012673398,Heybox,2.46,434.06,CNY,2025-04,2025-04
DRAGON BALL Z: KAKAROT Legendary Edition,dragon_ball_z_kakarot_legendary,PAX0012673398,Heybox,230.02,112.31,CNY,2025-04,2025-04
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,PAX0013753680,Heybox,94.6,339.87,CNY,2025-04,2025-04
DRAGON BALL: Sparking! ZERO,dragon_ball_sparking_zero,PAX0013753680,Heybox,163.01,246.63,CNY,2025-04,2025-04
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,PAX0013795602,Heybox,43.75,502.49,CNY,2025-04,2025-04
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,PAX0013795602,Heybox,20.95,344.9,CNY,2025-04,2025-04
DRAGON BALL: Sparking! ZERO Deluxe Edition,dragon_ball_sparking_zero_deluxe,PAX0013795602,Heybox,28.9,343.52,CNY,2025-04,2025-04
DRAGON BALL: Sparking! ZERO Ultimate Edition,dragon_ball_sparking_zero_ultimate,PAX0014117378,Heybox,40.72,602.81,CNY,2025-04,2025-04
