Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Alibaba,0.0,255.79,CNY,2025-08,2025-08
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Alibaba,0.0,306.71,CNY,2025-08,2025-08
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,ace_combat_7_skies_unknown_top_gun_maverick,PAX0012537704,Alibaba,0.0,401.79,CNY,2025-08,2025-08
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Alibaba,0.0,546.47,CNY,2025-08,2025-08
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Alibaba,0.0,309.96,CNY,2025-08,2025-08
ARMORED CORE VI FIRES OF RUBICON Standard Edition,armored_core_vi_fires_of_rubicon,PAX0013073340,Alibaba,0.0,316.48,CNY,2025-08,2025-08
Accel World VS. Sword Art Online Deluxe Edition,accel_world_vs_sword_art_online_deluxe,PAX0009526222,Alibaba,0.0,249.29,CNY,2025-08,2025-08
BLACK CLOVER: QUARTET KNIGHTS,black_clover_quartet_knights,PAX0009950542,Alibaba,0.0,234.55,CNY,2025-08,2025-08
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,black_clover_quartet_knights_deluxe,PAX0009950610,Alibaba,0.0,317.37,CNY,2025-08,2025-08
BLEACH Rebirth of Souls,bleach_rebirth_of_souls,PAX0014038022,Alibaba,0.0,333.85,CNY,2025-08,2025-08
BLEACH Rebirth of Souls Deluxe Edition,bleach_rebirth_of_souls_deluxe,,Alibaba,0.0,439.1,CNY,2025-08,2025-08
BLEACH Rebirth of Souls Ultimate Edition,bleach_rebirth_of_souls_ultimate,,Alibaba,0.0,452.68,CNY,2025-08,2025-08
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Alibaba,0.0,223.49,CNY,2025-08,2025-08
