Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Sonkwo,2.1,52.24,CNY,2026-02,2026-02
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Sonkwo,103.16,18.15,CNY,2026-02,2026-02
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,ace_combat_7_skies_unknown_top_gun_maverick,PAX0012537704,Sonkwo,1.82,67.74,CNY,2026-02,2026-02
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Sonkwo,4.43,105.31,CNY,2026-02,2026-02
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Sonkwo,11.85,159.56,CNY,2026-02,2026-02
ARMORED CORE VI FIRES OF RUBICON Standard Edition,armored_core_vi_fires_of_rubicon,PAX0013073340,Sonkwo,56.5,164.28,CNY,2026-02,2026-02
BLEACH Rebirth of Souls,bleach_rebirth_of_souls,PAX0014038022,Sonkwo,2.72,130.08,CNY,2026-02,2026-02
BLEACH Rebirth of Souls Deluxe Edition,bleach_rebirth_of_souls_deluxe,,Sonkwo,1.12,228.58,CNY,2026-02,2026-02
BLEACH Rebirth of Souls Ultimate Edition,bleach_rebirth_of_souls_ultimate,,Sonkwo,5.37,261.73,CNY,2026-02,2026-02
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Sonkwo,16.02,77.75,CNY,2026-02,2026-02
CODE VEIN,code_vein,PAX0010324338,Sonkwo,7.58,37.13,CNY,2026-02,2026-02
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Sonkwo,15.54,51.67,CNY,2026-02,2026-02
CODE VEIN II,code_vein_ii,PAX0014842054,Sonkwo,3.46,289.46,CNY,2026-02,2026-02
CODE VEIN II,code_vein_ii,PAX0014842054,Sonkwo,486.05,206.14,CNY,2026-02,2026-02
CODE VEIN II Deluxe Edition,code_vein_ii_deluxe,PAX0015167434,Sonkwo,56.84,250.45,CNY,2026-02,2026-02
CODE VEIN II Ultimate Edition,code_vein_ii_ultimate,PAX0015167570,Sonkwo,72.65,303.97,CNY,2026-02,2026-02
CODE VEIN II Ultimate Edition,code_vein_ii_ultimate,PAX0015167570,Sonkwo,2.63,532.27,CNY,2026-02,2026-02
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Sonkwo,4.6,25.34,CNY,2026-02,2026-02
Captain Tsubasa: Rise of New Champions - Deluxe Edition,captain_tsubasa_rise_of_new_champions_deluxe,PAX0010849944,Sonkwo,0.92,40.28,CNY,2026-02,2026-02
Captain Tsubasa: Rise of New Champions - Ultimate Edition,captain_tsubasa_rise_of_new_champions_ultimate,PAX0014008034,Sonkwo,3.73,78.0,CNY,2026-02,2026-02
DARK SOULS III Deluxe Edition,dark_souls_iii_deluxe,PAX0009513030,Sonkwo,218.9,228.01,CNY,2026-02,2026-02
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Sonkwo,1.12,221.25,CNY,2026-02,2026-02
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Sonkwo,2723.99,68.68,CNY,2026-02,2026-02
DARK SOULS™ III,dark_souls_iii,PAX0007785082,Sonkwo,0.87,237.48,CNY,2026-02,2026-02
DARK SOULS™ III,dark_souls_iii,PAX0007785082,Sonkwo,55.6,123.84,CNY,2026-02,2026-02
