Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Alibaba,0.0,295.35,CNY,2026-02,2026-02
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Alibaba,0.0,234.38,CNY,2026-02,2026-02
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,ace_combat_7_skies_unknown_top_gun_maverick,PAX0012537704,Alibaba,0.0,315.25,CNY,2026-02,2026-02
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Alibaba,0.0,572.0,CNY,2026-02,2026-02
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Alibaba,0.0,317.55,CNY,2026-02,2026-02
ARMORED CORE VI FIRES OF RUBICON Standard Edition,armored_core_vi_fires_of_rubicon,PAX0013073340,Alibaba,0.0,256.61,CNY,2026-02,2026-02
Accel World VS. Sword Art Online Deluxe Edition,accel_world_vs_sword_art_online_deluxe,PAX0009526222,Alibaba,0.0,263.75,CNY,2026-02,2026-02
BLACK CLOVER: QUARTET KNIGHTS,black_clover_quartet_knights,PAX0009950542,Alibaba,0.0,251.27,CNY,2026-02,2026-02
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,black_clover_quartet_knights_deluxe,PAX0009950610,Alibaba,0.0,329.04,CNY,2026-02,2026-02
BLEACH Rebirth of Souls,bleach_rebirth_of_souls,PAX0014038022,Alibaba,0.0,330.67,CNY,2026-02,2026-02
BLEACH Rebirth of Souls Deluxe Edition,bleach_rebirth_of_souls_deluxe,,Alibaba,0.0,339.67,CNY,2026-02,2026-02
BLEACH Rebirth of Souls Ultimate Edition,bleach_rebirth_of_souls_ultimate,,Alibaba,0.0,432.93,CNY,2026-02,2026-02
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Alibaba,0.0,279.67,CNY,2026-02,2026-02
CODE VEIN,code_vein,PAX0010324338,Alibaba,0.0,282.24,CNY,2026-02,2026-02
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Alibaba,0.0,409.35,CNY,2026-02,2026-02
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Alibaba,0.0,169.05,CNY,2026-02,2026-02
Captain Tsubasa: Rise of New Champions - Deluxe Edition,captain_tsubasa_rise_of_new_champions_deluxe,PAX0010849944,Alibaba,0.0,270.52,CNY,2026-02,2026-02
Captain Tsubasa: Rise of New Champions - Ultimate Edition,captain_tsubasa_rise_of_new_champions_ultimate,PAX0014008034,Alibaba,0.0,441.73,CNY,2026-02,2026-02
DARK SOULS III,dark_souls_iii,PAX0007785082,Alibaba,0.0,229.38,CNY,2026-02,2026-02
DARK SOULS III - Season Pass,dark_souls_iii_season_pass,PAX0007947534,Alibaba,0.0,119.8,CNY,2026-02,2026-02
DARK SOULS III Deluxe Edition,dark_souls_iii_deluxe,PAX0009513030,Alibaba,0.0,434.38,CNY,2026-02,2026-02
DARK SOULS: REMASTERED,dark_souls_remastered,PAX0009575522,Alibaba,0.0,222.6,CNY,2026-02,2026-02
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Alibaba,0.0,213.31,CNY,2026-02,2026-02
DEATH NOTE Killer Within,death_note_killer_within,,Alibaba,0.0,42.71,CNY,2026-02,2026-02
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,,Alibaba,0.0,83.38,CNY,2026-02,2026-02
DIGIMON STORY TIME STRANGER,digimon_story_time_stranger,PAX0014830086,Alibaba,0.0,333.55,CNY,2026-02,2026-02
DIGIMON STORY TIME STRANGER Deluxe Edition,digimon_story_time_stranger_deluxe,PAX0014928822,Alibaba,0.0,382.22,CNY,2026-02,2026-02
DIGIMON STORY TIME STRANGER Ultimate Edition,digimon_story_time_stranger_ultimate,PAX0014928856,Alibaba,0.0,509.07,CNY,2026-02,2026-02
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,PAX0012561776,Alibaba,0.0,279.2,CNY,2026-02,2026-02
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom Deluxe Edition,doraemon_story_of_seasons_friends_of_the_great_kingdom_deluxe,,Alibaba,0.0,302.56,CNY,2026-02,2026-02
DRAGON BALL FighterZ,dragon_ball_fighterz,PAX0009332320,Alibaba,0.0,216.21,CNY,2026-02,2026-02
DRAGON BALL FighterZ - FighterZ Edition,dragon_ball_fighterz_fighterz,PAX0009410826,Alibaba,0.0,266.54,CNY,2026-02,2026-02
DRAGON BALL FighterZ - Legendary Edition,dragon_ball_fighterz_legendary,PAX0013747526,Alibaba,0.0,360.02,CNY,2026-02,2026-02
DRAGON BALL XENOVERSE 2,dragon_ball_xenoverse_2,PAX0008452536,Alibaba,0.0,105.01,CNY,2026-02,2026-02
DRAGON BALL XENOVERSE 2 Deluxe Edition,dragon_ball_xenoverse_2_deluxe,PAX0012760472,Alibaba,0.0,214.8,CNY,2026-02,2026-02
DRAGON BALL XENOVERSE 2 Special Edition,dragon_ball_xenoverse_2_special,,Alibaba,0.0,211.68,CNY,2026-02,2026-02
