Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Sonkwo,1.65,25.62,CNY,2025-02,2025-02
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Sonkwo,0.08,283.73,CNY,2025-02,2025-02
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Sonkwo,0.32,49.11,CNY,2025-02,2025-02
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,ace_combat_7_skies_unknown_top_gun_maverick,PAX0012537704,Sonkwo,0.56,81.69,CNY,2025-02,2025-02
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Sonkwo,0.08,533.41,CNY,2025-02,2025-02
ACE COMBAT™ 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Sonkwo,13.12,110.63,CNY,2025-02,2025-02
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Sonkwo,0.32,390.2,CNY,2025-02,2025-02
ARMORED CORE VI FIRES OF RUBICON Standard Edition,armored_core_vi_fires_of_rubicon,PAX0013073340,Sonkwo,4.64,322.82,CNY,2025-02,2025-02
Accel World VS. Sword Art Online Deluxe Edition,accel_world_vs_sword_art_online_deluxe,PAX0009526222,Sonkwo,2.09,29.36,CNY,2025-02,2025-02
BLACK CLOVER: QUARTET KNIGHTS,black_clover_quartet_knights,PAX0009950542,Sonkwo,0.69,28.89,CNY,2025-02,2025-02
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,black_clover_quartet_knights_deluxe,PAX0009950610,Sonkwo,0.7,48.26,CNY,2025-02,2025-02
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Sonkwo,0.09,220.19,CNY,2025-02,2025-02
Baten Kaitos I & II HD Remaster,baten_kaitos_i_ii_hd_remaster,PAX0014235936,Sonkwo,0.1,152.86,CNY,2025-02,2025-02
CODE VEIN,code_vein,PAX0010324338,Sonkwo,0.08,227.81,CNY,2025-02,2025-02
CODE VEIN,code_vein,PAX0010324338,Sonkwo,9.39,35.53,CNY,2025-02,2025-02
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Sonkwo,19.13,58.96,CNY,2025-02,2025-02
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Sonkwo,0.28,32.12,CNY,2025-02,2025-02
Captain Tsubasa: Rise of New Champions - Deluxe Edition,captain_tsubasa_rise_of_new_champions_deluxe,PAX0010849944,Sonkwo,0.39,40.84,CNY,2025-02,2025-02
Captain Tsubasa: Rise of New Champions - Ultimate Edition,captain_tsubasa_rise_of_new_champions_ultimate,PAX0014008034,Sonkwo,1.36,68.59,CNY,2025-02,2025-02
DARK SOULS II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Sonkwo,2.11,176.06,CNY,2025-02,2025-02
DARK SOULS II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Sonkwo,81.01,104.48,CNY,2025-02,2025-02
DARK SOULS III,dark_souls_iii,PAX0007785082,Sonkwo,2.97,300.05,CNY,2025-02,2025-02
DARK SOULS III,dark_souls_iii,PAX0007785082,Sonkwo,38.9,149.4,CNY,2025-02,2025-02
DARK SOULS III - Season Pass,dark_souls_iii_season_pass,PAX0007947534,Sonkwo,4.3,150.72,CNY,2025-02,2025-02
DARK SOULS III - Season Pass,dark_souls_iii_season_pass,PAX0007947534,Sonkwo,11.16,77.34,CNY,2025-02,2025-02
DARK SOULS III Deluxe Edition,dark_souls_iii_deluxe,PAX0009513030,Sonkwo,3.03,348.57,CNY,2025-02,2025-02
DARK SOULS III Deluxe Edition,dark_souls_iii_deluxe,PAX0009513030,Sonkwo,82.54,169.32,CNY,2025-02,2025-02
DARK SOULS: REMASTERED,dark_souls_remastered,PAX0009575522,Sonkwo,4.31,183.26,CNY,2025-02,2025-02
DARK SOULS: REMASTERED,dark_souls_remastered,PAX0009575522,Sonkwo,84.0,86.86,CNY,2025-02,2025-02
DEATH NOTE Killer Within,death_note_killer_within,,Sonkwo,0.67,50.97,CNY,2025-02,2025-02
DEATH NOTE Killer Within,death_note_killer_within,,Sonkwo,1.19,33.62,CNY,2025-02,2025-02
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,,Sonkwo,0.16,109.77,CNY,2025-02,2025-02
DEATH NOTE Killer Within Special Edition,death_note_killer_within_special,,Sonkwo,0.1,67.33,CNY,2025-02,2025-02
DORAEMON STORY OF SEASONS,doraemon_story_of_seasons,PAX0010731760,Sonkwo,0.09,101.27,CNY,2025-02,2025-02
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,PAX0012561776,Sonkwo,0.1,210.81,CNY,2025-02,2025-02
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,doraemon_story_of_seasons_friends_of_the_great_kingdom,PAX0012561776,Sonkwo,0.29,162.11,CNY,2025-02,2025-02
