Product Name,Normalized Name,paxCode,Customer,amount,selling_price,currency,start_month,end_month
.hack//G.U. Last Recode,hack_g_u_last_recode,PAX0011204972,Heybox,0.0,247.14,CNY,2024-08,2024-09
ACE COMBAT 7: SKIES UNKNOWN,ace_combat_7_skies_unknown,PAX0009836302,Heybox,0.0,237.33,CNY,2024-08,2024-09
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Edition,ace_combat_7_skies_unknown_top_gun_maverick,PAX0012537704,Heybox,0.0,417.6,CNY,2024-08,2024-09
ACE COMBAT 7: SKIES UNKNOWN - TOP GUN: Maverick Ultimate Edition,ace_combat_7_skies_unknown_top_gun_maverick_ultimate,,Heybox,0.0,567.83,CNY,2024-08,2024-09
ARMORED CORE VI FIRES OF RUBICON,armored_core_vi_fires_of_rubicon,PAX0013073340,Heybox,0.0,254.8,CNY,2024-08,2024-09
ARMORED CORE VI FIRES OF RUBICON Deluxe Edition,armored_core_vi_fires_of_rubicon_deluxe,PAX0013069260,Heybox,0.0,365.99,CNY,2024-08,2024-09
Accel World VS. Sword Art Online Deluxe Edition,accel_world_vs_sword_art_online_deluxe,PAX0009526222,Heybox,0.0,253.62,CNY,2024-08,2024-09
BLACK CLOVER: QUARTET KNIGHTS,black_clover_quartet_knights,PAX0009950542,Heybox,0.0,241.89,CNY,2024-08,2024-09
BLACK CLOVER: QUARTET KNIGHTS Deluxe Edition,black_clover_quartet_knights_deluxe,PAX0009950610,Heybox,0.0,323.37,CNY,2024-08,2024-09
CODE VEIN,code_vein,PAX0010324338,Heybox,0.0,246.23,CNY,2024-08,2024-09
CODE VEIN Deluxe Edition,code_vein_deluxe,PAX0010361296,Heybox,0.0,395.0,CNY,2024-08,2024-09
Captain Tsubasa: Rise of New Champions,captain_tsubasa_rise_of_new_champions,PAX0010849876,Heybox,0.0,217.72,CNY,2024-08,2024-09
Captain Tsubasa: Rise of New Champions Deluxe Edition,captain_tsubasa_rise_of_new_champions_deluxe,PAX0010849944,Heybox,0.0,340.18,CNY,2024-08,2024-09
Captain Tsubasa: Rise of New Champions Ultimate Edition,captain_tsubasa_rise_of_new_champions_ultimate,PAX0014008034,Heybox,0.0,455.94,CNY,2024-08,2024-09
DARK SOULS: REMASTERED,dark_souls_remastered,PAX0009575522,Heybox,0.0,216.92,CNY,2024-08,2024-09
DARK SOULS™ II: Scholar of the First Sin,dark_souls_ii_scholar_of_the_first_sin,PAX0006971122,Heybox,0.0,182.57,CNY,2024-08,2024-09
